Gene_ID	subject_id	D_T1_Rep1	D_T1_Rep2	D_T1_Rep3	D_T1_Rep4	D_T2_Rep1	D_T2_Rep2	D_T2_Rep3	D_T2_Rep4
WUAT02009448.1	Potri.004G105600.1	778	1128	854	268	1828	1926	2866	4216
WUAT02009449.1	Potri.018G036400.3	17170	20108	20714	13770	10162	14196	3466	3250
WUAT02009450.1	Potri.006G049700.1	3744	3886	5428	4048	5050	4992	3852	5170
WUAT02009451.1	Potri.001G193300.1	88254	91120	114718	71112	100408	86298	98328	94816
WUAT02009455.1	Potri.007G062602.1	846	498	516	608	788	638	718	702
WUAT02009461.1	Potri.012G031250.1	236	314	614	824	272	156	130	194
WUAT02009464.1	Potri.012G031250.1	7678	10524	5882	5934	9878	10282	9250	8886
WUAT02009465.1	Potri.014G185804.1	38	52	66	96	116	106	180	138
WUAT02009468.1	Potri.016G004900.2	734	1296	722	1006	888	788	700	622
WUAT02009474.1	Potri.016G004900.2	11736	12690	11154	11488	13034	14848	14386	17886
WUAT02009475.1	Potri.013G162300.1	3820	4590	6618	3786	3420	4198	3090	4842
WUAT02009478.1	Potri.010G220900.1	54852	58996	48450	37702	47266	46590	36042	51030
WUAT02009479.1	Potri.010G247500.2	133666	143412	209616	184850	243170	223786	271958	294886
WUAT02009482.1	Potri.005G007400.2	54214	63424	49778	37416	40468	46040	38584	38498
WUAT02009483.1	Potri.010G052500.1	74	32	40	148	48	278	70	356
WUAT02009487.1	Potri.015G029500.1	99674	137010	198200	182198	119838	125500	91000	102854
WUAT02009489.1	Potri.003G050600.3	1716	2276	3402	952	1338	1496	3046	3050
WUAT02009498.1	Potri.001G134425.1	4	0	14	4	0	8	10	8
WUAT02009502.1	Potri.004G233400.2	0	216	46	2	120	170	892	2
WUAT02009505.1	Potri.003G006200.7	6802	8660	7542	6596	11732	8518	15370	19484
WUAT02009509.1	Potri.008G198800.1	828	1346	1116	466	600	856	390	718
WUAT02009514.1	Potri.018G069900.3	122376	145068	268154	185886	118920	155312	130290	122390
WUAT02009519.1	Potri.013G022700.2	448	804	308	1156	2166	1068	3690	3826
WUAT02009523.1	Potri.015G137900.3	9508	15716	3572	1884	3778	4740	2316	2808
WUAT02009527.1	Potri.007G061861.1	4568	5294	2928	2276	3844	3568	1366	1378
WUAT02009528.1	Potri.001G312800.9	90	20	20	92	30	86	60	122
WUAT02009529.1	Potri.013G163200.1	22	30	36	2	10	32	50	36
WUAT02009532.1	Potri.013G143400.2	4348	4086	6388	4280	5190	4704	5262	4762
WUAT02009534.1	Potri.014G185948.1	1496	2120	1412	1662	742	2766	732	2048
WUAT02009535.1	Potri.005G162400.1	86864	102496	72366	62226	69990	70368	54168	62936
WUAT02009538.1	Potri.009G044300.1	3842	4642	5278	4336	3730	4260	3430	3344
WUAT02009539.1	Potri.004G040000.2	50738	62934	42274	27982	35696	37568	34124	35480
WUAT02009541.1	Potri.004G035400.1	18000	18778	18720	12214	20716	16632	16686	18902
WUAT02009545.1	Potri.014G024100.1	38220	55646	37222	22702	46254	37548	49420	63284
WUAT02009550.1	Potri.013G141912.1	43086	35148	30416	23478	65398	30586	34036	78614
WUAT02009553.1	Potri.009G138200.1	16628	19060	19388	14098	18458	19506	17958	20526
WUAT02009554.1	Potri.002G057100.1	87448	67692	35418	28848	109098	85156	114246	114104
WUAT02009559.1	Potri.009G109900.3	4004	3998	3624	2600	3720	2432	2054	2854
WUAT02009563.1	Potri.013G142124.1	582	618	338	336	354	262	194	140
WUAT02009564.1	Potri.018G022500.1	35018	41508	28320	19954	25584	27914	20266	22016
WUAT02009568.1	Potri.002G186900.2	18290	21070	22242	15158	20266	21300	31852	23512
WUAT02009575.1	Potri.011G152200.1	124344	175884	515314	86456	64562	96630	31466	24422
WUAT02009577.1	Potri.002G009800.5	37656	32664	41696	28702	43410	36972	41148	42506
WUAT02009581.1	Potri.005G098100.2	257562	319268	390450	305592	290014	306304	297892	321642
WUAT02009586.1	Potri.005G011300.1	7492	7840	7314	3566	6392	7458	3974	4902
WUAT02009587.1	Potri.010G054300.10	22612	30222	33704	26192	31802	29106	27932	34078
WUAT02009595.1	Potri.012G090800.1	29124	23742	18800	14284	17424	12308	16584	20658
WUAT02009596.1	Potri.002G225100.1	4106	4676	3754	2244	3246	3262	2360	3612
WUAT02009600.1	Potri.011G074600.2	788	1668	1252	1504	6610	1802	1118	3854
WUAT02009603.1	Potri.009G054300.1	12086	14322	11714	5892	12068	12896	8934	11462
WUAT02009609.1	Potri.007G062061.1	15684	2120	16570	16218	24634	76326	3788	61616
WUAT02009610.1	Potri.001G441040.1	4	0	8	6	6	6	2	4
WUAT02009613.1	Potri.013G142232.5	4306	5186	2480	2134	3620	2726	1008	942
WUAT02009614.1	Potri.009G103700.1	2234	2470	1450	888	2066	1546	2068	1892
WUAT02009617.1	Potri.007G062242.3	12054	9602	14434	11284	12888	11764	10908	9426
WUAT02009619.1	Potri.004G210400.4	348	420	676	364	350	684	478	662
WUAT02009623.1	Potri.006G170700.4	33698	39340	48704	35150	32918	34472	45958	47326
WUAT02009626.1	Potri.010G063800.1	8726	13942	34786	3712	10444	4938	12044	14994
WUAT02009627.1	Potri.011G113575.1	19878	25612	28618	19166	19344	17288	21436	19526
WUAT02009631.1	Potri.016G117500.5	12020	18014	13186	15576	11802	11584	10896	16072
WUAT02009634.1	Potri.011G166400.1	17814	22832	23166	14356	16586	18672	19012	19202
WUAT02009636.1	Potri.002G122600.1	13648	18466	19702	16738	36442	20136	26218	23858
WUAT02009638.1	Potri.011G075051.1	10056	11058	12192	9166	11398	10320	11446	13782
WUAT02009640.1	Potri.001G466000.2	1302	1556	1582	1016	1748	1470	1196	1512
WUAT02009641.1	Potri.008G195200.4	30500	37208	23586	14538	30728	28970	24142	27988
WUAT02009649.1	Potri.006G116000.6	22704	29290	20442	17030	21932	26520	16498	21130
WUAT02009659.1	Potri.013G140260.3	19156	25870	28772	29680	21698	26004	19516	20890
WUAT02009663.1	Potri.015G092900.1	63722	82632	83646	78286	74154	76146	54104	60092
WUAT02009667.1	Potri.015G067400.1	10718	12062	12824	10468	12628	12294	15702	14844
WUAT02009670.1	Potri.013G061200.1	3564	2388	2756	2258	16610	25710	12016	21534
WUAT02009671.1	Potri.012G031250.1	2416	2438	18224	392	706	736	432	588
WUAT02009674.1	Potri.010G211100.6	24646	28536	27000	24062	20102	23596	20394	26568
WUAT02009676.1	Potri.006G046900.4	30968	37394	39596	30410	41308	38490	40136	44614
WUAT02009679.1	Potri.012G099300.1	2	2	6	4	0	2	0	8
WUAT02009680.1	Potri.008G224210.1	5280	6644	3840	4390	6816	6776	6102	8084
WUAT02009681.1	Potri.007G086700.5	11792	12884	15432	11256	15104	13944	14890	13364
WUAT02009692.1	Potri.008G224210.1	342	7798	4202	2598	46	70	112	92
WUAT02009697.1	Potri.010G052500.1	808	1290	744	576	1264	978	1862	2266
WUAT02009703.1	Potri.001G129100.6	9338	7402	7974	5530	8668	8156	9852	14902
WUAT02009707.1	Potri.001G233400.10	11920	14600	13136	12604	14590	10246	9884	12094
WUAT02009708.1	Potri.011G074301.1	9334	12506	18198	10028	5986	11956	1864	5144
WUAT02009709.1	Potri.013G141700.4	36	0	6	0	32	72	34	166
WUAT02009712.1	Potri.012G031250.1	5612	6034	4742	3436	7992	5374	5280	8700
WUAT02009717.1	Potri.010G038700.15	19322	27736	19996	16500	21800	24602	25218	25870
WUAT02009718.1	Potri.019G054200.3	14834	16414	19660	12214	15392	13518	12842	14464
WUAT02009721.1	Potri.008G081700.1	74670	83000	54718	49908	60010	52804	32734	47260
WUAT02009726.1	Potri.017G033300.2	11876	12826	14520	9612	14178	12972	11234	12110
WUAT02009730.1	Potri.013G133550.2	126198	178440	143388	129864	185524	132542	216854	342216
WUAT02009731.1	Potri.013G158600.4	25246	29530	29672	18056	36074	30802	31566	33598
WUAT02009734.1	Potri.001G312800.7	15926	34420	8148	14246	239154	160380	692956	354676
WUAT02009735.1	Potri.001G351400.1	1984	1900	2842	1952	2466	2136	5308	4162
WUAT02009736.1	Potri.004G168400.1	108	58	320	128	196	148	204	162
WUAT02009738.1	Potri.004G034100.1	1356	1196	656	910	1342	574	1184	1200
WUAT02009739.1	Potri.004G125150.1	10384	12814	16004	13442	13940	14404	16794	18674
WUAT02009740.1	Potri.010G200200.7	720	194	274	238	308	62	696	348
WUAT02009743.1	Potri.002G105100.1	398	452	432	456	416	590	520	634
WUAT02009744.1	Potri.013G139112.2	26344	24564	26552	17328	14918	14792	6350	10618
WUAT02009752.1	Potri.017G075200.1	11468	13026	14992	9814	15824	12930	14722	16582
WUAT02009753.1	Potri.006G148600.2	11104	13686	12600	12036	12326	12868	15470	14204
WUAT02009757.1	Potri.013G139112.1	25638	29052	39108	35278	32924	48128	66054	47286
WUAT02009762.1	Potri.014G171800.1	47940	88516	185782	37022	25412	38360	19094	16444
WUAT02009771.1	Potri.015G066000.4	606	502	1080	1014	1096	1476	1412	920
WUAT02009779.1	Potri.011G129350.2	2714	5122	5806	3440	5166	6244	4628	5904
WUAT02009780.1	Potri.013G143400.2	68	98	142	28	122	152	64	150
WUAT02009781.1	Potri.001G051900.1	6118	7620	6046	3420	16784	17382	9762	17394
WUAT02009785.1	Potri.002G089400.4	44	80	32	78	190	230	170	170
WUAT02009786.1	Potri.019G053100.2	19694	22682	25590	14644	20542	23318	20980	23060
WUAT02009790.1	Potri.012G066900.5	20734	25568	16588	14390	22472	23034	26132	27906
WUAT02009791.1	Potri.012G019700.1	24452	25342	23128	24650	36348	40020	41252	34652
WUAT02009793.1	Potri.005G241500.1	16460	20588	17878	13824	23336	19194	19120	25840
WUAT02009798.1	Potri.017G050400.2	5266	9402	8882	5028	9436	5548	6876	7438
WUAT02009800.1	Potri.013G143400.2	4	20	28	26	94	8	0	26
WUAT02009802.1	Potri.016G135200.1	76920	88580	88662	56052	55392	53948	59392	60632
WUAT02009807.1	Potri.018G023100.2	16592	22234	16758	12950	19792	19680	17878	15894
WUAT02009820.1	Potri.007G119300.5	24434	32412	30648	26894	27882	35370	39572	42496
WUAT02009822.1	Potri.001G283200.1	64260	67770	80974	48656	85758	59252	86234	108898
WUAT02009824.1	Potri.011G098400.1	11020	13394	14180	13418	13374	12178	13272	15508
WUAT02009827.1	Potri.007G085000.1	38	100	18	114	16	22	4	6
WUAT02009829.1	Potri.001G405500.1	30884	36766	31562	27802	38464	32406	28036	34246
WUAT02009833.1	Potri.001G312800.7	662	1188	1248	800	974	914	818	702
WUAT02009835.1	Potri.010G052500.1	326	12	364	146	512	186	110	142
WUAT02009838.1	Potri.007G127300.1	16100	15764	7262	3782	10460	8584	4884	5254
WUAT02009839.1	Potri.008G036500.1	5036	9032	2890	4084	7282	3676	1288	2814
WUAT02009841.1	Potri.013G088025.1	452	514	600	540	536	376	696	256
WUAT02009845.1	Potri.001G277800.2	0	0	2	0	2	0	0	10
WUAT02009846.1	Potri.006G163301.1	1508	3630	3796	2396	4796	3592	2168	1186
WUAT02009848.1	Potri.005G118800.3	7276	8424	8262	6066	8302	7220	10250	10904
WUAT02009851.1	Potri.011G074150.1	24524	32978	33320	24952	46888	31690	41262	41366
WUAT02009852.1	Potri.010G170100.2	5848	6568	7664	7226	7278	7042	8560	9510
WUAT02009855.1	Potri.001G004800.1	8	4	6	4	14	20	10	14
WUAT02009856.1	Potri.018G019100.1	43294	50996	41970	38938	48834	43188	57654	51594
WUAT02009865.1	Potri.005G092700.8	15820	15924	16126	13094	17732	15404	17826	19744
WUAT02009868.1	Potri.002G124200.1	53568	66172	65576	45124	43866	52384	35448	43220
WUAT02009869.1	Potri.013G086100.1	11366	20188	16862	13060	22150	11126	43634	29922
WUAT02009874.1	Potri.004G190900.3	502422	594602	334786	173608	245130	294386	113974	124444
WUAT02009877.1	Potri.010G119500.1	2	12	22	22	12	6	22	4
WUAT02009878.1	Potri.010G052500.1	10074	9178	9146	4902	8462	12096	7996	7678
WUAT02009880.1	Potri.010G237900.2	28504	33432	63230	29902	56986	43800	50566	68870
WUAT02009881.1	Potri.013G044300.9	15360	16304	24776	31312	27670	25690	17576	19694
WUAT02009887.1	Potri.012G071600.7	13442	15904	19784	12176	20244	17462	18576	25950
WUAT02009888.1	Potri.013G143400.2	262	400	234	492	206	330	48	234
WUAT02009891.1	Potri.013G142336.1	36	8	4	24	12	0	6	2
WUAT02009892.1	Potri.014G077800.2	13314	14774	16042	11082	10864	10814	13044	13404
WUAT02009893.1	Potri.005G113600.4	160	270	216	260	124	242	284	330
WUAT02009897.1	Potri.012G055100.1	6362	5868	8154	6788	7334	6712	6234	7462
WUAT02009901.1	Potri.013G088800.3	3894	6042	6082	7370	7284	5898	6376	6306
WUAT02009910.1	Potri.001G215800.1	15292	18708	19572	15348	19360	20256	24968	27234
WUAT02009913.1	Potri.007G060900.1	94012	96588	115578	110662	131590	95590	156812	218124
WUAT02009914.1	Potri.006G261900.2	11974	16218	19560	16418	17878	18834	27776	27088
WUAT02009916.1	Potri.018G148800.1	22650	20772	21740	14994	24342	20598	19866	18494
WUAT02009919.1	Potri.013G139112.1	38394	39358	36124	18464	29904	24714	20724	29882
WUAT02009920.1	Potri.016G023100.9	27822	32038	33122	27918	30316	32090	34508	33826
WUAT02009923.1	Potri.006G275600.2	3780	4990	3362	2940	4370	4678	3452	3150
WUAT02009924.1	Potri.006G014800.1	37490	42146	26546	20506	34618	33382	13204	14530
WUAT02009925.1	Potri.013G138000.1	10210	12950	9282	9078	8608	9066	10398	8052
WUAT02009932.1	Potri.012G101301.1	66	216	248	220	102	246	90	320
WUAT02009933.1	Potri.016G030800.4	44710	51826	23132	14480	30242	24520	13424	15308
WUAT02009937.1	Potri.015G141700.4	17998	17660	16188	13378	19206	19224	13132	19860
WUAT02009941.1	Potri.015G065001.1	20028	19370	27372	20234	31736	21724	48676	53638
WUAT02009946.1	Potri.001G312800.7	1648	2718	8158	5192	2010	12334	2568	3962
WUAT02009948.1	Potri.008G121500.1	146	172	436	196	496	534	200	496
WUAT02009952.1	Potri.005G106000.1	1674	1552	1364	926	1948	1534	1802	1946
WUAT02009953.1	Potri.017G077300.2	82660	93158	113668	87588	87294	90974	86152	87756
WUAT02009955.1	Potri.017G093200.2	38908	40702	47436	31264	50270	35340	33806	37622
WUAT02009956.1	Potri.001G090300.1	15104	17106	8788	5544	14180	10060	8150	7544
WUAT02009957.1	Potri.002G137000.5	5718	5750	6392	6716	8464	10850	7026	10356
WUAT02009960.1	Potri.013G142232.5	628	1078	1254	1202	936	1094	908	812
WUAT02009964.1	Potri.006G158600.1	90074	95294	114972	84940	99586	100242	69516	86144
WUAT02009969.1	Potri.014G142000.4	11088	13270	10760	5808	15736	15050	10906	15120
WUAT02009971.1	Potri.005G202700.1	2334	2652	2080	1706	2708	2334	2076	2960
WUAT02009973.1	Potri.005G154836.1	4716	8580	7482	4202	6480	6796	10128	19960
WUAT02009978.1	Potri.001G095800.1	37742	67290	88148	56426	33270	45826	43046	43680
WUAT02009979.1	Potri.004G084233.1	3768	5368	5442	11302	10568	4186	1372	7090
WUAT02009980.1	Potri.008G208000.1	13760	13548	14198	11300	16318	11720	16862	14916
WUAT02009981.1	Potri.006G038400.4	482	426	656	180	44	698	50	494
WUAT02009982.1	Potri.008G112900.1	37738	47952	58100	39830	49366	48116	40512	54906
WUAT02009986.1	Potri.019G082000.5	20840	24008	20068	13522	18690	15594	15800	23242
WUAT02009987.1	Potri.007G062582.1	16	14	12	50	30	14	42	22
WUAT02009988.1	Potri.008G224138.1	7702	9640	10470	7906	9022	10528	8858	7956
WUAT02009992.1	Potri.001G409900.5	14862	16566	18436	14124	12574	13566	14502	16494
WUAT02009997.1	Potri.013G143400.2	146	78	74	52	120	104	86	98
WUAT02010000.1	Potri.005G084400.1	6340	7316	6076	5890	12666	13006	12956	13782
WUAT02010001.1	Potri.007G062482.1	6	4	40	14	22	34	24	20
WUAT02010004.1	Potri.001G222700.1	1226	1474	1140	958	1612	1568	1376	1214
WUAT02010009.1	Potri.010G221301.1	6586	13286	8634	6692	6886	8088	7938	8204
WUAT02010014.1	Potri.008G191400.1	19726	21498	23366	16146	17616	16356	12514	14738
WUAT02010017.1	Potri.013G143400.2	40	4	24	18	30	10	24	4
WUAT02010018.1	Potri.008G221801.2	1332	4022	6690	13862	16448	3796	6630	14266
WUAT02010019.1	Potri.007G061861.1	96	2	16	2	22	42	302	56
WUAT02010023.1	Potri.019G066200.2	218	198	20	58	92	192	56	56
WUAT02010024.1	Potri.001G294700.1	15664	8396	3652	3908	10182	5002	6090	11180
WUAT02010027.1	Potri.011G117500.1	21132	23418	13742	8092	35242	27890	11680	15472
WUAT02010029.1	Potri.009G026800.2	52	40	6	12	10	4	78	16
WUAT02010032.1	Potri.001G312800.9	1118	1150	1756	2076	1212	1778	1638	1414
WUAT02010034.1	Potri.001G312800.9	2066	2738	1912	1658	2018	2006	2048	2186
WUAT02010036.1	Potri.001G458600.2	9578	10798	10698	9758	7262	7850	7734	6794
WUAT02010037.1	Potri.013G057900.2	4014	4468	3530	2164	9466	6426	5766	6974
WUAT02010041.1	Potri.005G172200.3	790	1224	872	704	1318	1710	1922	1522
WUAT02010045.1	Potri.001G030900.5	5420	4646	5612	4992	6732	7344	8304	11754
WUAT02010054.1	Potri.012G071600.7	268532	311060	254720	176558	314784	231532	164408	176650
WUAT02010058.1	Potri.003G100600.1	1492	1188	1538	950	888	1508	2060	3556
WUAT02010059.1	Potri.013G142232.6	1196	1080	1336	734	1482	1444	2128	3784
WUAT02010061.1	Potri.004G219300.2	3388	4924	5074	4202	4814	5650	3878	5364
WUAT02010064.1	Potri.013G143400.2	4396	6366	5420	3780	6756	6316	4916	5316
WUAT02010065.1	Potri.017G099500.2	8	10	4	8	2	4	0	6
WUAT02010067.1	Potri.015G131100.5	12758	12106	9446	14330	4752	8032	16776	12964
WUAT02010072.1	Potri.013G142232.6	502	328	434	234	164	544	346	478
WUAT02010074.1	Potri.008G101675.2	1454	2868	834	346	1062	1294	422	702
WUAT02010076.1	Potri.018G114300.2	4846	5420	2382	1852	2992	1922	2482	2636
WUAT02010077.1	Potri.011G071800.4	16044	17134	13126	11358	13644	16332	11482	12262
WUAT02010078.1	Potri.009G086600.2	782	852	1022	808	882	726	680	578
WUAT02010081.1	Potri.003G190000.3	20008	20502	34032	26362	24032	24280	25148	25386
WUAT02010085.1	Potri.001G312800.7	24	38	14	52	118	60	10	44
WUAT02010090.1	Potri.010G206600.1	145888	219836	170938	109952	199694	284252	209594	169264
WUAT02010091.1	Potri.016G004900.2	2924	2314	1878	1044	4360	2420	2568	1728
WUAT02010093.1	Potri.007G021700.1	2616	3516	3962	3996	2836	3426	3046	4348
WUAT02010095.1	Potri.013G009100.1	16432	22232	23000	17836	19194	20912	10976	20112
WUAT02010098.1	Potri.013G154600.1	11836	11218	5526	3584	9150	10272	7548	7808
WUAT02010102.1	Potri.013G142124.1	0	4	4	4	2	2	2	24
WUAT02010103.1	Potri.011G103401.1	14380	19300	21930	15132	30258	22264	43062	35896
WUAT02010104.1	Potri.001G312800.9	4320	5852	5004	3618	5004	5664	5966	4450
WUAT02010105.1	Potri.008G054600.1	72638	93586	137280	95416	61492	94654	85542	77480
WUAT02010106.1	Potri.001G246900.1	67042	70152	54986	47544	37596	44920	26256	27666
WUAT02010108.1	Potri.014G015600.1	54972	62758	37778	32544	48106	50094	31182	33764
WUAT02010112.1	Potri.001G342933.1	300	146	264	170	192	114	112	152
WUAT02010114.1	Potri.014G101900.4	52	32	58	28	54	42	16	60
WUAT02010116.1	Potri.006G123200.1	26	44	20	218	16	24	8	22
WUAT02010117.1	Potri.001G312800.9	62	108	26	48	260	40	28	82
WUAT02010118.1	Potri.018G141900.4	4524	6394	6864	5460	6842	7130	9542	8080
WUAT02010121.1	Potri.012G120000.1	27308	34038	33716	27768	39882	39200	46068	48596
WUAT02010124.1	Potri.013G155200.1	38346	41978	66248	63110	44356	43132	68640	86336
WUAT02010126.1	Potri.010G057700.11	79390	60090	27596	24404	47136	37116	13350	15382
WUAT02010131.1	Potri.013G142201.1	1978	1992	2288	1864	2764	2664	2752	6336
WUAT02010134.1	Potri.013G143400.2	2	4	4	2	8	24	2	4
WUAT02010135.1	Potri.013G140260.3	4680	5426	4072	3746	4252	4730	3968	4260
WUAT02010136.1	Potri.001G106951.1	3864	3050	4146	2730	3770	3960	4960	5018
WUAT02010138.1	Potri.014G185804.1	16372	16176	17882	12968	33550	27986	27868	34926
WUAT02010139.1	Potri.001G102900.5	14412	15404	17204	12696	19984	18562	26612	25292
WUAT02010140.1	Potri.013G143400.2	20854	26176	27962	15374	23268	20164	15572	23840
WUAT02010144.1	Potri.006G271800.2	11108	11594	13964	16832	15696	15710	14946	17216
WUAT02010145.1	Potri.002G119600.1	44586	44168	66722	40160	47578	48814	34418	42120
WUAT02010148.1	Potri.012G084400.2	24552	35108	35714	20078	28960	26788	20720	24080
WUAT02010153.1	Potri.013G139112.1	10720	10048	12994	8136	12730	12564	10150	13004
WUAT02010158.1	Potri.011G087500.3	44912	51416	45406	32602	45922	48358	30448	31992
WUAT02010159.1	Potri.004G226700.1	89360	99186	76086	49182	94962	88418	67830	69678
WUAT02010162.1	Potri.017G109500.4	30668	43692	52528	33624	46814	43468	34916	39954
WUAT02010168.1	Potri.006G130900.3	1024	1290	2176	1844	1998	2128	2958	2172
WUAT02010172.1	Potri.013G141700.4	1026	1010	1196	1182	544	860	1302	1434
WUAT02010175.1	Potri.006G164050.1	248	646	334	170	640	398	690	866
WUAT02010176.1	Potri.002G122700.1	6588	6342	8624	3978	2028	6398	4012	2894
WUAT02010177.1	Potri.004G101700.4	79422	83176	101542	72874	72106	67972	69182	80218
WUAT02010178.1	Potri.014G185948.1	2558	3430	3450	2146	3504	3466	2554	3132
WUAT02010183.1	Potri.008G097200.3	15764	14760	15476	13470	18348	13532	17074	23538
WUAT02010186.1	Potri.003G008500.4	7720	9106	11882	8264	10074	8780	7752	10378
WUAT02010188.1	Potri.016G134900.1	11144	15028	21710	12592	17482	14486	14690	22632
WUAT02010193.1	Potri.002G076001.3	31578	36164	42392	30682	33584	40866	26768	35740
WUAT02010194.1	Potri.006G189000.1	63786	84526	64114	139352	112654	71994	237258	431890
WUAT02010195.1	Potri.006G078900.1	8342	10228	12760	9110	9388	10404	7840	7392
WUAT02010198.1	Potri.018G072600.4	31474	36408	44622	36718	42670	46190	77014	95482
WUAT02010203.1	Potri.013G133550.2	890	878	754	454	890	654	1630	1104
WUAT02010204.1	Potri.011G074067.1	1034	850	758	596	1212	1106	832	1116
WUAT02010206.1	Potri.006G195400.1	48	54	72	80	24	32	34	78
WUAT02010211.1	Potri.018G016600.1	22798	27366	42686	31718	26602	29642	22798	31690
WUAT02010212.1	Potri.001G025300.1	15730	20138	25636	22798	17836	19940	14520	15412
WUAT02010216.1	Potri.011G119300.1	20922	26586	16508	10036	20704	15446	16714	25210
WUAT02010220.1	Potri.010G090800.1	10698	10438	11506	8758	18146	16356	16894	22866
WUAT02010224.1	Potri.005G239500.1	0	0	0	0	0	0	0	0
WUAT02010225.1	Potri.010G052500.1	6984	7690	7956	5118	7416	6566	7582	8902
WUAT02010226.1	Potri.004G167500.1	29152	32736	38612	25340	25980	24196	21078	25842
WUAT02010229.1	Potri.013G143400.2	14574	17678	19502	14260	19456	15518	14082	16588
WUAT02010230.1	Potri.002G090400.2	2284	2024	1818	1034	3140	3052	1596	1764
WUAT02010232.1	Potri.008G038600.1	4636	4534	3710	1856	2924	3000	1064	1366
WUAT02010234.1	Potri.006G164050.1	19346	22216	16802	11850	13426	12074	10766	17026
WUAT02010235.1	Potri.010G033800.2	21676	24110	28720	18580	25478	23870	35058	31084
WUAT02010236.1	Potri.004G125000.12	11198	10886	13854	8122	11616	11114	12440	14166
WUAT02010238.1	Potri.003G197101.1	882	1598	622	702	1312	1190	770	950
WUAT02010240.1	Potri.013G137077.1	20	8	16	2	18	6	10	20
WUAT02010244.1	Potri.018G111600.3	44	26	64	110	136	56	36	124
WUAT02010249.1	Potri.001G001500.5	1122	1036	1574	808	908	1770	504	1474
WUAT02010252.1	Potri.013G142332.1	46642	55416	47148	33594	80624	61836	91504	68646
WUAT02010255.1	Potri.009G131200.2	41816	50460	59254	63070	54316	48294	81292	81282
WUAT02010257.1	Potri.013G143400.2	2670	3164	3216	2548	3582	3830	3260	2786
WUAT02010261.1	Potri.014G185948.1	7018	9472	7810	8674	9448	9970	9038	10482
WUAT02010265.1	Potri.001G312800.7	198	20	80	22	30	36	22	46
WUAT02010266.1	Potri.013G138000.1	242	302	252	302	240	274	552	494
WUAT02010279.1	Potri.009G085100.2	215588	221350	107586	84554	93270	111052	37804	39846
WUAT02010283.1	Potri.005G161366.1	236	462	338	246	486	380	208	322
WUAT02010285.1	Potri.006G243300.3	1134	1314	1842	1410	1964	1660	1364	1766
WUAT02010288.1	Potri.007G062061.1	9302	5448	10730	5168	10728	12672	7156	8962
WUAT02010290.1	Potri.012G031250.1	138	690	246	64	390	238	0	44
WUAT02010291.1	Potri.012G105900.4	4038	5510	5492	4058	4106	4798	3746	4046
WUAT02010293.1	Potri.001G342800.1	44804	54708	44290	35588	45142	38120	36602	37592
WUAT02010294.1	Potri.003G006200.7	21062	22588	32636	22884	22372	22280	23196	23868
WUAT02010295.1	Potri.015G061001.5	674	918	458	320	482	500	366	270
WUAT02010301.1	Potri.013G143400.2	17086	21694	20700	16524	20708	19036	19422	16326
WUAT02010306.1	Potri.005G108300.3	26040	29576	33182	26382	31592	25840	23850	26358
WUAT02010311.1	Potri.016G061700.4	34936	45048	36850	27916	40148	43334	41364	47344
WUAT02010315.1	Potri.013G143400.2	1406	744	2916	968	1556	1770	1316	1320
WUAT02010317.1	Potri.019G014100.1	5116	6360	5122	4146	5136	5584	6976	6278
WUAT02010318.1	Potri.013G133550.2	0	8	20	14	8	4	6	16
WUAT02010319.1	Potri.013G132100.1	55524	67336	53084	39104	67828	59506	38710	42718
WUAT02010324.1	Potri.017G085400.7	10824	12794	15318	8934	10568	8720	7924	10370
WUAT02010325.1	Potri.007G061941.1	92	56	42	180	114	38	116	16
WUAT02010329.1	Potri.014G136300.1	3008	4340	1988	1260	2298	2520	1898	2202
WUAT02010330.1	Potri.014G072600.2	45354	60810	28704	26610	35676	38818	27524	31604
WUAT02010331.1	Potri.019G100901.1	316	0	532	38	420	4	2	74
WUAT02010333.1	Potri.016G061700.4	15946	17580	18720	13416	18306	19572	14828	18598
WUAT02010335.1	Potri.010G052500.1	0	0	0	0	2	4	2	0
WUAT02010337.1	Potri.006G041500.1	29310	26694	27938	20464	26136	20496	21526	24998
WUAT02010342.1	Potri.002G038000.3	73102	125918	106922	56502	68386	78102	65002	67444
WUAT02010343.1	Potri.001G441040.1	200	60	52	26	44	48	218	98
WUAT02010348.1	Potri.005G107600.7	24696	30738	32258	26590	28912	30454	37370	38998
WUAT02010349.1	Potri.013G021200.10	12030	15084	18396	11832	19180	18884	17782	23346
WUAT02010351.1	Potri.011G154500.1	46844	80438	48818	49576	168970	70900	180590	383704
WUAT02010352.1	Potri.010G052500.1	3334	3400	1764	1512	1578	1812	324	442
WUAT02010360.1	Potri.008G047900.1	62382	73194	75554	58744	71340	68242	74212	83328
WUAT02010364.1	Potri.013G113500.1	1918	2388	2272	1332	1978	1788	2696	3052
WUAT02010367.1	Potri.007G061861.1	26	14	10	64	72	4	14	12
WUAT02010369.1	Potri.001G312800.9	1076	554	1006	6584	3392	1392	1958	2868
WUAT02010372.1	Potri.001G312800.7	90	112	106	126	72	74	80	118
WUAT02010373.1	Potri.008G121000.3	25684	31070	30674	31402	43578	32068	55362	60548
WUAT02010377.1	Potri.010G204300.1	27906	36822	50578	29530	56450	45748	61466	66566
