Gene_ID	subject_id	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4
WUAT02009285.1	Potri.001G457700.1	20264	15584	19358	19622	15976	22348	26208	17456
WUAT02009286.1	Potri.001G351800.1	1736	1614	1416	2014	1064	1658	2002	1074
WUAT02009292.1	Potri.009G151000.1	968	700	1028	1478	708	1376	826	1112
WUAT02009293.1	Potri.007G062061.1	9104	5570	5184	9496	2266	4642	3230	2312
WUAT02009295.1	Potri.014G132900.5	12024	14368	16680	19250	16392	21488	21218	17238
WUAT02009298.1	Potri.004G125150.1	260092	155106	181756	281056	81920	103222	121874	133172
WUAT02009299.1	Potri.008G021900.3	20410	21022	22290	27266	21384	28698	25808	23696
WUAT02009301.1	Potri.012G031250.1	350	256	314	1182	344	718	350	1042
WUAT02009302.1	Potri.001G329900.1	1220	512	832	1624	592	1058	660	908
WUAT02009304.1	Potri.006G250700.3	3444	3472	3618	5306	2722	5360	4512	3854
WUAT02009308.1	Potri.012G091900.3	46626	48250	58520	67858	120794	135758	123630	91246
WUAT02009309.1	Potri.011G075051.1	23046	22530	21648	26446	24308	24962	23094	24190
WUAT02009311.1	Potri.001G458200.2	7782	12162	11264	14914	8858	10334	12016	9830
WUAT02009312.1	Potri.012G031250.1	1892	904	1688	2032	718	1446	1224	1664
WUAT02009315.1	Potri.013G133550.1	12	8	14	40	4	28	6	22
WUAT02009319.1	Potri.013G143400.2	16	58	12	14	0	182	104	20
WUAT02009320.1	Potri.016G006600.1	1714	1544	2240	3206	1036	1176	1100	2742
WUAT02009321.1	Potri.009G059400.1	4236	6058	6344	8150	6038	8044	7100	6098
WUAT02009324.1	Potri.009G008200.3	6924	6262	8908	9000	8898	12768	15554	11114
WUAT02009325.1	Potri.007G062402.1	512	1472	1184	2730	8228	12336	11732	2338
WUAT02009327.1	Potri.007G020100.1	122	282	484	718	410	506	366	132
WUAT02009329.1	Potri.004G072200.1	36398	33174	36384	48788	35654	41092	43004	31484
WUAT02009330.1	Potri.008G224210.1	6140	3764	5008	7806	4264	5278	5192	5566
WUAT02009334.1	Potri.004G123600.13	173124	101118	96054	105574	31492	43264	42958	113860
WUAT02009335.1	Potri.013G077500.2	122872	82144	92810	112868	4536	7844	6420	59168
WUAT02009338.1	Potri.009G147800.3	5844	3378	3104	6056	2446	4376	2848	5052
WUAT02009339.1	Potri.001G094800.1	2524	7076	4932	4630	3736	5622	5688	5832
WUAT02009343.1	Potri.005G093700.4	11458	5486	6566	11728	3430	4520	6890	5550
WUAT02009348.1	Potri.008G176100.1	16440	15826	26164	22398	17446	20508	21802	19888
WUAT02009352.1	Potri.001G362300.3	58962	54540	56472	72836	52038	71506	72622	53756
WUAT02009353.1	Potri.001G075800.1	828	726	1430	1634	996	1920	1786	1292
WUAT02009355.1	Potri.016G140101.4	8782	9034	12874	18974	13146	18928	21154	11872
WUAT02009356.1	Potri.008G041800.3	14194	8018	19894	19664	13630	17624	16724	24996
WUAT02009358.1	Potri.011G033100.1	7620	6392	7188	13052	1972	2082	2294	4882
WUAT02009360.1	Potri.006G086300.1	4362	2810	3468	5918	2940	4574	4626	3164
WUAT02009361.1	Potri.001G312800.7	8648	7542	8818	13126	11858	12304	12550	8710
WUAT02009364.1	Potri.010G044700.2	54	0	0	6	12	0	0	10
WUAT02009365.1	Potri.015G048200.4	1516	1482	1378	2666	1342	1800	1898	1800
WUAT02009367.1	Potri.001G003900.7	27758	32784	31476	34826	20968	32146	39408	37708
WUAT02009368.1	Potri.001G440600.1	154	70	62	344	78	146	64	86
WUAT02009369.1	Potri.017G119500.3	12	4	4	42	2	86	2	2
WUAT02009370.1	Potri.003G008800.2	12560	14478	17340	16924	11782	23198	21164	19526
WUAT02009372.1	Potri.013G133550.2	288	202	318	272	432	208	390	236
WUAT02009379.1	Potri.018G032900.1	11256	9346	10990	17858	8508	11446	10846	11252
WUAT02009381.1	Potri.016G075000.1	23284	23392	19562	31158	8364	9318	10268	14380
WUAT02009385.1	Potri.015G092700.1	10864	5700	8718	13032	9872	10586	7892	6734
WUAT02009388.1	Potri.010G116600.1	924	1182	1118	1858	984	966	1188	1728
WUAT02009393.1	Potri.010G159900.1	5754	5742	6302	9022	6114	7288	8454	6382
WUAT02009395.1	Potri.012G031250.1	0	6	0	4	2	0	8	6
WUAT02009397.1	Potri.007G061861.1	6892	6658	9178	11180	10710	13684	10148	7252
WUAT02009398.1	Potri.006G151800.2	17550	16438	18118	21988	14120	16336	17260	16404
WUAT02009400.1	Potri.013G136200.12	1378	1038	1438	3572	508	678	812	966
WUAT02009401.1	Potri.001G312800.9	446	392	328	522	492	638	652	414
WUAT02009411.1	Potri.002G187000.7	13752	12900	14598	17982	11836	9546	13068	8944
WUAT02009412.1	Potri.013G139112.2	660	604	688	798	1244	1582	1336	956
WUAT02009413.1	Potri.006G047200.1	15968	6278	12084	20986	1534	2518	1234	9892
WUAT02009415.1	Potri.006G255600.1	8500	7686	8024	8844	10736	9850	15362	9692
WUAT02009419.1	Potri.011G052400.8	29528	26946	37584	34342	21186	29782	38398	32380
WUAT02009420.1	Potri.010G040400.1	10102	9394	12888	15428	4982	9160	7546	11614
WUAT02009421.1	Potri.014G185948.1	4456	4582	6722	8266	3096	7078	3768	7824
WUAT02009424.1	Potri.015G077600.9	16432	15208	22838	20752	26262	40126	37124	23966
WUAT02009425.1	Potri.013G163300.1	74374	77020	75396	118914	69112	80716	83036	57896
WUAT02009432.1	Potri.001G356700.1	322	246	384	510	274	432	408	550
WUAT02009433.1	Potri.013G138300.2	19882	25426	21966	37754	20322	35692	18234	12562
WUAT02009434.1	Potri.014G185804.1	17042	21872	18338	23042	33480	39440	37642	22112
WUAT02009437.1	Potri.010G093600.2	7896	8774	8070	12294	6970	9992	9136	7584
WUAT02009438.1	Potri.007G062122.1	2874	4214	3392	7258	7898	7258	4618	3934
WUAT02009442.1	Potri.003G015000.2	3562	2068	3568	3912	3112	3634	3308	2028
WUAT02009446.1	Potri.015G095500.1	3226	2440	7244	16032	46634	16898	19226	4002
WUAT02009447.1	Potri.001G410400.1	98486	66556	98488	136252	76466	80216	73426	131778
WUAT02009448.1	Potri.004G105600.1	1886	1370	932	2174	3198	1848	2050	280
WUAT02009449.1	Potri.018G036400.3	15528	11374	19948	23262	6114	4884	7884	23934
WUAT02009450.1	Potri.006G049700.1	4544	3908	5454	5328	2686	5928	5210	6398
WUAT02009451.1	Potri.001G193300.1	105216	92608	89660	156542	97302	103210	102816	78430
WUAT02009455.1	Potri.007G062602.1	322	594	744	1156	362	640	604	600
WUAT02009461.1	Potri.012G031250.1	1624	754	704	396	608	110	80	538
WUAT02009464.1	Potri.012G031250.1	9804	5780	11766	17164	3898	11782	11466	8458
WUAT02009465.1	Potri.014G185804.1	134	92	72	228	150	60	124	120
WUAT02009468.1	Potri.016G004900.2	936	580	776	1430	814	870	618	1006
WUAT02009474.1	Potri.016G004900.2	15556	13506	13156	19594	17794	20782	15574	12680
WUAT02009475.1	Potri.013G162300.1	4114	3602	5592	6102	3962	5384	4288	3488
WUAT02009478.1	Potri.010G220900.1	65514	48710	43874	78478	50292	40304	50528	34224
WUAT02009479.1	Potri.010G247500.2	151670	225464	186030	182928	203920	296520	360854	217166
WUAT02009482.1	Potri.005G007400.2	71864	43000	50604	100862	37890	36994	43142	44038
WUAT02009483.1	Potri.010G052500.1	166	252	212	38	384	208	330	294
WUAT02009487.1	Potri.015G029500.1	113546	90218	162206	175750	137688	132970	118238	146686
WUAT02009489.1	Potri.003G050600.3	1214	1190	1108	2674	916	3774	1688	888
WUAT02009498.1	Potri.001G134425.1	2	0	4	10	0	2	2	2
WUAT02009502.1	Potri.004G233400.2	148	6	6	0	212	452	430	14
WUAT02009505.1	Potri.003G006200.7	6916	7246	10048	10546	11638	20136	15630	9742
WUAT02009509.1	Potri.008G198800.1	1044	1066	1126	1018	418	684	770	856
WUAT02009514.1	Potri.018G069900.3	155872	184498	186162	224692	147558	149812	169516	146544
WUAT02009519.1	Potri.013G022700.2	1082	244	1226	1300	2688	4412	1674	2744
WUAT02009523.1	Potri.015G137900.3	9294	5406	8804	11104	1628	2260	3542	3678
WUAT02009527.1	Potri.007G061861.1	5722	3242	4082	7272	1436	1990	1956	4862
WUAT02009528.1	Potri.001G312800.9	118	80	32	264	98	62	84	124
WUAT02009529.1	Potri.013G163200.1	18	86	18	74	26	58	20	28
WUAT02009532.1	Potri.013G143400.2	3960	4546	5964	6338	4272	7850	6224	5338
WUAT02009534.1	Potri.014G185948.1	2570	1174	1172	1466	1196	1192	866	1386
WUAT02009535.1	Potri.005G162400.1	99368	72436	77706	144876	61718	62818	67054	65768
WUAT02009538.1	Potri.009G044300.1	4220	3492	4730	5700	3416	3606	3900	3976
WUAT02009539.1	Potri.004G040000.2	52756	51496	49034	72186	31994	32336	40164	33446
WUAT02009541.1	Potri.004G035400.1	21608	15394	17144	78822	19972	20810	18858	18276
WUAT02009545.1	Potri.014G024100.1	47812	30882	40606	71882	67858	58248	59764	27916
WUAT02009550.1	Potri.013G141912.1	26748	29234	28014	27324	41062	38328	58530	16610
WUAT02009553.1	Potri.009G138200.1	18416	18856	20842	29760	18978	23082	22632	16092
WUAT02009554.1	Potri.002G057100.1	78166	66356	42086	122686	91614	83122	61588	69874
WUAT02009559.1	Potri.009G109900.3	4904	2924	3804	7810	3036	2456	2796	2612
WUAT02009563.1	Potri.013G142124.1	560	252	454	822	212	232	524	296
WUAT02009564.1	Potri.018G022500.1	35272	29598	29286	46124	21300	25792	28100	27122
WUAT02009568.1	Potri.002G186900.2	22894	17428	20632	40156	17514	33378	23392	22462
WUAT02009575.1	Potri.011G152200.1	179482	159194	150036	98520	26982	42288	32538	63284
WUAT02009577.1	Potri.002G009800.5	45378	27042	32478	47230	33102	54242	39258	31874
WUAT02009581.1	Potri.005G098100.2	290490	391794	296572	441460	396648	347534	433226	288484
WUAT02009586.1	Potri.005G011300.1	10208	5736	6578	11070	4888	5538	7036	4860
WUAT02009587.1	Potri.010G054300.10	28072	31214	31256	41146	33172	35378	38114	29004
WUAT02009595.1	Potri.012G090800.1	21454	16824	23654	23452	17112	20496	16458	32066
WUAT02009596.1	Potri.002G225100.1	4208	3384	3926	5454	2938	3328	3046	4448
WUAT02009600.1	Potri.011G074600.2	1310	1044	836	2454	2682	2214	2524	1214
WUAT02009603.1	Potri.009G054300.1	13720	11398	12906	18724	15536	12724	12704	13694
WUAT02009609.1	Potri.007G062061.1	2272	63864	25760	4168	16714	36040	58044	4716
WUAT02009610.1	Potri.001G441040.1	10	0	4	0	4	0	0	0
WUAT02009613.1	Potri.013G142232.5	3634	3030	5254	7344	1602	2040	1112	4396
WUAT02009614.1	Potri.009G103700.1	2016	1812	1888	3082	1628	1490	1672	1862
WUAT02009617.1	Potri.007G062242.3	15980	10744	10144	20896	11028	13006	8982	11464
WUAT02009619.1	Potri.004G210400.4	512	538	492	796	536	640	678	394
WUAT02009623.1	Potri.006G170700.4	34286	40250	46146	45780	36046	44754	51786	51742
WUAT02009626.1	Potri.010G063800.1	18828	10020	10054	9260	5834	9750	7774	4264
WUAT02009627.1	Potri.011G113575.1	20902	22090	26482	34794	25834	22286	28836	18410
WUAT02009631.1	Potri.016G117500.5	13738	11750	18020	18490	9260	13032	13148	16888
WUAT02009634.1	Potri.011G166400.1	18428	25902	20770	23022	15412	18470	22946	17328
WUAT02009636.1	Potri.002G122600.1	16068	20050	20388	23562	24872	24326	27118	18858
WUAT02009638.1	Potri.011G075051.1	12798	10822	11168	15424	12714	14064	12070	11844
WUAT02009640.1	Potri.001G466000.2	1292	1486	1628	2504	1088	2068	1754	1630
WUAT02009641.1	Potri.008G195200.4	34904	28850	31534	43432	18788	22604	28504	36774
WUAT02009649.1	Potri.006G116000.6	22480	26700	23708	36972	15328	19142	26514	19542
WUAT02009659.1	Potri.013G140260.3	25106	29128	24160	36716	23704	23790	23660	24502
WUAT02009663.1	Potri.015G092900.1	82800	84288	80138	109926	63088	64198	64084	78518
WUAT02009667.1	Potri.015G067400.1	13642	13676	12644	13794	14200	13950	11694	17342
WUAT02009670.1	Potri.013G061200.1	4206	14646	3586	5006	14538	26750	14196	3362
WUAT02009671.1	Potri.012G031250.1	2302	1426	776	2640	650	1066	922	680
WUAT02009674.1	Potri.010G211100.6	29052	28004	28096	32778	27578	27048	31194	25810
WUAT02009676.1	Potri.006G046900.4	37366	33022	38170	51266	43094	48500	52992	34414
WUAT02009679.1	Potri.012G099300.1	4	0	0	4	8	14	8	6
WUAT02009680.1	Potri.008G224210.1	4690	6260	7236	8048	8080	4198	3994	5588
WUAT02009681.1	Potri.007G086700.5	14938	14892	15622	14152	15212	13710	16896	15228
WUAT02009692.1	Potri.008G224210.1	2330	642	2836	2170	68	26	2	4484
WUAT02009697.1	Potri.010G052500.1	1098	1198	888	1516	588	2428	1432	1008
WUAT02009703.1	Potri.001G129100.6	6088	8904	9786	12396	7380	12952	10524	11320
WUAT02009707.1	Potri.001G233400.10	17010	11496	16764	17670	12640	12690	14780	11248
WUAT02009708.1	Potri.011G074301.1	11144	9700	20410	20488	4896	4416	6484	13818
WUAT02009709.1	Potri.013G141700.4	28	8	60	18	10	38	74	16
WUAT02009712.1	Potri.012G031250.1	5452	4730	5132	8068	5890	7958	7726	5682
WUAT02009717.1	Potri.010G038700.15	21656	25816	24520	34750	16320	26638	28948	23150
WUAT02009718.1	Potri.019G054200.3	14852	12532	14996	21374	11180	13726	16232	16542
WUAT02009721.1	Potri.008G081700.1	92678	89332	69282	96476	47980	39462	55080	64986
WUAT02009726.1	Potri.017G033300.2	15332	10122	12958	23262	15248	15426	14328	9680
WUAT02009730.1	Potri.013G133550.2	144342	107768	181482	240624	234720	238644	250396	156630
WUAT02009731.1	Potri.013G158600.4	28854	28864	28032	38680	28476	37118	35416	21910
WUAT02009734.1	Potri.001G312800.7	8066	19976	14518	63658	491704	490614	175318	5036
WUAT02009735.1	Potri.001G351400.1	1918	1552	2746	3414	3300	5088	4644	2798
WUAT02009736.1	Potri.004G168400.1	108	154	220	88	288	208	212	306
WUAT02009738.1	Potri.004G034100.1	1742	436	546	1240	1094	1310	838	466
WUAT02009739.1	Potri.004G125150.1	13664	15370	14426	18090	14220	17970	16780	15796
WUAT02009740.1	Potri.010G200200.7	374	224	364	994	166	572	300	320
WUAT02009743.1	Potri.002G105100.1	700	590	582	758	516	666	562	352
WUAT02009744.1	Potri.013G139112.2	42938	15594	19346	38680	8618	9448	11238	11126
WUAT02009752.1	Potri.017G075200.1	14216	12404	12190	18208	14960	18182	16832	12568
WUAT02009753.1	Potri.006G148600.2	13036	13440	14912	19566	10088	15068	18198	15564
WUAT02009757.1	Potri.013G139112.1	34094	31584	66478	48864	34794	49940	64050	60080
WUAT02009762.1	Potri.014G171800.1	77210	59112	46260	52242	16394	20898	20108	22240
WUAT02009771.1	Potri.015G066000.4	446	1170	566	732	1254	1942	1274	1460
WUAT02009779.1	Potri.011G129350.2	4438	4342	5488	4416	3494	5352	4532	3766
WUAT02009780.1	Potri.013G143400.2	84	162	112	158	176	126	126	82
WUAT02009781.1	Potri.001G051900.1	6104	17376	4648	13298	18334	11294	9516	3264
WUAT02009785.1	Potri.002G089400.4	88	74	72	218	72	88	122	90
WUAT02009786.1	Potri.019G053100.2	25404	22538	26808	30284	14680	28224	19632	26438
WUAT02009790.1	Potri.012G066900.5	22242	20278	22942	29540	21670	27472	28872	26922
WUAT02009791.1	Potri.012G019700.1	25320	29214	31544	30620	40742	39904	43846	64628
WUAT02009793.1	Potri.005G241500.1	21808	21526	19914	26102	19136	25034	26666	18596
WUAT02009798.1	Potri.017G050400.2	7118	6242	6264	8132	7226	7500	8554	7782
WUAT02009800.1	Potri.013G143400.2	68	34	2	30	6	122	4	6
WUAT02009802.1	Potri.016G135200.1	73376	75572	84004	84088	44960	60448	61890	91930
WUAT02009807.1	Potri.018G023100.2	17848	18916	20582	32426	18214	17844	18464	16878
WUAT02009820.1	Potri.007G119300.5	27458	37762	33118	36952	25760	42998	50062	39230
WUAT02009822.1	Potri.001G283200.1	77002	49882	65184	71288	94498	118372	101478	72198
WUAT02009824.1	Potri.011G098400.1	13236	12288	15984	16036	13486	16034	16216	17360
WUAT02009827.1	Potri.007G085000.1	232	8	34	14	0	4	30	136
WUAT02009829.1	Potri.001G405500.1	35758	31500	30790	56198	38708	29196	29996	22586
WUAT02009833.1	Potri.001G312800.7	1260	808	960	1606	720	1120	950	910
WUAT02009835.1	Potri.010G052500.1	204	84	172	480	442	134	108	276
WUAT02009838.1	Potri.007G127300.1	14648	9912	11116	19294	4704	7008	4142	11258
WUAT02009839.1	Potri.008G036500.1	6492	3824	4002	9222	2238	2364	4126	1816
WUAT02009841.1	Potri.013G088025.1	536	382	414	560	336	658	552	406
WUAT02009845.1	Potri.001G277800.2	0	0	0	0	0	0	0	10
WUAT02009846.1	Potri.006G163301.1	1234	2426	7250	8468	5054	4984	6334	3318
WUAT02009848.1	Potri.005G118800.3	8572	7488	8828	11402	8528	10010	9398	7876
WUAT02009851.1	Potri.011G074150.1	19330	29146	32408	38150	49726	53200	52616	25498
WUAT02009852.1	Potri.010G170100.2	7870	5898	8226	7072	7924	8526	9442	8856
WUAT02009855.1	Potri.001G004800.1	0	14	10	2	0	0	6	6
WUAT02009856.1	Potri.018G019100.1	43506	43768	53848	60880	40244	62788	60080	58622
WUAT02009865.1	Potri.005G092700.8	17350	18168	16932	22174	14556	19582	19332	19122
WUAT02009868.1	Potri.002G124200.1	59060	69518	56880	78132	38786	49578	51580	42828
WUAT02009869.1	Potri.013G086100.1	12402	8164	19464	17412	19378	39162	29548	10146
WUAT02009874.1	Potri.004G190900.3	626300	486210	347972	509940	107694	148460	153388	335458
WUAT02009877.1	Potri.010G119500.1	8	38	34	28	14	16	6	38
WUAT02009878.1	Potri.010G052500.1	6888	8100	7390	13376	10022	8038	7940	6696
WUAT02009880.1	Potri.010G237900.2	36388	50678	54736	56792	74286	64776	48106	27404
WUAT02009881.1	Potri.013G044300.9	15334	21462	24228	19408	22506	26746	29526	33158
WUAT02009887.1	Potri.012G071600.7	13886	17078	20600	20540	23758	25658	24288	19008
WUAT02009888.1	Potri.013G143400.2	360	78	258	570	252	100	562	176
WUAT02009891.1	Potri.013G142336.1	0	4	8	2	4	54	26	28
WUAT02009892.1	Potri.014G077800.2	15338	10542	14988	16634	12500	13072	11436	13200
WUAT02009893.1	Potri.005G113600.4	216	152	344	222	188	384	350	304
WUAT02009897.1	Potri.012G055100.1	6206	8072	7772	9898	6696	8870	8986	5970
WUAT02009901.1	Potri.013G088800.3	5974	5690	6550	9902	5438	7898	8568	9142
WUAT02009910.1	Potri.001G215800.1	20894	18278	21486	27054	23358	26138	27674	22324
WUAT02009913.1	Potri.007G060900.1	99142	104360	103870	139542	179670	206140	226398	92850
WUAT02009914.1	Potri.006G261900.2	12694	15288	21848	15644	17442	33124	33130	18124
WUAT02009916.1	Potri.018G148800.1	23424	19952	22714	35062	26556	20584	19812	17978
WUAT02009919.1	Potri.013G139112.1	35366	28224	37840	54134	38806	31622	33622	20598
WUAT02009920.1	Potri.016G023100.9	32694	38414	34388	48968	28790	36842	32680	29676
WUAT02009923.1	Potri.006G275600.2	5262	2706	3456	8542	3050	3470	5406	3530
WUAT02009924.1	Potri.006G014800.1	38880	31046	40740	48992	18032	24568	18534	32026
WUAT02009925.1	Potri.013G138000.1	12784	11954	11232	14228	8852	8780	12036	12812
WUAT02009932.1	Potri.012G101301.1	126	142	144	298	88	192	412	404
WUAT02009933.1	Potri.016G030800.4	48236	36120	39492	59264	10874	12494	15222	37808
WUAT02009937.1	Potri.015G141700.4	18222	15264	17722	20096	16034	21012	18932	20546
WUAT02009941.1	Potri.015G065001.1	21732	20226	21142	24248	45830	54548	58210	32186
WUAT02009946.1	Potri.001G312800.7	2614	2734	2540	6474	2288	2452	2302	4308
WUAT02009948.1	Potri.008G121500.1	238	198	672	888	892	890	200	718
WUAT02009952.1	Potri.005G106000.1	2406	1350	1740	2498	1740	1476	1408	1836
WUAT02009953.1	Potri.017G077300.2	97464	83132	91558	134296	81338	98650	97604	80676
WUAT02009955.1	Potri.017G093200.2	54986	37008	43924	60462	39410	45984	41124	38870
WUAT02009956.1	Potri.001G090300.1	15596	11172	9600	21272	8400	8166	8728	10372
WUAT02009957.1	Potri.002G137000.5	5754	8492	5670	8842	7852	9920	7104	5408
WUAT02009960.1	Potri.013G142232.5	1290	1412	1190	1844	850	1152	906	1110
WUAT02009964.1	Potri.006G158600.1	105192	93812	99046	141846	81742	95464	93094	83390
WUAT02009969.1	Potri.014G142000.4	13922	10188	15818	17240	11138	13480	7426	16944
WUAT02009971.1	Potri.005G202700.1	2970	1848	2830	3314	3214	2722	2952	2810
WUAT02009973.1	Potri.005G154836.1	4990	6684	8834	10880	14146	14836	12070	5840
WUAT02009978.1	Potri.001G095800.1	42108	54416	80490	79734	47384	58062	62454	60208
WUAT02009979.1	Potri.004G084233.1	5804	3224	3422	7556	3542	8938	2970	3584
WUAT02009980.1	Potri.008G208000.1	16048	12546	17406	16412	15584	14320	15952	20290
WUAT02009981.1	Potri.006G038400.4	114	346	668	402	460	1118	674	58
WUAT02009982.1	Potri.008G112900.1	49334	43402	54418	74232	43338	56666	52178	55184
WUAT02009986.1	Potri.019G082000.5	20088	17786	21492	36046	16546	19898	16760	17412
WUAT02009987.1	Potri.007G062582.1	50	6	14	26	24	18	52	16
WUAT02009988.1	Potri.008G224138.1	10458	9664	11032	13956	8322	10352	12050	9446
WUAT02009992.1	Potri.001G409900.5	19666	15648	15764	19198	15408	17930	17478	13146
WUAT02009997.1	Potri.013G143400.2	24	114	28	60	116	92	90	44
WUAT02010000.1	Potri.005G084400.1	6552	8638	7712	10104	8992	14470	11120	10710
WUAT02010001.1	Potri.007G062482.1	26	36	32	80	28	26	18	12
WUAT02010004.1	Potri.001G222700.1	1354	1360	1460	2288	1178	1566	1602	1280
WUAT02010009.1	Potri.010G221301.1	8646	9778	11288	19756	5348	8856	7464	8908
WUAT02010014.1	Potri.008G191400.1	22208	16908	18806	33410	15574	14278	15220	11744
WUAT02010017.1	Potri.013G143400.2	34	52	30	2	40	36	18	62
WUAT02010018.1	Potri.008G221801.2	6554	2824	7364	9784	13826	10610	16894	8912
WUAT02010019.1	Potri.007G061861.1	16	390	724	546	180	122	776	40
WUAT02010023.1	Potri.019G066200.2	28	38	118	272	32	56	80	68
WUAT02010024.1	Potri.001G294700.1	15160	9512	15422	11488	8840	10040	15530	14402
WUAT02010027.1	Potri.011G117500.1	23986	24662	14828	35610	13924	27690	21324	11360
WUAT02010029.1	Potri.009G026800.2	112	26	38	26	0	10	6	30
WUAT02010032.1	Potri.001G312800.9	858	1710	1932	1924	1096	1724	1726	1236
WUAT02010034.1	Potri.001G312800.9	1986	2556	2366	3486	2496	2184	2716	2748
WUAT02010036.1	Potri.001G458600.2	11150	6278	8186	15542	6390	7316	6712	11162
WUAT02010037.1	Potri.013G057900.2	4316	5090	5014	6626	5444	5314	5456	3994
WUAT02010041.1	Potri.005G172200.3	1110	948	1290	2180	854	2274	2034	1702
WUAT02010045.1	Potri.001G030900.5	6464	5666	7678	10054	8322	8834	8050	11708
WUAT02010054.1	Potri.012G071600.7	295902	227986	208120	399924	287406	220798	232344	159890
WUAT02010058.1	Potri.003G100600.1	1264	1476	1658	1486	2088	2888	2050	3066
WUAT02010059.1	Potri.013G142232.6	1208	1422	1594	2040	1764	3400	2098	1868
WUAT02010061.1	Potri.004G219300.2	4688	3868	6358	7312	4906	6918	5506	4726
WUAT02010064.1	Potri.013G143400.2	6214	5080	6608	8278	3816	6088	5644	5772
WUAT02010065.1	Potri.017G099500.2	4	16	46	40	12	0	14	42
WUAT02010067.1	Potri.015G131100.5	12522	12214	14458	10242	5330	8742	21004	9592
WUAT02010072.1	Potri.013G142232.6	528	238	256	618	420	640	448	718
WUAT02010074.1	Potri.008G101675.2	2418	812	704	6424	438	800	828	1172
WUAT02010076.1	Potri.018G114300.2	3792	3292	2778	5846	1792	2718	3318	2794
WUAT02010077.1	Potri.011G071800.4	19386	15166	14692	21610	7230	10184	7256	20458
WUAT02010078.1	Potri.009G086600.2	1016	884	1080	1450	670	850	876	892
WUAT02010081.1	Potri.003G190000.3	20614	30542	26054	32944	29394	29002	38196	24138
WUAT02010085.1	Potri.001G312800.7	66	20	36	52	94	36	36	36
WUAT02010090.1	Potri.010G206600.1	140952	273056	166242	246450	225822	258142	239144	154776
WUAT02010091.1	Potri.016G004900.2	2636	2658	1978	4362	2900	2824	1724	1556
WUAT02010093.1	Potri.007G021700.1	3230	3914	4286	5136	3516	3388	3746	3050
WUAT02010095.1	Potri.013G009100.1	15970	18782	20454	26400	18064	21458	21916	24396
WUAT02010098.1	Potri.013G154600.1	11148	7952	8640	12564	4906	7636	6060	10906
WUAT02010102.1	Potri.013G142124.1	4	4	12	10	2	6	4	2
WUAT02010103.1	Potri.011G103401.1	16754	20434	21706	35130	28960	44828	30114	18750
WUAT02010104.1	Potri.001G312800.9	5166	4578	4912	5874	3252	4628	5852	5856
WUAT02010105.1	Potri.008G054600.1	78650	80486	117196	117786	71252	103450	79174	156696
WUAT02010106.1	Potri.001G246900.1	74156	43800	57642	106918	32220	30990	35904	51696
WUAT02010108.1	Potri.014G015600.1	64182	43184	55080	87044	31284	43396	37248	57686
WUAT02010112.1	Potri.001G342933.1	322	156	322	198	236	248	164	246
WUAT02010114.1	Potri.014G101900.4	44	60	28	82	32	24	84	44
WUAT02010116.1	Potri.006G123200.1	104	24	36	156	18	114	56	578
WUAT02010117.1	Potri.001G312800.9	42	54	26	54	190	142	254	26
WUAT02010118.1	Potri.018G141900.4	6200	6686	8108	9840	4820	11814	7990	7600
WUAT02010121.1	Potri.012G120000.1	30538	40094	35442	48974	33790	47102	52666	38230
WUAT02010124.1	Potri.013G155200.1	39110	27312	61606	40466	83672	70168	76188	76744
WUAT02010126.1	Potri.010G057700.11	60940	40368	49310	65802	11878	18638	19348	85428
WUAT02010131.1	Potri.013G142201.1	1868	1448	2728	3456	3072	4376	3214	5332
WUAT02010134.1	Potri.013G143400.2	2	0	12	16	0	16	2	2
WUAT02010135.1	Potri.013G140260.3	5754	5302	5534	7714	3218	5476	4526	3864
WUAT02010136.1	Potri.001G106951.1	3068	3522	4538	3908	4534	5000	5550	4180
WUAT02010138.1	Potri.014G185804.1	13476	20642	17356	26582	29208	37738	27108	21074
WUAT02010139.1	Potri.001G102900.5	15798	18808	20274	22226	17496	29208	26620	20006
WUAT02010140.1	Potri.013G143400.2	24688	21152	29498	32222	18586	18800	17656	18942
WUAT02010144.1	Potri.006G271800.2	15258	11096	17470	14494	18076	18252	17424	15018
WUAT02010145.1	Potri.002G119600.1	53690	47662	50170	68368	48208	49668	43842	41218
WUAT02010148.1	Potri.012G084400.2	36860	22796	35706	51156	24712	29494	26256	27430
WUAT02010153.1	Potri.013G139112.1	10360	9740	11138	16674	12856	13422	12456	10934
WUAT02010158.1	Potri.011G087500.3	50128	34148	46364	66300	25604	37326	29364	66696
WUAT02010159.1	Potri.004G226700.1	89188	84892	78704	111278	49898	73570	77150	74538
WUAT02010162.1	Potri.017G109500.4	40682	31658	47120	59094	47174	55810	48538	36924
WUAT02010168.1	Potri.006G130900.3	1278	1864	2616	2452	3018	2856	2030	2120
WUAT02010172.1	Potri.013G141700.4	964	502	1132	1196	1006	1468	1656	2002
WUAT02010175.1	Potri.006G164050.1	288	344	334	216	500	1052	1428	296
WUAT02010176.1	Potri.002G122700.1	8866	6620	7056	7964	2192	4390	4292	21368
WUAT02010177.1	Potri.004G101700.4	103038	65234	79874	104672	76254	82008	78652	77840
