Gene_ID	subject_id	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
WUAT02010855.1	Potri.013G143400.2	1128	1228	944	720	1214	790	2370	544
WUAT02010857.1	Potri.010G080700.6	16942	10876	8978	12776	10834	8774	18816	15988
WUAT02010859.1	Potri.004G140301.1	36370	33206	28684	19408	21114	26374	24604	29218
WUAT02010860.1	Potri.007G061861.1	1632	1628	1126	692	1276	1350	1802	2886
WUAT02010864.1	Potri.005G169100.6	139678	122954	151674	123636	214758	99876	102360	78632
WUAT02010866.1	Potri.013G140260.3	0	2	20	4	18	14	0	12
WUAT02010868.1	Potri.013G108600.4	4958	3920	4418	4146	4550	4088	5648	5138
WUAT02010869.1	Potri.018G132000.1	17464	8324	14206	11078	9974	10318	14568	12310
WUAT02010877.1	Potri.015G003000.9	4926	4906	5368	4880	5184	5666	7046	5720
WUAT02010878.1	Potri.001G144700.1	6810	6118	5392	5044	5362	5088	6818	11382
WUAT02010882.1	Potri.013G141700.4	34982	27138	29608	26312	34916	36764	54828	57690
WUAT02010886.1	Potri.004G035600.3	28746	19196	31322	24100	51578	54090	57390	47162
WUAT02010891.1	Potri.006G193700.1	36758	27720	45474	39844	56714	53922	31984	48538
WUAT02010892.1	Potri.010G042200.5	14162	11208	13670	12486	12680	13328	12626	13164
WUAT02010894.1	Potri.002G048300.6	54358	45070	51986	38818	50696	80284	65378	72354
WUAT02010896.1	Potri.014G140500.2	9918	8484	9770	10044	13558	22076	22020	26550
WUAT02010904.1	Potri.011G074401.1	6640	4630	5612	4562	4592	3320	4512	4204
WUAT02010905.1	Potri.003G151300.2	132426	31952	49346	23620	18776	10928	14120	13746
WUAT02010906.1	Potri.013G074650.1	4838	4752	4110	4438	6350	13278	17144	18300
WUAT02010909.1	Potri.010G052500.1	1650	1508	1760	1286	1248	994	1720	2220
WUAT02010920.1	Potri.014G083800.1	3310	1938	1420	2550	1546	1698	2584	2644
WUAT02010923.1	Potri.001G158000.4	2986	1724	2692	2704	6754	3012	6684	3302
WUAT02010924.1	Potri.009G073300.1	2804	1506	1178	1892	2424	2054	3690	2274
WUAT02010927.1	Potri.001G258900.3	72860	52484	61402	69134	63316	76462	124414	99984
WUAT02010928.1	Potri.008G096000.9	18736	16478	19250	16666	22392	25900	24220	25758
WUAT02010933.1	Potri.001G060800.1	9336	10506	4894	9402	7760	7008	8826	6560
WUAT02010937.1	Potri.011G111400.2	26548	18872	20000	20072	20672	20420	24232	22696
WUAT02010940.1	Potri.012G055100.1	17554	18260	18448	15496	9112	7258	11928	5890
WUAT02010943.1	Potri.001G152150.1	16	2	0	18	6	6	6	18
WUAT02010945.1	Potri.006G253500.5	15974	13690	14566	12038	16760	12460	10242	13928
WUAT02010954.1	Potri.001G417300.1	26224	17686	22978	22630	21114	18976	31214	22952
WUAT02010955.1	Potri.013G143400.2	266	128	288	178	134	136	212	218
WUAT02010959.1	Potri.013G142124.1	1926	2160	1624	2340	2842	3846	4198	3796
WUAT02010963.1	Potri.013G143400.2	17718	16674	19408	19040	18310	18190	20200	19896
WUAT02010967.1	Potri.006G062200.1	8556	7296	8110	7970	11076	9264	11728	9640
WUAT02010971.1	Potri.011G074901.1	3226	2124	1634	2554	2118	2152	2828	1778
WUAT02010972.1	Potri.001G189500.6	54394	18240	18026	15078	20942	16450	20218	12696
WUAT02010977.1	Potri.006G109700.6	19774	17374	15626	15306	14016	22258	22132	22466
WUAT02010981.1	Potri.001G342933.1	19730	16694	17402	21144	11538	27768	32174	28998
WUAT02010990.1	Potri.012G031250.1	70806	44950	56922	41292	25118	17846	37078	30964
WUAT02010994.1	Potri.012G110800.1	1780	1590	814	2578	3142	1666	2524	2382
WUAT02010995.1	Potri.001G346200.1	4236	3920	3558	3432	3406	7472	6284	7300
WUAT02010997.1	Potri.018G040200.2	4244	3110	3374	3072	3108	1798	2726	2494
WUAT02010999.1	Potri.010G217700.1	3808	3226	4594	4498	4290	2338	4876	4544
WUAT02011001.1	Potri.018G150600.2	628	278	1864	1378	1778	2542	472	1224
WUAT02011004.1	Potri.004G125150.1	194	170	160	90	1192	326	388	248
WUAT02011006.1	Potri.019G054000.1	1426	1392	2858	1472	1716	2226	2654	1478
WUAT02011008.1	Potri.008G186900.11	29988	24834	25960	26494	30784	31638	43990	41088
WUAT02011012.1	Potri.014G147100.1	34252	29318	29864	28834	35850	44530	53732	46326
WUAT02011013.1	Potri.005G108500.1	21520	18968	18634	17572	20790	18566	22174	21430
WUAT02011018.1	Potri.013G143400.2	14	18	12	20	42	32	18	12
WUAT02011020.1	Potri.017G081100.3	26226	29728	35268	29758	25418	14896	17620	18356
WUAT02011022.1	Potri.003G062600.2	10784	6858	9200	10118	7518	5024	14366	10566
WUAT02011031.1	Potri.004G084800.9	4052	3298	3146	3452	4248	3940	4434	3992
WUAT02011040.1	Potri.013G133550.2	36	46	116	96	26	162	382	152
WUAT02011044.1	Potri.019G068200.1	340	462	434	208	548	528	1298	298
WUAT02011045.1	Potri.016G061900.2	342	414	674	234	308	484	576	384
WUAT02011047.1	Potri.005G041101.3	2080	2042	1912	2036	1986	2604	2894	2258
WUAT02011049.1	Potri.012G086400.3	976	1054	1342	826	554	1806	3372	1434
WUAT02011050.1	Potri.003G123200.1	23410	22028	20482	18478	14006	11226	17426	10748
WUAT02011053.1	Potri.006G244900.2	20964	20030	20072	20662	42448	47826	40918	44528
WUAT02011062.1	Potri.001G458700.1	5462	5790	4562	4540	4256	4390	6828	5682
WUAT02011064.1	Potri.013G128100.3	9070	9930	9702	7570	7386	6548	9464	9554
WUAT02011066.1	Potri.003G202300.3	8102	10998	10638	16354	44718	42902	65358	72640
WUAT02011071.1	Potri.009G037600.1	9200	6188	7132	7258	7874	10006	10026	9916
WUAT02011076.1	Potri.012G061900.11	27826	23780	27688	25262	22710	28490	30912	28186
WUAT02011077.1	Potri.007G094900.6	18380	17336	16362	12778	11806	25210	19782	20660
WUAT02011081.1	Potri.009G083100.1	21174	11530	17878	12044	66848	60130	65430	15660
WUAT02011083.1	Potri.008G060200.1	32202	13652	10820	6498	4762	9828	6354	5404
WUAT02011085.1	Potri.012G071600.7	11702	10600	10444	11310	13154	33574	27388	36814
WUAT02011094.1	Potri.002G176100.2	8830	6928	5402	8578	8514	11306	9580	10088
WUAT02011095.1	Potri.011G074100.1	2030	1444	930	838	2216	1520	386	2158
WUAT02011097.1	Potri.009G090300.2	4220	3166	3962	3024	5074	5430	6354	4756
WUAT02011102.1	Potri.009G041400.7	111054	57690	92014	68474	84968	27956	33152	78988
WUAT02011103.1	Potri.001G275604.1	1948	1400	1410	1660	1740	1456	1960	1678
WUAT02011106.1	Potri.013G067500.1	1706	1090	1572	1192	1536	2822	2516	1972
WUAT02011108.1	Potri.004G137100.2	3090	2080	2508	2884	3200	3534	3284	4086
WUAT02011111.1	Potri.013G138201.1	1870	2216	1642	1950	2000	2420	3116	2648
WUAT02011114.1	Potri.018G003100.1	18690	13440	9002	8186	14576	75348	45304	71800
WUAT02011116.1	Potri.013G066640.1	3242	2448	2748	2816	1982	4266	6148	3910
WUAT02011117.1	Potri.013G128600.5	225612	158890	185322	168870	129692	148552	226644	180028
WUAT02011125.1	Potri.001G027400.1	27974	14140	18376	17288	21114	19158	24682	27278
WUAT02011126.1	Potri.001G312800.7	432	468	290	428	4414	2428	1998	1668
WUAT02011129.1	Potri.012G078600.1	27822	20500	21166	22974	25774	54208	62528	51518
WUAT02011130.1	Potri.013G013900.4	6132	3424	3140	3392	2902	5178	5254	5572
WUAT02011138.1	Potri.013G133550.1	11766	7158	11678	12380	33602	25298	22376	29860
WUAT02011139.1	Potri.009G038001.2	4496	7268	4916	5148	6272	5374	4528	4780
WUAT02011143.1	Potri.010G222000.7	59482	42008	50002	46294	42238	41666	48974	49044
WUAT02011144.1	Potri.019G116866.1	11112	9912	11756	10008	8606	11044	13272	13252
WUAT02011148.1	Potri.012G111800.2	38562	28848	35382	31788	36516	36554	42482	36250
WUAT02011152.1	Potri.016G110900.1	4836	3854	4512	3528	3720	4736	7130	4332
WUAT02011156.1	Potri.017G090800.3	204232	143396	166044	144906	219614	383450	284356	264126
WUAT02011157.1	Potri.014G185804.1	692	358	1240	174	166	196	574	346
WUAT02011158.1	Potri.001G312800.7	258	702	622	346	402	1150	1886	878
WUAT02011160.1	Potri.001G312800.7	2	6	8	6	0	0	10	20
WUAT02011161.1	Potri.002G205700.1	68064	51240	64476	55026	54140	50608	64966	68508
WUAT02011163.1	Potri.014G169100.2	716	352	416	528	320	422	466	598
WUAT02011170.1	Potri.007G062602.1	4758	4404	6628	3252	9528	56996	43548	10846
WUAT02011171.1	Potri.008G046500.1	3620	4134	4894	3874	2616	2582	2936	3998
WUAT02011174.1	Potri.005G239900.1	3806	2474	4170	2654	17366	9778	6024	5806
WUAT02011179.1	Potri.001G312800.9	15446	14236	11374	12458	13688	13792	16698	14968
WUAT02011185.1	Potri.003G120600.1	7592	9422	10818	8970	6996	8226	10376	9378
WUAT02011188.1	Potri.003G072300.10	12060	9186	10578	9060	12402	9328	10270	9996
WUAT02011190.1	Potri.005G066600.4	13446	12238	11568	11556	11880	15838	20426	19290
WUAT02011191.1	Potri.004G049400.1	48088	36694	41346	36148	41286	42422	49340	49270
WUAT02011196.1	Potri.019G082500.3	56870	56486	53574	52230	65470	70272	80014	97138
WUAT02011202.1	Potri.001G312800.7	2908	2338	1874	1888	1702	2980	3426	2634
WUAT02011206.1	Potri.005G203000.4	49190	39750	42520	40730	47984	50100	58370	57140
WUAT02011209.1	Potri.010G059550.1	90578	52672	106516	105986	344180	290320	798216	293394
WUAT02011211.1	Potri.016G087900.1	35128	26244	31072	29022	35098	28346	38010	30932
WUAT02011214.1	Potri.008G147700.1	3426	3634	3802	4768	2754	5854	6982	4190
WUAT02011216.1	Potri.002G114200.1	22222	24810	26186	24832	41184	36608	38206	37910
WUAT02011217.1	Potri.010G173600.3	14846	11408	9686	10516	11166	16274	17786	16548
WUAT02011221.1	Potri.010G153000.2	26162	21432	21624	21508	19406	22406	25570	26744
WUAT02011226.1	Potri.006G130900.3	3286	1714	1712	2012	1358	1864	2948	3010
WUAT02011233.1	Potri.001G312800.7	109904	105748	135692	104416	116410	158998	183322	197304
WUAT02011238.1	Potri.001G042700.1	1958	2254	2772	1898	1430	1838	4162	2182
WUAT02011239.1	Potri.011G159000.1	534	362	398	254	144	236	734	726
WUAT02011240.1	Potri.007G060600.1	109650	62792	43018	38412	42616	218288	92936	85164
WUAT02011242.1	Potri.011G122400.2	74214	61648	67620	64232	58564	67816	80414	76132
WUAT02011251.1	Potri.003G074500.1	11416	10972	12124	11884	14012	12850	11308	11148
WUAT02011252.1	Potri.010G044700.2	10	6	48	8	8	4	18	0
WUAT02011256.1	Potri.007G061921.2	3700	2974	3484	3636	4546	5692	4940	4842
WUAT02011260.1	Potri.007G062001.1	4800	7164	7122	5122	8774	15476	12384	13154
WUAT02011261.1	Potri.008G221801.2	396	412	90	128	54	160	300	782
WUAT02011262.1	Potri.017G090600.3	65176	53810	53188	70188	40568	35062	44902	35586
WUAT02011268.1	Potri.013G070200.1	804	914	450	906	656	666	1126	742
WUAT02011269.1	Potri.005G119700.2	21586	17586	23522	19160	12626	9946	15962	12816
WUAT02011271.1	Potri.011G136700.4	10034	8874	16858	14470	11090	8326	11586	7758
WUAT02011278.1	Potri.001G001500.5	13194	15832	9610	22708	28620	40950	65406	44242
WUAT02011279.1	Potri.013G162800.1	6236	6934	8250	6576	7308	5916	5340	7930
WUAT02011282.1	Potri.004G125150.1	14554	10364	11150	11832	9360	9342	13744	11998
WUAT02011291.1	Potri.005G120800.2	44630	31668	35798	29712	25710	23800	36130	26234
WUAT02011293.1	Potri.005G154836.1	55868	45174	45446	45686	41564	78390	82974	68114
WUAT02011300.1	Potri.013G139670.1	304	170	172	252	218	278	402	338
WUAT02011305.1	Potri.010G115000.3	18978	9064	10170	17136	24940	16284	21152	24974
WUAT02011308.1	Potri.001G312800.9	16	4	18	30	12	12	4	30
WUAT02011310.1	Potri.018G098500.1	15112	11466	13188	13136	15728	13322	13446	12240
WUAT02011314.1	Potri.018G090700.5	9938	8274	9222	9240	9346	12286	10782	13116
WUAT02011319.1	Potri.006G049300.3	30938	25494	19052	26520	34844	44438	61948	40886
WUAT02011324.1	Potri.013G036300.1	92	76	80	32	54	40	76	56
WUAT02011325.1	Potri.017G099100.1	3662	2438	3296	2524	2900	6930	6308	7234
WUAT02011326.1	Potri.009G144900.1	1074	870	1296	1346	3630	1184	2254	2744
WUAT02011327.1	Potri.001G266400.6	40446	39012	37782	46246	39108	18016	43680	33618
WUAT02011328.1	Potri.018G098500.1	620	982	1100	936	838	434	1026	908
WUAT02011332.1	Potri.008G052700.5	20984	17328	15692	15416	15592	16148	20226	16326
WUAT02011337.1	Potri.014G185804.1	55942	35548	44188	39750	38858	44814	50502	44290
WUAT02011341.1	Potri.013G133550.2	3442	2918	2918	3338	3432	2226	2454	3240
WUAT02011344.1	Potri.017G140800.1	0	6	0	6	0	2	0	4
WUAT02011347.1	Potri.005G160700.4	41148	52854	42066	45078	23650	16734	41816	47544
WUAT02011351.1	Potri.011G074201.1	2	10	76	62	64	116	64	80
WUAT02011352.1	Potri.016G116600.4	8190	8164	9466	8446	9700	12598	13114	12814
WUAT02011354.1	Potri.001G208900.7	5476	4582	4284	4188	4280	5832	7834	6274
WUAT02011355.1	Potri.010G254400.4	26130	21764	19834	23064	24856	32274	34016	35048
WUAT02011359.1	Potri.013G142124.1	45548	33278	32254	35716	92048	132852	153294	144338
WUAT02011360.1	Potri.013G000600.1	4966	4604	4306	4078	3946	3902	6636	3928
WUAT02011364.1	Potri.018G076600.3	6	24	12	24	48	4	12	2
WUAT02011368.1	Potri.006G249100.1	164	150	250	236	608	2052	692	546
WUAT02011373.1	Potri.012G106500.1	974	388	808	698	474	420	746	426
WUAT02011377.1	Potri.006G067500.1	68522	47554	38150	48850	103080	46382	50364	46518
WUAT02011379.1	Potri.001G149600.1	24886	18104	18634	19064	15468	18794	24548	24518
WUAT02011381.1	Potri.003G201200.4	4948	3304	3514	3278	3284	3080	3834	3888
WUAT02011382.1	Potri.004G125150.1	66542	62258	59294	57084	56082	76744	95338	84138
WUAT02011386.1	Potri.018G034700.1	14922	12854	24892	15662	14788	10032	19952	15658
WUAT02011389.1	Potri.011G145000.1	31050	31896	43728	27640	27844	32172	49502	33864
WUAT02011390.1	Potri.013G138000.1	5614	5722	6762	5144	5116	2334	2008	2814
WUAT02011391.1	Potri.014G090400.1	3522	7364	8742	6092	4498	3370	9782	5464
WUAT02011392.1	Potri.011G076700.1	340	292	310	292	860	346	378	402
WUAT02011393.1	Potri.001G222700.1	1154	668	566	628	1106	924	1938	1370
WUAT02011395.1	Potri.012G031250.1	9418	7316	8514	7962	8018	11586	11086	9864
WUAT02011396.1	Potri.002G089500.1	58	20	52	46	22	28	54	18
WUAT02011399.1	Potri.013G142201.1	1642	1312	1272	1438	868	1488	1986	1602
WUAT02011400.1	Potri.013G142100.1	430	406	314	332	248	222	398	294
WUAT02011404.1	Potri.016G002700.2	17624	11656	16710	14142	15376	14946	19132	19584
WUAT02011407.1	Potri.013G133550.2	228	8	0	18	20	8	8	12
WUAT02011408.1	Potri.007G062622.1	272	278	474	268	888	1968	2122	2116
WUAT02011409.1	Potri.013G143400.2	8020	5624	5988	6818	6170	14320	12894	11760
WUAT02011412.1	Potri.006G170400.2	1642	1432	1590	1468	2040	1486	1574	1704
WUAT02011413.1	Potri.013G143400.2	4104	726	792	2148	544	1234	2706	4420
WUAT02011418.1	Potri.001G336300.1	2626	3408	4554	3040	2992	422	1134	824
WUAT02011422.1	Potri.018G026000.1	18962	16226	17784	16332	19120	28162	25382	31290
WUAT02011423.1	Potri.003G148800.1	19414	13116	16888	14402	17246	16204	19192	23062
WUAT02011426.1	Potri.004G174700.8	11216	10560	8170	11904	12872	14216	20470	14780
WUAT02011427.1	Potri.003G151100.1	1422	1420	2236	1918	1740	3202	1938	3780
WUAT02011431.1	Potri.014G052300.2	59412	54986	51594	57810	169836	371130	301990	251754
WUAT02011432.1	Potri.003G134000.3	14830	11448	13818	13926	16564	13168	22456	20192
WUAT02011435.1	Potri.010G059100.1	25174	18192	17698	18324	21776	17774	21336	19718
WUAT02011436.1	Potri.007G123000.8	10630	8042	9342	9596	7560	8314	9780	8794
WUAT02011444.1	Potri.001G026800.1	32092	26724	27614	28846	25738	21810	25770	24240
WUAT02011445.1	Potri.001G343700.1	5268	4750	4420	4732	4588	4708	7344	6382
WUAT02011446.1	Potri.003G201200.4	222	226	168	160	90	296	388	110
WUAT02011448.1	Potri.010G157700.3	5358	4200	3828	4550	4962	4692	5696	4380
WUAT02011449.1	Potri.001G312800.7	23316	17774	12720	13852	16616	11420	16218	12322
WUAT02011451.1	Potri.013G143400.2	72	72	32	32	60	98	80	66
WUAT02011453.1	Potri.002G241200.7	13812	13656	14608	12490	10702	11154	15018	12712
WUAT02011455.1	Potri.004G167500.1	1714	1034	802	582	1140	1378	628	824
WUAT02011457.1	Potri.004G047800.2	396	582	278	454	510	216	602	524
WUAT02011458.1	Potri.018G045100.5	1438	1984	2170	2334	2720	3168	3112	2684
WUAT02011461.1	Potri.001G026300.1	128	28	62	58	32	92	98	80
WUAT02011467.1	Potri.005G022700.1	6296	7322	11984	8122	10650	762	3214	2154
WUAT02011471.1	Potri.005G121000.1	30698	8822	29962	39248	17990	12700	7776	14248
WUAT02011476.1	Potri.013G143400.2	123128	69510	44074	76830	57056	89718	177476	148204
WUAT02011480.1	Potri.002G170200.1	54816	37196	48302	45924	42304	58324	95498	96508
WUAT02011491.1	Potri.006G139300.4	12012	13554	11746	12698	9950	17822	18094	16420
WUAT02011494.1	Potri.006G244500.1	9406	7156	10102	9448	14008	22454	27048	21830
WUAT02011498.1	Potri.013G022000.1	90140	43652	61388	44506	67714	100882	108034	81992
WUAT02011499.1	Potri.011G137700.1	7618	3340	8834	4706	6500	7556	8298	7340
WUAT02011503.1	Potri.001G145900.6	18796	14146	16336	15516	15034	16948	20524	15794
WUAT02011507.1	Potri.008G221801.2	76	506	366	278	656	264	92	82
WUAT02011512.1	Potri.017G067804.1	12656	13886	15256	14596	15714	10860	15538	14102
WUAT02011516.1	Potri.004G024632.1	52110	34572	760860	62124	74464	43922	185028	235716
WUAT02011517.1	Potri.013G057900.2	4226	5070	2606	3214	4844	3832	4342	3844
WUAT02011519.1	Potri.001G378500.1	1096	340	308	804	582	1340	988	388
WUAT02011521.1	Potri.013G162800.1	85916	74940	87372	76346	86664	92534	121680	116576
WUAT02011523.1	Potri.013G138000.1	64	440	264	36	506	528	158	84
WUAT02011525.1	Potri.005G240601.1	52	110	24	24	60	80	52	72
WUAT02011526.1	Potri.014G122300.1	93792	56776	161282	75482	57490	31238	34178	31274
WUAT02011528.1	Potri.011G030012.1	866	458	454	1030	1170	2002	3518	3044
WUAT02011529.1	Potri.003G171200.1	58054	56714	40878	58656	50452	46414	65388	56332
WUAT02011536.1	Potri.001G312800.9	66	144	34	126	54	42	32	28
WUAT02011539.1	Potri.011G074067.1	7340	8228	8374	7370	10072	15470	10360	11794
WUAT02011543.1	Potri.009G090700.1	137632	110602	142396	127064	178844	223546	279854	277700
WUAT02011545.1	Potri.012G031250.1	14	20	38	52	76	50	48	34
WUAT02011546.1	Potri.017G118801.1	4220	3352	3054	4402	4678	2776	4040	2768
WUAT02011547.1	Potri.008G019800.1	44166	19384	472500	207664	323702	127060	401060	1237688
WUAT02011548.1	Potri.017G033200.3	76570	50074	69606	68448	43906	58506	77998	66998
WUAT02011552.1	Potri.005G083000.1	7082	7960	8518	8590	6142	5148	8524	5796
WUAT02011553.1	Potri.011G074600.2	8866	7366	5950	7910	6790	7258	10224	11100
WUAT02011557.1	Potri.018G006000.4	5236	4908	5394	6432	5452	6618	5930	7452
WUAT02011560.1	Potri.004G121000.1	270	1168	566	746	210	554	924	508
WUAT02011562.1	Potri.010G187800.2	12960	11436	10262	10824	14034	8844	16862	10750
WUAT02011566.1	Potri.005G114300.7	83774	73546	76578	73704	93682	109466	135056	123584
WUAT02011567.1	Potri.001G312800.7	56	26	46	32	92	58	32	74
WUAT02011577.1	Potri.003G094700.1	194	122	50	264	16	74	206	98
WUAT02011579.1	Potri.013G018000.1	15598	9094	11368	11414	9738	9954	11404	11478
WUAT02011580.1	Potri.002G262300.4	51336	46448	47640	44390	49682	59082	74476	69958
WUAT02011581.1	Potri.017G061950.1	360	64	216	248	242	242	218	154
WUAT02011583.1	Potri.005G049800.5	474	422	576	688	328	440	560	532
WUAT02011584.1	Potri.003G201200.4	43550	44922	45702	36082	40796	76598	76494	82286
WUAT02011588.1	Potri.001G298200.1	75310	79100	76812	70870	58264	89310	109206	80392
WUAT02011592.1	Potri.004G125150.1	144	122	152	62	54	88	30	62
WUAT02011593.1	Potri.011G166700.5	10430	7018	14344	13698	6728	3420	3200	3294
WUAT02011594.1	Potri.013G162800.1	4196	2940	2184	2764	3050	4066	3218	5304
WUAT02011597.1	Potri.005G118100.1	5814	4846	4080	3954	5564	5128	5370	5520
WUAT02011598.1	Potri.008G123600.10	6458	4138	7158	6012	4338	2386	2646	1742
WUAT02011602.1	Potri.012G039000.2	34578	18740	24680	25298	33592	33076	22446	24402
WUAT02011604.1	Potri.014G180200.9	1026	1130	940	938	832	460	630	412
WUAT02011610.1	Potri.001G222700.1	44	50	678	1136	254	1494	36	82
WUAT02011611.1	Potri.006G072900.5	22196	19358	18560	20976	19100	21374	27194	22950
WUAT02011615.1	Potri.011G073900.2	71560	63662	87522	71494	74538	65534	75302	70620
WUAT02011616.1	Potri.001G069501.2	4376	4002	5244	4306	9146	6474	6982	8064
WUAT02011617.1	Potri.013G141912.1	58	98	94	28	28	42	28	64
WUAT02011620.1	Potri.010G098600.1	51518	37644	46922	39904	41626	33464	51592	45794
WUAT02011629.1	Potri.010G052500.1	1232	1252	812	714	3706	2512	4274	3202
WUAT02011633.1	Potri.016G060500.1	20292	16562	18622	19650	24228	19312	18336	21140
WUAT02011638.1	Potri.003G113500.4	61712	44512	54790	49768	43514	54588	58424	61990
WUAT02011639.1	Potri.008G131400.1	392	664	738	676	960	894	844	790
WUAT02011642.1	Potri.001G343600.4	85672	64102	76116	66250	57062	57392	82408	78512
WUAT02011647.1	Potri.008G090000.2	253630	47816	80494	97180	40300	45088	112266	84260
WUAT02011649.1	Potri.013G162700.1	0	4	0	8	12	4	0	2
WUAT02011653.1	Potri.015G115701.2	156	34	130	62	58	144	346	142
WUAT02011656.1	Potri.017G018500.3	49070	49302	60442	44418	84266	66562	75654	78360
WUAT02011663.1	Potri.013G143400.2	172	174	240	186	174	74	110	146
WUAT02011670.1	Potri.013G133550.2	338	94	84	86	108	66	242	242
WUAT02011673.1	Potri.011G073900.2	58	38	36	64	44	64	42	66
WUAT02011675.1	Potri.009G042600.2	42302	26966	31716	29982	25074	24650	27536	26806
WUAT02011683.1	Potri.010G077400.1	14320	13138	11244	12126	10888	29140	32322	30614
WUAT02011684.1	Potri.005G107200.1	3348	4698	3556	3662	4016	6608	6642	7320
WUAT02011687.1	Potri.010G052500.1	9514	7906	7674	7088	5854	7374	10134	8164
WUAT02011688.1	Potri.001G255950.1	3854	4816	3042	4844	9654	5222	8372	5510
WUAT02011689.1	Potri.005G195400.1	11874	7926	7646	6644	6202	8298	11520	11416
WUAT02011690.1	Potri.002G073450.1	1220	660	854	842	446	354	618	580
WUAT02011692.1	Potri.005G150450.2	40288	22834	36394	27564	32648	36202	47558	53818
WUAT02011699.1	Potri.007G062522.1	9244	6382	8814	7164	5720	7522	7174	8294
WUAT02011701.1	Potri.007G087200.7	38622	41058	39842	41358	32202	20064	30634	31862
WUAT02011702.1	Potri.013G142124.1	3926	1608	1452	1386	1272	674	1766	1696
WUAT02011703.1	Potri.002G159400.1	504	212	160	690	176	112	774	424
WUAT02011710.1	Potri.013G133550.2	2276	3578	3716	2408	7224	6338	10262	7686
WUAT02011711.1	Potri.001G106951.1	56714	43230	32344	26408	124462	129098	65128	87890
WUAT02011719.1	Potri.007G026500.1	11414	6224	8610	8058	7058	11150	13048	10512
WUAT02011721.1	Potri.013G162200.1	116	62	124	64	72	12	76	94
WUAT02011723.1	Potri.010G073300.2	27038	17966	22020	20198	24932	29200	43506	41346
WUAT02011725.1	Potri.011G029100.1	578	414	614	420	234	26	36	30
WUAT02011726.1	Potri.015G082283.2	3560	2350	1992	3252	2554	2662	4548	3142
WUAT02011728.1	Potri.005G154350.1	8088	6194	4674	7510	3970	2312	2716	3198
WUAT02011734.1	Potri.004G115500.6	2860	2490	1850	1690	1770	3136	3314	1820
WUAT02011737.1	Potri.009G102201.1	5060	3016	4370	4424	4060	4588	7532	6258
WUAT02011743.1	Potri.001G343900.2	4116	3002	4488	2800	3674	2700	3704	3630
WUAT02011746.1	Potri.006G163301.1	154	134	114	182	250	192	184	294
WUAT02011748.1	Potri.011G147500.2	28432	24692	23788	25308	29524	44288	42310	35688
WUAT02011749.1	Potri.013G133550.2	6550	5876	5780	7102	6334	8684	12348	6994
WUAT02011751.1	Potri.013G068200.1	6640	9518	12860	12720	6868	3108	4344	3822
WUAT02011755.1	Potri.008G055500.7	258	398	334	224	260	572	902	382
WUAT02011758.1	Potri.015G082283.2	14554	11712	16978	12958	15376	16024	16368	18126
WUAT02011759.1	Potri.013G134700.5	34734	28676	22820	24052	24314	42420	49304	51236
WUAT02011760.1	Potri.006G225500.2	5838	5960	7454	5092	4610	4456	5722	3772
WUAT02011762.1	Potri.016G119900.11	54618	40742	38538	40458	38056	40568	54430	37484
WUAT02011763.1	Potri.019G091000.1	318	586	1092	226	1694	270	2236	284
WUAT02011764.1	Potri.010G183832.1	23414	24698	25790	30408	32434	9916	13128	17458
WUAT02011767.1	Potri.011G155600.1	640	732	420	676	464	250	1080	1204
WUAT02011769.1	Potri.011G056800.1	25690	21916	25922	22928	26498	26706	37984	28524
WUAT02011770.1	Potri.001G191100.1	25892	16710	19318	16652	16688	15952	26064	18432
WUAT02011771.1	Potri.008G183600.3	0	2	2	0	6	0	2	6
WUAT02011772.1	Potri.012G113700.1	7276	6646	7318	7320	7932	12546	13632	10810
WUAT02011773.1	Potri.017G143049.1	25416	22538	24778	21718	29294	27206	31420	31952
WUAT02011774.1	Potri.010G052500.1	20	36	96	62	80	98	40	162
WUAT02011782.1	Potri.010G065100.1	18616	12892	12794	15432	17596	19234	24670	22238
WUAT02011791.1	Potri.010G052500.1	1640	2448	1902	1694	2074	1562	2704	2664
WUAT02011792.1	Potri.019G006500.1	1592	1824	1226	1694	2034	1382	1314	1622
WUAT02011795.1	Potri.018G021000.1	47020	37262	40284	37316	41566	42242	52388	47886
WUAT02011796.1	Potri.001G312800.7	178	48	42	34	90	12	8	36
WUAT02011797.1	Potri.005G070700.6	9946	10486	25558	11838	4796	3404	6764	6578
WUAT02011800.1	Potri.001G359700.6	10734	9064	10460	9734	10604	12802	13066	15024
WUAT02011802.1	Potri.004G125150.1	48	68	42	36	42	78	70	70
WUAT02011809.1	Potri.013G133550.2	5572	5618	5922	5240	6770	8402	13100	8216
WUAT02011813.1	Potri.001G344000.1	6734	3432	4550	3834	6404	4526	7354	5336
WUAT02011814.1	Potri.004G003200.1	13918	11578	16894	11426	11280	10148	11226	10436
WUAT02011816.1	Potri.008G128600.1	2700	4038	3600	3508	2786	874	1446	1270
WUAT02011818.1	Potri.007G061721.1	63222	49720	68766	60468	53700	79218	107878	88060
WUAT02011819.1	Potri.002G259600.4	19228	18280	22026	23360	16454	25482	51702	65672
WUAT02011824.1	Potri.001G342300.5	10802	9596	9094	8438	8022	8032	8140	10500
