Gene_ID	subject_id	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
WUAT02009425.1	Potri.013G163300.1	71114	62356	67634	49114	52440	55624	97252	75916
WUAT02009432.1	Potri.001G356700.1	308	258	296	212	344	442	386	394
WUAT02009433.1	Potri.013G138300.2	19522	15324	21248	14482	25402	22632	29222	24744
WUAT02009434.1	Potri.014G185804.1	16230	15218	14366	12092	17396	37532	27334	24806
WUAT02009437.1	Potri.010G093600.2	9884	6156	8520	7624	12724	8338	9798	10800
WUAT02009438.1	Potri.007G062122.1	3644	4214	3804	2604	4792	7874	4830	5348
WUAT02009442.1	Potri.003G015000.2	5168	2170	3052	3052	3232	3258	2936	3366
WUAT02009446.1	Potri.015G095500.1	5446	3618	5078	3830	11408	12580	12192	6614
WUAT02009447.1	Potri.001G410400.1	99004	78882	98198	78858	177950	124310	112716	140332
WUAT02009448.1	Potri.004G105600.1	1140	1236	892	1148	2658	2424	2106	1272
WUAT02009449.1	Potri.018G036400.3	16156	17204	15410	12514	11800	4394	13104	15986
WUAT02009450.1	Potri.006G049700.1	4920	2996	5090	4550	4776	6090	5590	5694
WUAT02009451.1	Potri.001G193300.1	106168	85220	88282	81430	82038	104388	113666	120532
WUAT02009455.1	Potri.007G062602.1	824	424	766	380	940	848	886	560
WUAT02009461.1	Potri.012G031250.1	1512	564	212	22	932	4806	852	836
WUAT02009464.1	Potri.012G031250.1	7814	6610	10908	8796	14520	10404	12710	9102
WUAT02009465.1	Potri.014G185804.1	148	160	98	122	102	262	96	162
WUAT02009468.1	Potri.016G004900.2	794	460	770	802	734	638	802	1168
WUAT02009474.1	Potri.016G004900.2	13222	9824	15338	13498	11152	9248	16568	14992
WUAT02009475.1	Potri.013G162300.1	4210	3538	3634	3888	3244	3096	4982	3832
WUAT02009478.1	Potri.010G220900.1	60308	40148	52548	39818	55092	34182	61190	50588
WUAT02009479.1	Potri.010G247500.2	110854	143302	136870	116248	121252	286572	197154	138150
WUAT02009482.1	Potri.005G007400.2	76010	44302	56690	57428	65050	29406	50500	69174
WUAT02009483.1	Potri.010G052500.1	148	226	84	170	112	260	272	304
WUAT02009487.1	Potri.015G029500.1	117354	139946	116452	81128	74610	80854	142022	131286
WUAT02009489.1	Potri.003G050600.3	1990	1080	1848	2820	1414	4232	2388	1094
WUAT02009498.1	Potri.001G134425.1	8	36	2	10	0	4	6	2
WUAT02009502.1	Potri.004G233400.2	66	44	88	182	100	402	192	6
WUAT02009505.1	Potri.003G006200.7	6248	6636	8366	5134	6772	17026	8532	8514
WUAT02009509.1	Potri.008G198800.1	712	740	800	694	388	686	1004	962
WUAT02009514.1	Potri.018G069900.3	164330	170666	112536	108352	116376	122370	206378	128152
WUAT02009519.1	Potri.013G022700.2	486	896	1288	810	526	6132	4138	2794
WUAT02009523.1	Potri.015G137900.3	8420	6148	11132	6980	10584	5956	4600	10554
WUAT02009527.1	Potri.007G061861.1	5234	3716	4642	4644	8258	1712	2860	5944
WUAT02009528.1	Potri.001G312800.9	36	168	36	30	60	364	108	90
WUAT02009529.1	Potri.013G163200.1	52	54	40	2	20	32	54	54
WUAT02009532.1	Potri.013G143400.2	4252	4566	4210	3920	3122	5780	4902	4616
WUAT02009534.1	Potri.014G185948.1	1578	1176	1040	1720	878	1126	990	1448
WUAT02009535.1	Potri.005G162400.1	104994	79350	85428	83078	82374	57346	80496	98950
WUAT02009538.1	Potri.009G044300.1	3828	3558	4502	3320	3392	3266	4396	3868
WUAT02009539.1	Potri.004G040000.2	52536	45176	45702	45734	46906	28858	45166	46994
WUAT02009541.1	Potri.004G035400.1	17240	35620	19534	16174	30334	15370	18230	21304
WUAT02009545.1	Potri.014G024100.1	47808	36072	39782	37352	43480	61458	45636	44848
WUAT02009550.1	Potri.013G141912.1	20638	20158	28706	17638	33216	30482	37656	25562
WUAT02009553.1	Potri.009G138200.1	16222	14922	19470	15342	18118	17104	21142	18492
WUAT02009554.1	Potri.002G057100.1	74074	59954	69160	95594	147538	120208	74176	110092
WUAT02009559.1	Potri.009G109900.3	5874	3982	4326	3698	3400	2196	2968	3826
WUAT02009563.1	Potri.013G142124.1	556	478	618	474	486	278	396	500
WUAT02009564.1	Potri.018G022500.1	36574	25458	30528	32094	30708	20198	30394	33754
WUAT02009568.1	Potri.002G186900.2	32860	16118	20254	21762	22018	35610	24202	26308
WUAT02009575.1	Potri.011G152200.1	180832	144308	140948	468280	79480	23526	81606	162426
WUAT02009577.1	Potri.002G009800.5	38088	29352	30270	36076	30868	46112	40328	35164
WUAT02009581.1	Potri.005G098100.2	224260	294416	241090	196708	202058	253970	334956	255936
WUAT02009586.1	Potri.005G011300.1	9582	5722	7860	10524	10736	4682	8086	8528
WUAT02009587.1	Potri.010G054300.10	24190	25208	28442	22732	27156	29230	34976	28760
WUAT02009595.1	Potri.012G090800.1	20352	17338	16774	18836	19898	15220	18640	23612
WUAT02009596.1	Potri.002G225100.1	5188	3300	4104	3968	3936	2752	3666	4702
WUAT02009600.1	Potri.011G074600.2	652	1456	1562	1276	692	1502	2876	1336
WUAT02009603.1	Potri.009G054300.1	17876	9634	13972	13516	16764	13392	16450	15914
WUAT02009609.1	Potri.007G062061.1	9732	12458	17720	6034	30660	12742	1762	51750
WUAT02009610.1	Potri.001G441040.1	0	22	0	0	2	0	0	18
WUAT02009613.1	Potri.013G142232.5	8040	4142	5154	4318	4548	1072	2376	5406
WUAT02009614.1	Potri.009G103700.1	2272	1536	1826	1786	2524	1866	1486	1882
WUAT02009617.1	Potri.007G062242.3	14088	16192	10662	12696	13026	10642	11450	12776
WUAT02009619.1	Potri.004G210400.4	394	336	466	480	394	506	714	556
WUAT02009623.1	Potri.006G170700.4	32962	33674	31992	35270	33698	44754	33812	32628
WUAT02009626.1	Potri.010G063800.1	10588	11908	9770	18704	10444	11356	8972	8946
WUAT02009627.1	Potri.011G113575.1	16464	21638	17428	16516	12416	20700	21390	16550
WUAT02009631.1	Potri.016G117500.5	11098	12632	13610	12012	11186	11466	14346	14952
WUAT02009634.1	Potri.011G166400.1	16034	18642	15870	19274	13956	15838	19082	17694
WUAT02009636.1	Potri.002G122600.1	16866	16210	17628	13022	54058	27236	28560	35748
WUAT02009638.1	Potri.011G075051.1	12870	9598	9856	10136	10522	13726	14526	15958
WUAT02009640.1	Potri.001G466000.2	1526	1516	1470	1574	1444	1656	1546	1544
WUAT02009641.1	Potri.008G195200.4	33606	31504	34734	53016	38232	31668	28500	36500
WUAT02009649.1	Potri.006G116000.6	23438	18296	25102	18504	24494	16542	26092	25728
WUAT02009659.1	Potri.013G140260.3	18410	22298	21162	18282	16446	16254	30618	23186
WUAT02009663.1	Potri.015G092900.1	73796	66910	74662	59620	67596	47834	79438	77634
WUAT02009667.1	Potri.015G067400.1	11678	10572	9642	7352	11146	15820	15750	15286
WUAT02009670.1	Potri.013G061200.1	2654	2082	2876	1326	9934	14498	16176	5924
WUAT02009671.1	Potri.012G031250.1	1800	1526	7340	1750	1412	556	3130	5054
WUAT02009674.1	Potri.010G211100.6	25438	23638	22960	22480	22372	21932	26194	20932
WUAT02009676.1	Potri.006G046900.4	36986	30418	35108	26526	44060	39034	45128	39410
WUAT02009679.1	Potri.012G099300.1	8	12	2	4	6	2	6	4
WUAT02009680.1	Potri.008G224210.1	5364	3536	5428	7062	6638	10194	8730	8164
WUAT02009681.1	Potri.007G086700.5	17380	9596	13922	12850	14168	11490	15882	16838
WUAT02009692.1	Potri.008G224210.1	960	9990	2980	7526	26	612	40	614
WUAT02009697.1	Potri.010G052500.1	520	774	1108	1150	936	1054	1344	962
WUAT02009703.1	Potri.001G129100.6	9432	6900	9416	11820	9654	11818	9670	6594
WUAT02009707.1	Potri.001G233400.10	11826	13520	12408	11912	9170	10686	14096	12590
WUAT02009708.1	Potri.011G074301.1	17002	10276	15296	8978	6112	5170	11784	11368
WUAT02009709.1	Potri.013G141700.4	4	50	56	14	168	36	20	4
WUAT02009712.1	Potri.012G031250.1	6566	4118	5220	4860	6126	6726	6820	7010
WUAT02009717.1	Potri.010G038700.15	19582	20434	22980	21740	19756	21284	25276	23968
WUAT02009718.1	Potri.019G054200.3	14604	11462	16532	13236	13526	14648	14510	13442
WUAT02009721.1	Potri.008G081700.1	99300	59816	74934	87622	89498	35806	62706	76210
WUAT02009726.1	Potri.017G033300.2	17698	10546	14142	11800	11454	12298	17080	16920
WUAT02009730.1	Potri.013G133550.2	156214	135000	149684	143428	159368	371288	156306	134508
WUAT02009731.1	Potri.013G158600.4	31330	21416	25584	23532	29854	33614	35386	32034
WUAT02009734.1	Potri.001G312800.7	22468	12948	28208	8630	135736	591680	127018	31906
WUAT02009735.1	Potri.001G351400.1	2524	2058	2452	1658	2370	5760	2774	3052
WUAT02009736.1	Potri.004G168400.1	94	142	216	140	158	224	122	134
WUAT02009738.1	Potri.004G034100.1	894	842	870	348	634	662	1000	546
WUAT02009739.1	Potri.004G125150.1	11678	11628	11928	10468	9946	18080	15462	13882
WUAT02009740.1	Potri.010G200200.7	422	204	118	454	348	862	144	220
WUAT02009743.1	Potri.002G105100.1	466	460	708	530	468	528	710	558
WUAT02009744.1	Potri.013G139112.2	32890	21264	21464	14052	13316	7488	16568	28488
WUAT02009752.1	Potri.017G075200.1	13046	10808	12338	9534	11082	16276	17188	13052
WUAT02009753.1	Potri.006G148600.2	11762	11110	13370	11374	11186	15894	14252	13164
WUAT02009757.1	Potri.013G139112.1	44466	35294	38900	40564	29516	72700	28870	31422
WUAT02009762.1	Potri.014G171800.1	79456	68488	51670	109336	31540	17118	31556	65634
WUAT02009771.1	Potri.015G066000.4	1288	938	928	646	1008	2344	1206	1044
WUAT02009779.1	Potri.011G129350.2	4242	2000	5558	4006	5178	6188	5684	3420
WUAT02009780.1	Potri.013G143400.2	78	176	178	66	122	114	144	208
WUAT02009781.1	Potri.001G051900.1	6374	4958	6358	4144	13908	10644	20874	6998
WUAT02009785.1	Potri.002G089400.4	68	60	78	94	82	152	162	80
WUAT02009786.1	Potri.019G053100.2	23928	18706	21082	18032	25422	21656	23442	23144
WUAT02009790.1	Potri.012G066900.5	24386	18018	20082	20116	20798	29706	23050	24086
WUAT02009791.1	Potri.012G019700.1	29844	27112	27262	12436	23214	51244	40986	33940
WUAT02009793.1	Potri.005G241500.1	20010	17520	19398	16818	17454	24114	24840	19676
WUAT02009798.1	Potri.017G050400.2	5158	6962	7300	5530	4724	7416	6282	6490
WUAT02009800.1	Potri.013G143400.2	2	96	76	24	50	48	24	104
WUAT02009802.1	Potri.016G135200.1	80760	71088	72060	80778	54376	63870	58074	69946
WUAT02009807.1	Potri.018G023100.2	19136	17144	19658	13632	21086	17206	18842	24246
WUAT02009820.1	Potri.007G119300.5	20494	24962	26026	24510	22832	34844	36242	25220
WUAT02009822.1	Potri.001G283200.1	68890	59500	61870	59404	50778	118484	62506	60196
WUAT02009824.1	Potri.011G098400.1	11960	11546	11960	11984	9872	14570	13132	12198
WUAT02009827.1	Potri.007G085000.1	80	38	286	62	42	34	8	144
WUAT02009829.1	Potri.001G405500.1	30706	26864	36104	26030	52080	29090	38200	34580
WUAT02009833.1	Potri.001G312800.7	1300	934	1090	874	1208	1068	1110	1462
WUAT02009835.1	Potri.010G052500.1	288	166	172	250	618	454	448	256
WUAT02009838.1	Potri.007G127300.1	17430	7792	14320	18708	20458	6536	9278	14920
WUAT02009839.1	Potri.008G036500.1	3598	3384	5244	1854	2196	1660	2998	1138
WUAT02009841.1	Potri.013G088025.1	742	392	356	438	546	348	548	938
WUAT02009845.1	Potri.001G277800.2	0	2	0	0	8	24	0	2
WUAT02009846.1	Potri.006G163301.1	10156	4660	3282	7536	7466	3530	2334	2362
WUAT02009848.1	Potri.005G118800.3	8698	6394	7220	7486	6998	10972	9002	9518
WUAT02009851.1	Potri.011G074150.1	21694	28770	30342	12412	33096	31150	32364	19890
WUAT02009852.1	Potri.010G170100.2	7006	6076	6364	6644	5230	9916	7678	5910
WUAT02009855.1	Potri.001G004800.1	12	18	30	2	0	10	8	6
WUAT02009856.1	Potri.018G019100.1	45262	37326	39518	41266	41916	77578	46086	47408
WUAT02009865.1	Potri.005G092700.8	17512	14052	19114	15408	18534	20392	17518	18748
WUAT02009868.1	Potri.002G124200.1	53332	48628	59476	46694	48266	35814	57766	52892
WUAT02009869.1	Potri.013G086100.1	10558	13482	14512	6858	9264	38504	16126	12002
WUAT02009874.1	Potri.004G190900.3	550412	279568	301252	415644	350054	129872	354002	500282
WUAT02009877.1	Potri.010G119500.1	14	8	14	28	8	34	18	6
WUAT02009878.1	Potri.010G052500.1	6760	7986	7298	5692	9460	6246	10166	7864
WUAT02009880.1	Potri.010G237900.2	32736	43106	44444	31468	41546	49490	59612	52724
WUAT02009881.1	Potri.013G044300.9	17516	21280	19382	12888	20032	26504	32460	33524
WUAT02009887.1	Potri.012G071600.7	13398	14286	15038	11534	17988	20252	18766	14604
WUAT02009888.1	Potri.013G143400.2	268	216	242	164	130	186	382	146
WUAT02009891.1	Potri.013G142336.1	60	26	0	14	8	0	18	0
WUAT02009892.1	Potri.014G077800.2	13912	14762	13672	11866	10920	16068	15690	13174
WUAT02009893.1	Potri.005G113600.4	210	156	222	220	182	34	224	88
WUAT02009897.1	Potri.012G055100.1	5346	6360	6564	5026	4916	6392	7180	6426
WUAT02009901.1	Potri.013G088800.3	4916	6358	5278	4038	3894	7910	7344	6260
WUAT02009910.1	Potri.001G215800.1	20848	17224	18112	18002	16608	25500	24254	23402
WUAT02009913.1	Potri.007G060900.1	85942	79754	89784	61448	78124	190454	127266	80876
WUAT02009914.1	Potri.006G261900.2	10158	14192	12706	10770	11898	29014	21896	15216
WUAT02009916.1	Potri.018G148800.1	26828	19838	23860	16542	23076	24654	26846	28304
WUAT02009919.1	Potri.013G139112.1	46220	29876	35508	29962	33334	17512	33936	34550
WUAT02009920.1	Potri.016G023100.9	28742	28710	29026	26622	24948	31336	36828	33226
WUAT02009923.1	Potri.006G275600.2	4450	3920	5374	3618	4324	4144	6178	6330
WUAT02009924.1	Potri.006G014800.1	38082	22590	35870	29142	47404	13640	31038	35786
WUAT02009925.1	Potri.013G138000.1	11372	9908	9952	11452	11154	10390	9636	10568
WUAT02009932.1	Potri.012G101301.1	198	610	236	102	194	158	260	130
WUAT02009933.1	Potri.016G030800.4	61602	28522	40088	42980	52742	15950	28138	42680
WUAT02009937.1	Potri.015G141700.4	24304	12284	16998	17376	24710	15976	25308	23588
WUAT02009941.1	Potri.015G065001.1	23346	16738	20558	17874	15886	49434	22588	18640
WUAT02009946.1	Potri.001G312800.7	2210	3948	3392	1392	1332	2614	13216	6692
WUAT02009948.1	Potri.008G121500.1	326	380	466	100	650	488	1026	1360
WUAT02009952.1	Potri.005G106000.1	3106	1604	1922	2000	2574	2196	2012	2884
WUAT02009953.1	Potri.017G077300.2	87228	79438	82008	69194	65220	89600	94958	86798
WUAT02009955.1	Potri.017G093200.2	49680	35042	39730	31100	37594	38566	53672	43514
WUAT02009956.1	Potri.001G090300.1	20264	8068	12496	14002	16898	8826	12436	14010
WUAT02009957.1	Potri.002G137000.5	4874	4812	5596	4190	4774	8552	7402	5640
WUAT02009960.1	Potri.013G142232.5	962	1228	1022	950	860	1078	1166	1466
WUAT02009964.1	Potri.006G158600.1	99980	83478	93800	75738	88346	70744	110082	108724
WUAT02009969.1	Potri.014G142000.4	11820	8338	16324	12080	41594	14854	20606	16548
WUAT02009971.1	Potri.005G202700.1	3098	1840	2252	2504	2984	2264	2626	2842
WUAT02009973.1	Potri.005G154836.1	4592	5536	6600	6770	5436	19608	6492	5562
WUAT02009978.1	Potri.001G095800.1	36208	60348	38368	50174	28622	57020	52508	45364
WUAT02009979.1	Potri.004G084233.1	5248	4214	6482	3834	4010	2888	6090	4488
WUAT02009980.1	Potri.008G208000.1	29364	15224	12586	12278	39920	13258	16258	18214
WUAT02009981.1	Potri.006G038400.4	714	114	1216	778	284	662	706	220
WUAT02009982.1	Potri.008G112900.1	40656	42096	43504	43740	41656	44314	56940	54114
WUAT02009986.1	Potri.019G082000.5	19968	18380	21822	20236	19552	16430	18318	20364
WUAT02009987.1	Potri.007G062582.1	14	76	36	16	16	28	16	10
WUAT02009988.1	Potri.008G224138.1	9604	8358	7966	8182	8086	8854	11494	12634
WUAT02009992.1	Potri.001G409900.5	17668	14358	14906	14042	11954	18454	15768	16476
WUAT02009997.1	Potri.013G143400.2	120	108	70	52	38	62	78	130
WUAT02010000.1	Potri.005G084400.1	7332	5710	6392	5102	26784	11962	10758	7892
WUAT02010001.1	Potri.007G062482.1	6	48	12	10	16	24	12	12
WUAT02010004.1	Potri.001G222700.1	1526	1326	1358	1146	1560	1258	1720	1826
WUAT02010009.1	Potri.010G221301.1	7478	9478	8720	8522	9842	11620	9008	8874
WUAT02010014.1	Potri.008G191400.1	21064	16550	19096	15590	14864	13682	20054	20930
WUAT02010017.1	Potri.013G143400.2	24	18	28	58	64	40	4	38
WUAT02010018.1	Potri.008G221801.2	4158	7126	3364	1138	2268	8042	7328	6804
WUAT02010019.1	Potri.007G061861.1	10	64	10	12	18	396	414	22
WUAT02010023.1	Potri.019G066200.2	24	200	106	60	58	30	28	68
WUAT02010024.1	Potri.001G294700.1	15558	7048	10138	10044	13142	8534	8058	9666
WUAT02010027.1	Potri.011G117500.1	19380	12556	19288	14030	20434	17794	27302	20792
WUAT02010029.1	Potri.009G026800.2	22	26	24	76	16	56	16	28
WUAT02010032.1	Potri.001G312800.9	918	1016	1438	830	1204	1004	896	810
WUAT02010034.1	Potri.001G312800.9	2078	2188	2038	1938	2532	2060	2054	2300
WUAT02010036.1	Potri.001G458600.2	11338	9458	10828	10228	8724	8426	10156	12994
WUAT02010037.1	Potri.013G057900.2	3564	2912	4796	3790	20984	5980	5564	6106
WUAT02010041.1	Potri.005G172200.3	1108	1278	834	1296	2072	2432	1686	1394
WUAT02010045.1	Potri.001G030900.5	5668	6198	7058	5972	8192	11540	9064	9218
WUAT02010054.1	Potri.012G071600.7	281974	205730	258278	171936	230912	146124	250042	237002
WUAT02010058.1	Potri.003G100600.1	1158	1338	1044	1500	1738	1644	1980	1420
WUAT02010059.1	Potri.013G142232.6	1958	600	1458	1542	1514	2048	1892	1120
WUAT02010061.1	Potri.004G219300.2	4822	3404	4918	4420	4032	4168	5854	6116
WUAT02010064.1	Potri.013G143400.2	5426	3886	6200	5242	5914	5250	6026	5958
WUAT02010065.1	Potri.017G099500.2	64	108	6	0	12	0	6	0
WUAT02010067.1	Potri.015G131100.5	9074	10028	7906	7984	14858	18432	7804	7270
WUAT02010072.1	Potri.013G142232.6	532	594	1070	436	334	248	362	496
WUAT02010074.1	Potri.008G101675.2	2798	1890	2908	4218	2520	300	2034	2796
WUAT02010076.1	Potri.018G114300.2	4352	3078	2954	2422	3668	3940	2682	3914
WUAT02010077.1	Potri.011G071800.4	16556	13698	16314	12876	23232	12122	13336	15778
WUAT02010078.1	Potri.009G086600.2	850	790	788	600	728	684	1050	924
WUAT02010081.1	Potri.003G190000.3	17026	22952	19488	14446	20518	19446	26620	21612
WUAT02010085.1	Potri.001G312800.7	28	96	110	20	36	54	56	56
WUAT02010090.1	Potri.010G206600.1	134574	185946	130784	138170	150764	148296	190676	191328
WUAT02010091.1	Potri.016G004900.2	2300	1804	2122	1312	2824	1178	2700	1948
WUAT02010093.1	Potri.007G021700.1	3936	3222	3868	2500	2396	2970	5088	4346
WUAT02010095.1	Potri.013G009100.1	21098	15770	18826	14604	12808	14602	29612	19668
WUAT02010098.1	Potri.013G154600.1	11030	5008	9968	7758	12130	12794	12360	15166
WUAT02010102.1	Potri.013G142124.1	10	34	2	0	0	0	0	0
WUAT02010103.1	Potri.011G103401.1	16938	17858	19152	14902	23832	34844	27372	24790
WUAT02010104.1	Potri.001G312800.9	6076	4500	3736	4482	4096	5196	4310	5246
WUAT02010105.1	Potri.008G054600.1	75798	109400	62186	66976	44180	85120	95096	78646
WUAT02010106.1	Potri.001G246900.1	68394	53060	78828	70796	57638	27294	49468	71570
WUAT02010108.1	Potri.014G015600.1	71158	48552	66562	58766	75786	34192	58144	80504
WUAT02010112.1	Potri.001G342933.1	336	170	186	136	204	222	174	298
WUAT02010114.1	Potri.014G101900.4	50	70	52	42	86	46	54	62
WUAT02010116.1	Potri.006G123200.1	32	106	26	12	22	82	32	174
WUAT02010117.1	Potri.001G312800.9	48	70	56	56	146	96	208	102
WUAT02010118.1	Potri.018G141900.4	6930	4500	6124	6562	6832	9762	7878	6660
WUAT02010121.1	Potri.012G120000.1	28156	27748	30412	27912	29976	50020	35994	31084
WUAT02010124.1	Potri.013G155200.1	35826	41320	59068	56786	24466	57270	38032	28040
WUAT02010126.1	Potri.010G057700.11	76202	62846	63100	51696	64384	17084	52586	74676
WUAT02010131.1	Potri.013G142201.1	1718	1544	2484	1652	2872	5644	2690	2210
WUAT02010134.1	Potri.013G143400.2	2	12	6	14	6	4	0	2
WUAT02010135.1	Potri.013G140260.3	5322	5218	4666	4678	5496	4120	4238	5230
WUAT02010136.1	Potri.001G106951.1	3670	2822	3252	3034	3490	4128	5020	4076
WUAT02010138.1	Potri.014G185804.1	17234	13956	17170	12286	28410	28736	25444	19202
WUAT02010139.1	Potri.001G102900.5	15216	13352	14546	15556	21170	27012	18426	17808
WUAT02010140.1	Potri.013G143400.2	28308	23320	27788	35738	16716	15140	20454	25312
WUAT02010144.1	Potri.006G271800.2	12070	14270	19048	18162	10148	17600	15414	16066
WUAT02010145.1	Potri.002G119600.1	50582	40208	50536	42496	44018	36718	56694	55168
WUAT02010148.1	Potri.012G084400.2	32088	31614	25444	22450	29460	21946	33136	37164
WUAT02010153.1	Potri.013G139112.1	10762	8610	10712	9018	10714	10452	14108	12794
WUAT02010158.1	Potri.011G087500.3	49240	38922	39978	35468	60844	30570	51554	60902
WUAT02010159.1	Potri.004G226700.1	88782	58612	78712	77030	94374	69662	85476	83652
WUAT02010162.1	Potri.017G109500.4	42916	32394	40810	30756	35486	38380	51536	46636
WUAT02010168.1	Potri.006G130900.3	1442	1430	1920	1052	1790	2502	2022	1286
WUAT02010172.1	Potri.013G141700.4	916	692	578	866	722	1288	1112	700
WUAT02010175.1	Potri.006G164050.1	182	322	456	360	584	876	314	368
WUAT02010176.1	Potri.002G122700.1	7908	7492	6712	8154	3280	8262	8204	9452
WUAT02010177.1	Potri.004G101700.4	102526	72802	74308	115688	65550	86122	80132	98424
WUAT02010178.1	Potri.014G185948.1	2912	2890	3000	1960	2878	2476	3996	3836
WUAT02010183.1	Potri.008G097200.3	19736	14196	17654	12814	15324	16200	17144	17504
WUAT02010186.1	Potri.003G008500.4	7626	6976	7826	8520	8202	7534	10904	9884
WUAT02010188.1	Potri.016G134900.1	12432	12654	13614	10006	9100	14382	19118	13202
WUAT02010193.1	Potri.002G076001.3	50302	28778	48422	35914	41918	29688	48614	42366
WUAT02010194.1	Potri.006G189000.1	150584	63626	93460	60990	91030	330152	88476	77204
WUAT02010195.1	Potri.006G078900.1	10138	8534	10078	7562	8490	6542	12458	11556
WUAT02010198.1	Potri.018G072600.4	27896	28464	35210	27300	48260	64876	33366	29486
WUAT02010203.1	Potri.013G133550.2	984	760	776	898	1426	1814	1428	1684
WUAT02010204.1	Potri.011G074067.1	1070	1030	862	902	524	922	1224	836
WUAT02010206.1	Potri.006G195400.1	108	40	78	80	72	62	104	76
WUAT02010211.1	Potri.018G016600.1	24198	24660	26440	21416	24546	30424	31158	26442
WUAT02010212.1	Potri.001G025300.1	20286	22302	22006	13942	13052	13730	26454	22486
WUAT02010216.1	Potri.011G119300.1	26634	18202	23718	34838	22548	21096	21690	29160
WUAT02010220.1	Potri.010G090800.1	13168	10568	10968	9408	18938	18124	19438	14850
WUAT02010224.1	Potri.005G239500.1	2	0	0	0	2	0	0	0
WUAT02010225.1	Potri.010G052500.1	7590	6148	8420	9912	8334	6820	9256	10250
WUAT02010226.1	Potri.004G167500.1	32972	26232	29750	30680	22954	20896	26022	29360
WUAT02010229.1	Potri.013G143400.2	17152	15834	23846	14430	15784	12626	16916	18708
WUAT02010230.1	Potri.002G090400.2	2566	1952	2286	2202	3760	2194	2016	3640
WUAT02010232.1	Potri.008G038600.1	4428	3316	3384	4180	3506	1672	2558	2978
WUAT02010234.1	Potri.006G164050.1	23398	12360	22732	21578	15394	15310	13420	18534
WUAT02010235.1	Potri.010G033800.2	23008	20090	22198	22544	20386	32760	28224	23804
WUAT02010236.1	Potri.004G125000.12	13462	10852	11518	12064	10920	13468	12580	13724
WUAT02010238.1	Potri.003G197101.1	1260	728	1050	1338	1180	748	1350	1596
WUAT02010240.1	Potri.013G137077.1	8	114	24	24	2	0	8	20
WUAT02010244.1	Potri.018G111600.3	56	28	18	38	70	66	124	36
WUAT02010249.1	Potri.001G001500.5	1358	940	1070	1250	1756	602	968	1152
WUAT02010252.1	Potri.013G142332.1	53658	57712	47356	27722	44720	54396	64162	68964
WUAT02010255.1	Potri.009G131200.2	34648	50040	40868	41930	35032	74834	50592	41458
WUAT02010257.1	Potri.013G143400.2	3736	2830	2978	2850	3364	3282	3038	3296
WUAT02010261.1	Potri.014G185948.1	9106	9378	7958	7142	9146	9916	10344	11070
WUAT02010265.1	Potri.001G312800.7	38	56	58	56	130	14	94	198
WUAT02010266.1	Potri.013G138000.1	210	306	270	172	212	922	446	330
WUAT02010279.1	Potri.009G085100.2	217600	144688	188252	176494	208042	41720	97496	224500
WUAT02010283.1	Potri.005G161366.1	172	182	248	146	246	228	392	222
WUAT02010285.1	Potri.006G243300.3	1382	1336	1742	1396	1196	1522	2436	1888
WUAT02010288.1	Potri.007G062061.1	5516	5260	8820	6946	10712	7468	13628	8676
WUAT02010290.1	Potri.012G031250.1	92	180	656	200	550	44	310	1556
WUAT02010291.1	Potri.012G105900.4	2956	3588	4394	2338	2896	3838	5054	2650
WUAT02010293.1	Potri.001G342800.1	47650	41180	43324	38322	41582	36862	44034	47390
WUAT02010294.1	Potri.003G006200.7	21468	21284	18136	17468	16418	25320	21524	22696
WUAT02010295.1	Potri.015G061001.5	866	506	1018	784	862	368	444	1004
WUAT02010301.1	Potri.013G143400.2	33768	23000	20928	21392	21910	18142	20238	21432
WUAT02010306.1	Potri.005G108300.3	22110	26296	27440	25902	22384	22354	28654	32896
WUAT02010311.1	Potri.016G061700.4	38014	33168	38416	34912	41578	42220	43030	43568
WUAT02010315.1	Potri.013G143400.2	938	1078	984	910	712	936	1378	1472
WUAT02010317.1	Potri.019G014100.1	6452	4818	5484	5332	5754	6060	5736	5146
WUAT02010318.1	Potri.013G133550.2	4	38	8	2	6	6	6	14
WUAT02010319.1	Potri.013G132100.1	72800	47330	59806	56874	72852	32482	74704	88370
WUAT02010324.1	Potri.017G085400.7	10630	9052	10680	11748	10176	9682	10836	11254
WUAT02010325.1	Potri.007G061941.1	58	188	66	50	36	70	256	234
WUAT02010329.1	Potri.014G136300.1	5368	2670	4272	3612	3548	2770	4260	4136
WUAT02010330.1	Potri.014G072600.2	46228	35156	43278	39816	49032	30360	35856	42572
WUAT02010331.1	Potri.019G100901.1	2	706	62	334	0	6	688	8
WUAT02010333.1	Potri.016G061700.4	19370	13498	17244	16560	20964	17380	20352	18412
WUAT02010335.1	Potri.010G052500.1	0	28	0	10	0	6	0	0
WUAT02010337.1	Potri.006G041500.1	34808	19632	23112	24268	26212	23266	28984	26634
WUAT02010342.1	Potri.002G038000.3	88722	79156	95928	67982	64428	62548	74492	64134
WUAT02010343.1	Potri.001G441040.1	478	126	150	84	72	578	166	112
WUAT02010348.1	Potri.005G107600.7	22746	25358	24338	23678	22744	35750	29154	27026
WUAT02010349.1	Potri.013G021200.10	13802	8922	12788	11338	14058	21802	22082	18282
