Protein_ID	subject_id	Gene_ID	exprLevel_log	transcript_ID	goTermId	goName	gotermType	goAcc
752210	2757	nucleus	cellular_component	GO:0005634
752211	1939	protein kinase activity	molecular_function	GO:0004672
752211	1948	obsolete protein kinase CK2 activity	molecular_function	GO:0004682
752211	1957	cAMP-dependent protein kinase activity	molecular_function	GO:0004691
752211	3055	cAMP-dependent protein kinase complex	cellular_component	GO:0005952
752211	3059	protein kinase CK2 complex	cellular_component	GO:0005956
752211	5223	cAMP-dependent protein kinase regulator activity	molecular_function	GO:0008603
752211	5224	obsolete protein kinase CK2 regulator activity	molecular_function	GO:0008605
752212	1124	microtubule motor activity	molecular_function	GO:0003777
752212	2653	ATP binding	molecular_function	GO:0005524
752212	2982	microtubule associated complex	cellular_component	GO:0005875
752212	4072	microtubule-based movement	biological_process	GO:0007018
752213	1804	nuclease activity	molecular_function	GO:0004518
752213	2746	intracellular anatomical structure	cellular_component	GO:0005622
752213	3378	DNA repair	biological_process	GO:0006281
752237	1939	protein kinase activity	molecular_function	GO:0004672
752237	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
752237	1942	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
752237	1943	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
752237	1944	DNA-dependent protein kinase activity	molecular_function	GO:0004677
752237	1945	AMP-activated protein kinase activity	molecular_function	GO:0004679
752237	1946	obsolete casein kinase activity	molecular_function	GO:0004680
752237	1947	obsolete casein kinase I activity	molecular_function	GO:0004681
752237	1949	calmodulin-dependent protein kinase activity	molecular_function	GO:0004683
752237	1952	elongation factor-2 kinase activity	molecular_function	GO:0004686
752237	1955	phosphorylase kinase activity	molecular_function	GO:0004689
752237	1956	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
752237	1958	cGMP-dependent protein kinase activity	molecular_function	GO:0004692
752237	1959	cyclin-dependent protein serine/threonine kinase activity	molecular_function	GO:0004693
752237	1960	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
752237	1963	protein kinase C activity	molecular_function	GO:0004697
752237	1964	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
752237	1968	obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity	molecular_function	GO:0004702
752237	1969	G protein-coupled receptor kinase activity	molecular_function	GO:0004703
752237	1970	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
752237	1971	JUN kinase activity	molecular_function	GO:0004705
752237	1972	JUN kinase kinase kinase activity	molecular_function	GO:0004706
752237	1973	MAP kinase activity	molecular_function	GO:0004707
752237	1974	MAP kinase kinase activity	molecular_function	GO:0004708
752237	1975	MAP kinase kinase kinase activity	molecular_function	GO:0004709
752237	1977	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
752237	1978	protein serine/threonine/tyrosine kinase activity	molecular_function	GO:0004712
752237	1979	protein tyrosine kinase activity	molecular_function	GO:0004713
752237	1980	transmembrane receptor protein tyrosine kinase activity	molecular_function	GO:0004714
752237	1981	non-membrane spanning protein tyrosine kinase activity	molecular_function	GO:0004715
752237	1982	obsolete signal transducer, downstream of receptor, with protein tyrosine kinase activity	molecular_function	GO:0004716
752237	2641	calcium ion binding	molecular_function	GO:0005509
752237	2653	ATP binding	molecular_function	GO:0005524
752237	3551	protein phosphorylation	biological_process	GO:0006468
752237	4989	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
752237	5023	IkappaB kinase activity	molecular_function	GO:0008384
752237	5080	phosphofructokinase activity	molecular_function	GO:0008443
752237	5174	JUN kinase kinase activity	molecular_function	GO:0008545
752237	5225	phosphorylase kinase regulator activity	molecular_function	GO:0008607
752237	5428	cobinamide kinase activity	molecular_function	GO:0008819
752237	8094	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
752237	8277	cyclin-dependent protein serine/threonine kinase regulator activity	molecular_function	GO:0016538
752237	8502	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
752237	9567	phenol kinase activity	molecular_function	GO:0018720
752237	10029	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
752237	10721	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
752237	10722	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
752237	12218	phosphatidylinositol 3-kinase activity	molecular_function	GO:0035004
752237	13113	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
752237	13114	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
752246	1055	nucleic acid binding	molecular_function	GO:0003676
752261	14745	nutrient reservoir activity	molecular_function	GO:0045735
752353	1783	monooxygenase activity	molecular_function	GO:0004497
752353	3218	obsolete electron transport	biological_process	GO:0006118
752353	8437	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	GO:0016705
752353	9436	fluorene oxygenase activity	molecular_function	GO:0018585
752353	9437	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
752353	9438	obsolete limonene 8-monooxygenase activity	molecular_function	GO:0018587
752353	9439	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
752353	9440	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
752353	9441	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
752353	9442	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
752353	9443	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
752353	9444	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
752353	9445	tert-butanol 2-monooxygenase activity	molecular_function	GO:0018594
752353	9446	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
752353	9447	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
752353	9448	ammonia monooxygenase activity	molecular_function	GO:0018597
752353	9449	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
752353	9450	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
752353	9451	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
752353	9452	4-nitrophenol 2-monooxygenase activity	molecular_function	GO:0018601
752354	1783	monooxygenase activity	molecular_function	GO:0004497
752354	3218	obsolete electron transport	biological_process	GO:0006118
752354	8437	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	GO:0016705
752354	9436	fluorene oxygenase activity	molecular_function	GO:0018585
752354	9437	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
752354	9438	obsolete limonene 8-monooxygenase activity	molecular_function	GO:0018587
752354	9439	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
752354	9440	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
752354	9441	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
752354	9442	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
752354	9443	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
752354	9444	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
752354	9445	tert-butanol 2-monooxygenase activity	molecular_function	GO:0018594
752354	9446	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
752354	9447	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
752354	9448	ammonia monooxygenase activity	molecular_function	GO:0018597
752354	9449	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
752354	9450	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
752354	9451	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
752354	9452	4-nitrophenol 2-monooxygenase activity	molecular_function	GO:0018601
752360	1939	protein kinase activity	molecular_function	GO:0004672
752360	2653	ATP binding	molecular_function	GO:0005524
752360	3540	protein folding	biological_process	GO:0006457
752360	3551	protein phosphorylation	biological_process	GO:0006468
752360	11858	heat shock protein binding	molecular_function	GO:0031072
752360	18577	unfolded protein binding	molecular_function	GO:0051082
752376	2450	transporter activity	molecular_function	GO:0005215
752376	3922	oligopeptide transport	biological_process	GO:0006857
752376	7826	membrane	cellular_component	GO:0016020
752407	1055	nucleic acid binding	molecular_function	GO:0003676
752412	1056	DNA binding	molecular_function	GO:0003677
752412	1076	DNA-binding transcription factor activity	molecular_function	GO:0003700
752412	2757	nucleus	cellular_component	GO:0005634
752412	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
752419	2641	calcium ion binding	molecular_function	GO:0005509
752419	2670	calcium-dependent phospholipid binding	molecular_function	GO:0005544
752419	16386	glycerophosphoinositol inositolphosphodiesterase activity	molecular_function	GO:0047394
752441	2581	zinc ion transmembrane transporter activity	molecular_function	GO:0005385
752441	3896	zinc ion transport	biological_process	GO:0006829
752441	7826	membrane	cellular_component	GO:0016020
752441	7827	integral component of membrane	cellular_component	GO:0016021
752441	10823	metal ion transport	biological_process	GO:0030001
752441	15868	metal ion transmembrane transporter activity	molecular_function	GO:0046873
752443	4738	N-acetyltransferase activity	molecular_function	GO:0008080
752448	1056	DNA binding	molecular_function	GO:0003677
752448	2757	nucleus	cellular_component	GO:0005634
752474	481	nucleosome	cellular_component	GO:0000786
752474	1056	DNA binding	molecular_function	GO:0003677
752474	2757	nucleus	cellular_component	GO:0005634
752474	3429	nucleosome assembly	biological_process	GO:0006334
752474	4055	chromosome organization	biological_process	GO:0051276
752498	1055	nucleic acid binding	molecular_function	GO:0003676
752568	1939	protein kinase activity	molecular_function	GO:0004672
752568	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
752568	1948	obsolete protein kinase CK2 activity	molecular_function	GO:0004682
752568	1957	cAMP-dependent protein kinase activity	molecular_function	GO:0004691
752568	1979	protein tyrosine kinase activity	molecular_function	GO:0004713
752568	2653	ATP binding	molecular_function	GO:0005524
752568	3055	cAMP-dependent protein kinase complex	cellular_component	GO:0005952
752568	3059	protein kinase CK2 complex	cellular_component	GO:0005956
752568	3551	protein phosphorylation	biological_process	GO:0006468
752568	5223	cAMP-dependent protein kinase regulator activity	molecular_function	GO:0008603
752568	5224	obsolete protein kinase CK2 regulator activity	molecular_function	GO:0008605
752578	2680	molecular_function	molecular_function	GO:0003674
752585	1299	NADPH:quinone reductase activity	molecular_function	GO:0003960
752585	4913	zinc ion binding	molecular_function	GO:0008270
752585	8235	oxidoreductase activity	molecular_function	GO:0016491
752614	1549	metalloendopeptidase activity	molecular_function	GO:0004222
752614	3588	proteolysis	biological_process	GO:0006508
752614	4883	metallopeptidase activity	molecular_function	GO:0008237
752614	4913	zinc ion binding	molecular_function	GO:0008270
752614	2702	extracellular matrix	cellular_component	GO:0031012
752615	1549	metalloendopeptidase activity	molecular_function	GO:0004222
752615	3588	proteolysis	biological_process	GO:0006508
752615	4883	metallopeptidase activity	molecular_function	GO:0008237
752615	4913	zinc ion binding	molecular_function	GO:0008270
752615	2702	extracellular matrix	cellular_component	GO:0031012
752623	1170	catalytic activity	molecular_function	GO:0003824
752629	2641	calcium ion binding	molecular_function	GO:0005509
752631	3547	cellular protein modification process	biological_process	GO:0006464
752642	1170	catalytic activity	molecular_function	GO:0003824
752644	2680	molecular_function	molecular_function	GO:0003674
752645	2680	molecular_function	molecular_function	GO:0003674
752657	1056	DNA binding	molecular_function	GO:0003677
752657	2757	nucleus	cellular_component	GO:0005634
752663	1783	monooxygenase activity	molecular_function	GO:0004497
752663	1785	N,N-dimethylaniline monooxygenase activity	molecular_function	GO:0004499
752663	3218	obsolete electron transport	biological_process	GO:0006118
752669	2494	amine transmembrane transporter activity	molecular_function	GO:0005275
752669	3929	amino acid transport	biological_process	GO:0006865
752669	7826	membrane	cellular_component	GO:0016020
752670	2494	amine transmembrane transporter activity	molecular_function	GO:0005275
752670	3929	amino acid transport	biological_process	GO:0006865
752670	7826	membrane	cellular_component	GO:0016020
752679	1783	monooxygenase activity	molecular_function	GO:0004497
752679	3218	obsolete electron transport	biological_process	GO:0006118
752679	8437	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	GO:0016705
752679	9436	fluorene oxygenase activity	molecular_function	GO:0018585
752679	9437	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
752679	9438	obsolete limonene 8-monooxygenase activity	molecular_function	GO:0018587
752679	9439	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
752679	9440	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
752679	9441	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
752679	9442	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
752679	9443	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
752679	9444	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
752679	9445	tert-butanol 2-monooxygenase activity	molecular_function	GO:0018594
752679	9446	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
752679	9447	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
752679	9448	ammonia monooxygenase activity	molecular_function	GO:0018597
752679	9449	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
752679	9450	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
752679	9451	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
752679	9452	4-nitrophenol 2-monooxygenase activity	molecular_function	GO:0018601
752687	2680	molecular_function	molecular_function	GO:0003674
752700	635	cilium or flagellum-dependent cell motility	biological_process	GO:0001539
752700	2641	calcium ion binding	molecular_function	GO:0005509
752700	5883	bacterial-type flagellum	cellular_component	GO:0009288
752722	1783	monooxygenase activity	molecular_function	GO:0004497
752722	3218	obsolete electron transport	biological_process	GO:0006118
752722	8437	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	GO:0016705
752722	9436	fluorene oxygenase activity	molecular_function	GO:0018585
752722	9437	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
752722	9438	obsolete limonene 8-monooxygenase activity	molecular_function	GO:0018587
752722	9439	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
752722	9440	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
752722	9441	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
752722	9442	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
752722	9443	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
752722	9444	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
752722	9445	tert-butanol 2-monooxygenase activity	molecular_function	GO:0018594
752722	9446	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
752722	9447	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
752722	9448	ammonia monooxygenase activity	molecular_function	GO:0018597
752722	9449	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
752722	9450	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
752722	9451	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
752722	9452	4-nitrophenol 2-monooxygenase activity	molecular_function	GO:0018601
752730	1076	DNA-binding transcription factor activity	molecular_function	GO:0003700
752730	2757	nucleus	cellular_component	GO:0005634
752730	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
752731	2014	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	molecular_function	GO:0004748
752731	5785	deoxyribonucleoside diphosphate metabolic process	biological_process	GO:0009186
752776	1055	nucleic acid binding	molecular_function	GO:0003676
752776	2757	nucleus	cellular_component	GO:0005634
752776	4913	zinc ion binding	molecular_function	GO:0008270
752788	1056	DNA binding	molecular_function	GO:0003677
752788	2418	hormone activity	molecular_function	GO:0005179
752788	2700	extracellular region	cellular_component	GO:0005576
752788	2746	intracellular anatomical structure	cellular_component	GO:0005622
752788	4610	biological_process	biological_process	GO:0008150
752788	4913	zinc ion binding	molecular_function	GO:0008270
752830	1055	nucleic acid binding	molecular_function	GO:0003676
752838	1055	nucleic acid binding	molecular_function	GO:0003676
752838	4913	zinc ion binding	molecular_function	GO:0008270
752844	133	Golgi membrane	cellular_component	GO:0000139
752844	1696	histone deacetylase activity	molecular_function	GO:0004407
752844	2904	endoplasmic reticulum membrane	cellular_component	GO:0005789
752844	3748	ceramide metabolic process	biological_process	GO:0006672
752844	5056	protein-N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
752844	5369	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
752844	5620	succinylglutamate desuccinylase activity	molecular_function	GO:0009017
752844	7827	integral component of membrane	cellular_component	GO:0016021
752844	8538	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	molecular_function	GO:0016811
752844	8857	pantetheine hydrolase activity	molecular_function	GO:0017159
752844	9594	iprodione amidohydrolase activity	molecular_function	GO:0018748
752844	9595	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
752844	16411	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
752855	2757	nucleus	cellular_component	GO:0005634
752855	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
752858	1055	nucleic acid binding	molecular_function	GO:0003676
752904	1055	nucleic acid binding	molecular_function	GO:0003676
752921	143	ubiquitin ligase complex	cellular_component	GO:0000151
752921	2103	ubiquitin-protein transferase activity	molecular_function	GO:0004842
752921	4913	zinc ion binding	molecular_function	GO:0008270
752921	8306	protein ubiquitination	biological_process	GO:0016567
752937	7826	membrane	cellular_component	GO:0016020
752943	2644	protein binding	molecular_function	GO:0005515
752943	3946	intracellular protein transport	biological_process	GO:0006886
752943	3948	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process	GO:0006888
752943	10943	COPII vesicle coat	cellular_component	GO:0030127
752963	2657	carbohydrate binding	molecular_function	GO:0030246
752985	4804	metabolic process	biological_process	GO:0008152
752985	8488	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
753019	1055	nucleic acid binding	molecular_function	GO:0003676
753019	2757	nucleus	cellular_component	GO:0005634
753019	4913	zinc ion binding	molecular_function	GO:0008270
753021	1056	DNA binding	molecular_function	GO:0003677
753021	1076	DNA-binding transcription factor activity	molecular_function	GO:0003700
753021	2757	nucleus	cellular_component	GO:0005634
753021	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
753024	1096	RNA binding	molecular_function	GO:0003723
753024	7875	mRNA metabolic process	biological_process	GO:0016071
753064	2858	mitochondrial outer membrane	cellular_component	GO:0005741
753064	3888	anion transport	biological_process	GO:0006820
753064	4950	voltage-gated anion channel activity	molecular_function	GO:0008308
753065	2858	mitochondrial outer membrane	cellular_component	GO:0005741
753065	3888	anion transport	biological_process	GO:0006820
753065	4950	voltage-gated anion channel activity	molecular_function	GO:0008308
753087	1513	serine-type carboxypeptidase activity	molecular_function	GO:0004185
753087	1514	obsolete carboxypeptidase C activity	molecular_function	GO:0004186
753087	1576	obsolete vacuolar carboxypeptidase Y	molecular_function	GO:0004258
753087	3588	proteolysis	biological_process	GO:0006508
753105	2757	nucleus	cellular_component	GO:0005634
753121	15867	metal ion binding	molecular_function	GO:0046872
753126	1055	nucleic acid binding	molecular_function	GO:0003676
753131	2680	molecular_function	molecular_function	GO:0003674
753148	1076	DNA-binding transcription factor activity	molecular_function	GO:0003700
753148	2757	nucleus	cellular_component	GO:0005634
753148	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
753155	1939	protein kinase activity	molecular_function	GO:0004672
753155	2653	ATP binding	molecular_function	GO:0005524
753155	3551	protein phosphorylation	biological_process	GO:0006468
753158	1939	protein kinase activity	molecular_function	GO:0004672
753158	2653	ATP binding	molecular_function	GO:0005524
753158	3551	protein phosphorylation	biological_process	GO:0006468
753193	1055	nucleic acid binding	molecular_function	GO:0003676
753194	1055	nucleic acid binding	molecular_function	GO:0003676
753194	2757	nucleus	cellular_component	GO:0005634
753199	1056	DNA binding	molecular_function	GO:0003677
753199	2757	nucleus	cellular_component	GO:0005634
753199	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
753199	6310	response to hormone	biological_process	GO:0009725
753204	1056	DNA binding	molecular_function	GO:0003677
753204	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
753208	1170	catalytic activity	molecular_function	GO:0003824
753208	1190	1,4-alpha-glucan branching enzyme activity	molecular_function	GO:0003844
753208	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
753208	3077	carbohydrate metabolic process	biological_process	GO:0005975
753208	3800	cellular aromatic compound metabolic process	biological_process	GO:0006725
753208	4846	ferrous iron binding	molecular_function	GO:0008198
753220	2641	calcium ion binding	molecular_function	GO:0005509
753230	3173	glycerol metabolic process	biological_process	GO:0006071
753230	5496	glycerophosphodiester phosphodiesterase activity	molecular_function	GO:0008889
753246	1055	nucleic acid binding	molecular_function	GO:0003676
753260	2742	cell wall	cellular_component	GO:0005618
753260	11394	pectinesterase activity	molecular_function	GO:0030599
753260	13102	cell wall modification	biological_process	GO:0042545
753285	2757	nucleus	cellular_component	GO:0005634
753285	8303	obsolete transcription repressor activity	molecular_function	GO:0016564
753285	8225	negative regulation of transcription, DNA-templated	biological_process	GO:0045892
753324	4913	zinc ion binding	molecular_function	GO:0008270
753324	8235	oxidoreductase activity	molecular_function	GO:0016491
753324	15033	mannitol dehydrogenase activity	molecular_function	GO:0046029
753346	2224	ionotropic glutamate receptor activity	molecular_function	GO:0004970
753346	2450	transporter activity	molecular_function	GO:0005215
753346	2467	extracellularly glutamate-gated ion channel activity	molecular_function	GO:0005234
753346	3879	transport	biological_process	GO:0006810
753346	7826	membrane	cellular_component	GO:0016020
753351	2224	ionotropic glutamate receptor activity	molecular_function	GO:0004970
753351	2467	extracellularly glutamate-gated ion channel activity	molecular_function	GO:0005234
753351	7826	membrane	cellular_component	GO:0016020
753353	2224	ionotropic glutamate receptor activity	molecular_function	GO:0004970
753353	2450	transporter activity	molecular_function	GO:0005215
753353	2467	extracellularly glutamate-gated ion channel activity	molecular_function	GO:0005234
753353	3879	transport	biological_process	GO:0006810
753353	7826	membrane	cellular_component	GO:0016020
753354	2224	ionotropic glutamate receptor activity	molecular_function	GO:0004970
753354	2450	transporter activity	molecular_function	GO:0005215
753354	2467	extracellularly glutamate-gated ion channel activity	molecular_function	GO:0005234
753354	3879	transport	biological_process	GO:0006810
753354	7826	membrane	cellular_component	GO:0016020
753356	2224	ionotropic glutamate receptor activity	molecular_function	GO:0004970
753356	2450	transporter activity	molecular_function	GO:0005215
753356	2467	extracellularly glutamate-gated ion channel activity	molecular_function	GO:0005234
753356	3879	transport	biological_process	GO:0006810
753356	7826	membrane	cellular_component	GO:0016020
753357	2641	calcium ion binding	molecular_function	GO:0005509
753357	7827	integral component of membrane	cellular_component	GO:0016021
753401	2653	ATP binding	molecular_function	GO:0005524
753401	3973	apoptotic process	biological_process	GO:0006915
753401	4007	defense response	biological_process	GO:0006952
753476	1939	protein kinase activity	molecular_function	GO:0004672
753476	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
753476	1948	obsolete protein kinase CK2 activity	molecular_function	GO:0004682
753476	1957	cAMP-dependent protein kinase activity	molecular_function	GO:0004691
753476	1979	protein tyrosine kinase activity	molecular_function	GO:0004713
753476	2653	ATP binding	molecular_function	GO:0005524
753476	3055	cAMP-dependent protein kinase complex	cellular_component	GO:0005952
753476	3059	protein kinase CK2 complex	cellular_component	GO:0005956
753476	3551	protein phosphorylation	biological_process	GO:0006468
753476	5223	cAMP-dependent protein kinase regulator activity	molecular_function	GO:0008603
753476	5224	obsolete protein kinase CK2 regulator activity	molecular_function	GO:0008605
753488	1661	glutathione transferase activity	molecular_function	GO:0004364
753503	2657	carbohydrate binding	molecular_function	GO:0030246
753510	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
753510	3077	carbohydrate metabolic process	biological_process	GO:0005975
753511	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
753511	1833	alpha-1,4-glucosidase activity	molecular_function	GO:0004558
753511	3077	carbohydrate metabolic process	biological_process	GO:0005975
753525	2653	ATP binding	molecular_function	GO:0005524
753525	3973	apoptotic process	biological_process	GO:0006915
753525	4007	defense response	biological_process	GO:0006952
753583	522	sulfonate dioxygenase activity	molecular_function	GO:0000907
753583	8438	2-oxoglutarate-dependent dioxygenase activity	molecular_function	GO:0016706
753583	9453	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	GO:0018602
753583	10615	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
753583	14457	deacetoxycephalosporin-C hydroxylase activity	molecular_function	GO:0045442
753583	14448	leucocyanidin oxygenase activity	molecular_function	GO:0050589
753607	4804	metabolic process	biological_process	GO:0008152
753607	8235	oxidoreductase activity	molecular_function	GO:0016491
753607	18835	regulation of oxidoreductase activity	biological_process	GO:0051341
753633	2680	molecular_function	molecular_function	GO:0003674
753633	7827	integral component of membrane	cellular_component	GO:0016021
753647	157	nucleotide binding	molecular_function	GO:0000166
753647	2653	ATP binding	molecular_function	GO:0005524
753647	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
753648	1055	nucleic acid binding	molecular_function	GO:0003676
753651	1872	peroxidase activity	molecular_function	GO:0004601
753651	4033	response to oxidative stress	biological_process	GO:0006979
753664	1170	catalytic activity	molecular_function	GO:0003824
753686	1055	nucleic acid binding	molecular_function	GO:0003676
753686	3401	DNA modification	biological_process	GO:0006304
753689	3218	obsolete electron transport	biological_process	GO:0006118
753691	3218	obsolete electron transport	biological_process	GO:0006118
753708	3218	obsolete electron transport	biological_process	GO:0006118
753709	1919	polygalacturonase activity	molecular_function	GO:0004650
753709	3077	carbohydrate metabolic process	biological_process	GO:0005975
753715	3218	obsolete electron transport	biological_process	GO:0006118
753716	3218	obsolete electron transport	biological_process	GO:0006118
753721	1170	catalytic activity	molecular_function	GO:0003824
753730	3218	obsolete electron transport	biological_process	GO:0006118
753731	147	phosphorelay sensor kinase activity	molecular_function	GO:0000155
753731	151	phosphorelay signal transduction system	biological_process	GO:0000160
753756	3379	regulation of DNA repair	biological_process	GO:0006282
753768	1591	obsolete subtilase activity	molecular_function	GO:0004289
753768	3588	proteolysis	biological_process	GO:0006508
753768	4879	peptidase activity	molecular_function	GO:0008233
753768	13357	identical protein binding	molecular_function	GO:0042802
753768	13641	negative regulation of catalytic activity	biological_process	GO:0043086
753769	1591	obsolete subtilase activity	molecular_function	GO:0004289
753769	3588	proteolysis	biological_process	GO:0006508
753769	4879	peptidase activity	molecular_function	GO:0008233
753769	13357	identical protein binding	molecular_function	GO:0042802
753769	13641	negative regulation of catalytic activity	biological_process	GO:0043086
753770	3588	proteolysis	biological_process	GO:0006508
753770	4879	peptidase activity	molecular_function	GO:0008233
753779	3218	obsolete electron transport	biological_process	GO:0006118
753787	2626	obsolete electron transporter activity	molecular_function	GO:0005489
753787	2638	iron ion binding	molecular_function	GO:0005506
753787	3218	obsolete electron transport	biological_process	GO:0006118
753803	157	nucleotide binding	molecular_function	GO:0000166
753803	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
753817	2128	serine-type endopeptidase inhibitor activity	molecular_function	GO:0004867
753829	4804	metabolic process	biological_process	GO:0008152
753829	8235	oxidoreductase activity	molecular_function	GO:0016491
753848	2680	molecular_function	molecular_function	GO:0003674
753848	7827	integral component of membrane	cellular_component	GO:0016021
753863	1056	DNA binding	molecular_function	GO:0003677
753863	2626	obsolete electron transporter activity	molecular_function	GO:0005489
753863	2638	iron ion binding	molecular_function	GO:0005506
753863	2757	nucleus	cellular_component	GO:0005634
753863	3218	obsolete electron transport	biological_process	GO:0006118
753863	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
753865	1525	cysteine-type endopeptidase activity	molecular_function	GO:0004197
753865	3588	proteolysis	biological_process	GO:0006508
