Gene_ID	subject_id	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
WUAT02009141.1	Potri.001G199600.5	17882	18636	16456	18168	18048	19636	19090	20688
WUAT02009145.1	Potri.009G165600.1	12408	15378	14858	14430	14362	11686	11360	19086
WUAT02009147.1	Potri.005G078700.13	13490	35004	6818	10670	9198	10188	24130	11390
WUAT02009149.1	Potri.001G084700.3	28052	29002	33956	29760	27994	19640	19204	24742
WUAT02009152.1	Potri.016G079800.2	58682	86230	63198	80502	42110	68148	60798	90638
WUAT02009156.1	Potri.007G004200.1	1108	1194	680	1012	1880	742	782	1266
WUAT02009160.1	Potri.013G074650.1	36	2	0	84	2	106	0	18
WUAT02009161.1	Potri.015G009400.4	34860	38332	30788	40148	32938	44556	43952	42044
WUAT02009162.1	Potri.012G140800.1	762	2160	376	436	706	718	2264	906
WUAT02009167.1	Potri.006G163301.1	15846	18450	18330	19072	15392	16352	14366	21268
WUAT02009170.1	Potri.013G004100.1	62254	35496	33774	53194	70622	80978	46208	44600
WUAT02009172.1	Potri.013G040600.1	107306	128226	75800	121134	105768	109646	119990	112184
WUAT02009174.1	Potri.013G133550.2	268	368	16	230	24	56	36	44
WUAT02009180.1	Potri.013G138900.3	1976	1588	1208	2556	1458	1734	1276	1334
WUAT02009181.1	Potri.001G149900.1	33670	41706	33104	39638	37294	40090	37304	45892
WUAT02009185.1	Potri.001G166100.4	20	64	8	36	30	36	14	32
WUAT02009186.1	Potri.013G142124.1	1986	3254	3714	2346	4096	3766	3666	4588
WUAT02009190.1	Potri.013G143400.2	25646	20798	17158	30122	34796	35406	19024	19600
WUAT02009193.1	Potri.010G052500.1	248	282	228	204	382	174	160	482
WUAT02009199.1	Potri.012G099300.1	7400	9566	8412	8886	8246	11446	7786	14306
WUAT02009203.1	Potri.005G154350.1	230	196	224	180	194	276	272	398
WUAT02009207.1	Potri.011G137400.1	1906	4550	1584	4256	2784	2470	2064	3128
WUAT02009211.1	Potri.006G163301.1	2022	3558	3192	3228	3042	3396	2550	3800
WUAT02009212.1	Potri.001G410600.4	35440	33778	27280	35448	27510	32648	37598	37336
WUAT02009213.1	Potri.013G127300.6	11054	14454	9562	13010	11188	14720	12546	16844
WUAT02009217.1	Potri.008G142000.4	5290	7138	5422	5022	4664	7000	5582	7472
WUAT02009222.1	Potri.017G133200.2	34434	54814	36890	39210	34028	54096	48892	91700
WUAT02009226.1	Potri.014G168600.5	59018	74422	55900	67314	76296	62388	54920	90382
WUAT02009230.1	Potri.010G247100.1	2496	2660	3300	3832	3318	3822	2178	3970
WUAT02009231.1	Potri.T044400.6	18522	22766	20728	17514	15010	23926	18218	22818
WUAT02009232.1	Potri.014G101000.1	8750	10010	9624	9576	8514	10876	9256	10954
WUAT02009235.1	Potri.016G055600.6	15938	21742	19564	22054	14340	22754	17374	28422
WUAT02009239.1	Potri.009G038400.1	28030	45798	47190	44412	38168	45060	26288	73768
WUAT02009244.1	Potri.013G136466.1	3364	3574	3322	3570	3454	4160	3354	4850
WUAT02009251.1	Potri.013G141912.1	10	16	36	28	8	46	18	50
WUAT02009253.1	Potri.004G111300.1	17358	21338	21962	22924	14234	17090	21310	23186
WUAT02009257.1	Potri.002G029100.2	147294	261094	187648	262366	149738	125312	78522	165894
WUAT02009262.1	Potri.013G143400.2	22120	46208	52508	37160	24892	46942	24272	29212
WUAT02009273.1	Potri.005G196700.1	49118	66554	92762	60444	54642	41194	40802	65184
WUAT02009274.1	Potri.013G133550.2	4	0	34	34	30	4	30	2
WUAT02009275.1	Potri.008G070950.1	39400	47574	24530	53374	32938	41780	38390	61302
WUAT02009280.1	Potri.011G097800.1	2656	3540	2508	2490	3152	2736	2138	3666
WUAT02009281.1	Potri.001G433466.3	22	16	62	16	8	18	14	20
WUAT02009282.1	Potri.019G085900.2	3438	4296	4146	4658	2664	4592	2974	6584
WUAT02009284.1	Potri.002G077000.1	9154	8132	9264	10508	8312	10726	9344	12118
WUAT02009285.1	Potri.001G457700.1	16604	21130	11160	14170	4818	6754	6014	30128
WUAT02009286.1	Potri.001G351800.1	1904	1576	2330	1510	2528	1620	1360	1430
WUAT02009292.1	Potri.009G151000.1	924	852	946	910	768	990	964	938
WUAT02009293.1	Potri.007G062061.1	12402	10134	6820	8524	13270	10286	15542	4118
WUAT02009295.1	Potri.014G132900.5	11410	12874	15210	13312	11420	18418	15318	19374
WUAT02009298.1	Potri.004G125150.1	126160	216048	116362	153606	139368	242282	250910	257970
WUAT02009299.1	Potri.008G021900.3	16764	21800	21452	20472	16036	23584	21168	26856
WUAT02009301.1	Potri.012G031250.1	442	868	338	436	1066	534	530	404
WUAT02009302.1	Potri.001G329900.1	778	1084	566	808	844	1170	512	1078
WUAT02009304.1	Potri.006G250700.3	3376	4314	3612	3216	3200	4292	4656	5580
WUAT02009308.1	Potri.012G091900.3	34538	43500	44978	44826	35314	51386	37502	69236
WUAT02009309.1	Potri.011G075051.1	17622	19344	18012	21678	21314	18880	17554	25200
WUAT02009311.1	Potri.001G458200.2	7508	7866	8374	8766	5144	8144	6716	13888
WUAT02009312.1	Potri.012G031250.1	1118	2082	1662	1474	1248	1436	1738	1710
WUAT02009315.1	Potri.013G133550.1	98	18	12	12	14	12	4	40
WUAT02009319.1	Potri.013G143400.2	32	18	34	40	14	30	20	0
WUAT02009320.1	Potri.016G006600.1	3730	4004	2380	3470	3116	4644	2752	3830
WUAT02009321.1	Potri.009G059400.1	3664	4360	5006	4846	4238	4570	4114	6228
WUAT02009324.1	Potri.009G008200.3	7368	6212	8960	7796	6964	9232	6872	11552
WUAT02009325.1	Potri.007G062402.1	520	1116	536	1192	398	1264	1086	2206
WUAT02009327.1	Potri.007G020100.1	362	792	330	290	544	154	356	174
WUAT02009329.1	Potri.004G072200.1	32296	37288	34936	36294	33892	42542	34966	48862
WUAT02009330.1	Potri.008G224210.1	6680	7732	6384	5932	5924	7496	8416	9382
WUAT02009334.1	Potri.004G123600.13	143372	115878	230886	85688	198708	348420	385232	202092
WUAT02009335.1	Potri.013G077500.2	105182	92242	84716	140382	133832	190028	121500	108998
WUAT02009338.1	Potri.009G147800.3	3956	6140	3130	4310	6070	5772	5474	6550
WUAT02009339.1	Potri.001G094800.1	3292	3256	5320	2884	3162	2234	4640	3106
WUAT02009343.1	Potri.005G093700.4	11062	6932	5070	8922	13076	9284	6810	5026
WUAT02009348.1	Potri.008G176100.1	18026	20262	15826	17190	16446	20710	22298	27576
WUAT02009352.1	Potri.001G362300.3	56056	53690	55452	58706	46108	72052	66696	66048
WUAT02009353.1	Potri.001G075800.1	758	1174	2142	2120	834	2542	1546	1172
WUAT02009355.1	Potri.016G140101.4	9912	8284	7994	10876	5104	3382	3478	5632
WUAT02009356.1	Potri.008G041800.3	14102	14664	8368	17448	10756	12078	8394	15348
WUAT02009358.1	Potri.011G033100.1	7358	10974	5046	10702	9334	7176	7640	7300
WUAT02009360.1	Potri.006G086300.1	3628	5504	3004	5210	4248	4642	3728	5688
WUAT02009361.1	Potri.001G312800.7	9092	8990	7720	7794	8116	8876	8296	10220
WUAT02009364.1	Potri.010G044700.2	38	0	0	0	6	2	10	0
WUAT02009365.1	Potri.015G048200.4	2180	2376	2066	2158	2058	2478	3600	3394
WUAT02009367.1	Potri.001G003900.7	23782	29908	32504	28172	24498	34012	27532	34132
WUAT02009368.1	Potri.001G440600.1	100	156	62	106	156	64	86	80
WUAT02009369.1	Potri.017G119500.3	18	34	6	4	62	2	4	0
WUAT02009370.1	Potri.003G008800.2	11970	18176	14658	16902	13536	14864	13892	21896
WUAT02009372.1	Potri.013G133550.2	242	254	286	188	118	192	310	240
WUAT02009379.1	Potri.018G032900.1	9330	12680	11284	10684	8694	13460	9454	14650
WUAT02009381.1	Potri.016G075000.1	26044	24458	19710	28844	30420	48218	27378	34734
WUAT02009385.1	Potri.015G092700.1	7778	13652	6810	9318	8600	12714	8854	13102
WUAT02009388.1	Potri.010G116600.1	848	1012	1066	1404	1270	1968	1020	1894
WUAT02009393.1	Potri.010G159900.1	4834	6918	5744	5552	5452	9980	8390	10504
WUAT02009395.1	Potri.012G031250.1	4	0	0	0	2	0	0	0
WUAT02009397.1	Potri.007G061861.1	8478	8594	5774	9466	5708	8642	6460	8414
WUAT02009398.1	Potri.006G151800.2	13590	15790	18214	16950	12936	17862	17892	19140
WUAT02009400.1	Potri.013G136200.12	1996	2934	2112	3262	3246	2466	868	1646
WUAT02009401.1	Potri.001G312800.9	312	438	364	652	374	400	364	476
WUAT02009411.1	Potri.002G187000.7	14234	15008	12210	11558	10210	15760	13814	13774
WUAT02009412.1	Potri.013G139112.2	482	704	598	396	584	648	680	1480
WUAT02009413.1	Potri.006G047200.1	15576	19588	13176	24280	23408	15142	9792	17586
WUAT02009415.1	Potri.006G255600.1	9000	9404	12636	9734	10074	18992	9826	15406
WUAT02009419.1	Potri.011G052400.8	27976	31040	30164	29150	25956	34480	27686	33242
WUAT02009420.1	Potri.010G040400.1	10806	13664	11482	10074	13604	13510	9372	12602
WUAT02009421.1	Potri.014G185948.1	2514	8862	8664	7582	7380	10742	5930	11508
WUAT02009424.1	Potri.015G077600.9	15430	16870	24500	20660	12342	27666	22812	45702
WUAT02009425.1	Potri.013G163300.1	63908	80884	66262	81454	46838	79912	67092	108708
WUAT02009432.1	Potri.001G356700.1	278	338	328	310	282	374	570	358
WUAT02009433.1	Potri.013G138300.2	17482	24516	16528	22118	20170	19716	15364	23282
WUAT02009434.1	Potri.014G185804.1	11486	15072	16066	14850	13106	15258	12710	22210
WUAT02009437.1	Potri.010G093600.2	8332	7616	7538	8954	9202	18154	12742	13040
WUAT02009438.1	Potri.007G062122.1	4500	4994	6108	4012	5076	5168	3908	7518
WUAT02009442.1	Potri.003G015000.2	4194	3734	2666	3604	2858	4064	3056	3654
WUAT02009446.1	Potri.015G095500.1	1920	2822	2038	2396	3066	2416	2330	14244
WUAT02009447.1	Potri.001G410400.1	157920	125862	103390	135206	104228	138798	90234	196570
WUAT02009448.1	Potri.004G105600.1	1266	1098	1252	1176	544	642	650	1184
WUAT02009449.1	Potri.018G036400.3	14918	24302	15986	26474	16244	18624	11020	23612
WUAT02009450.1	Potri.006G049700.1	4464	5012	5026	5052	4936	4718	4910	4928
WUAT02009451.1	Potri.001G193300.1	100570	121396	89706	99714	80496	113878	89546	109178
WUAT02009455.1	Potri.007G062602.1	570	540	732	702	598	764	428	1144
WUAT02009461.1	Potri.012G031250.1	166	60	34	1978	98	3940	250	2810
WUAT02009464.1	Potri.012G031250.1	9594	9396	9244	9056	10608	11018	10628	12612
WUAT02009465.1	Potri.014G185804.1	90	98	106	114	68	200	98	182
WUAT02009468.1	Potri.016G004900.2	1114	1032	810	1072	808	1098	1228	1512
WUAT02009474.1	Potri.016G004900.2	14036	14802	13350	13056	12922	17892	14182	18818
WUAT02009475.1	Potri.013G162300.1	3898	4626	4800	4776	3744	3962	3902	4494
WUAT02009478.1	Potri.010G220900.1	55192	62050	39374	58786	58542	64316	59084	75800
WUAT02009479.1	Potri.010G247500.2	117134	138058	171998	130340	77562	116840	112148	173596
WUAT02009482.1	Potri.005G007400.2	77948	72084	45352	78442	71544	96768	70722	82774
WUAT02009483.1	Potri.010G052500.1	32	26	90	186	82	478	168	322
WUAT02009487.1	Potri.015G029500.1	116562	113118	151146	146706	70272	91682	101064	140360
WUAT02009489.1	Potri.003G050600.3	1564	2012	2210	3598	1556	2258	1112	1808
WUAT02009498.1	Potri.001G134425.1	6	2	0	0	0	0	2	0
WUAT02009502.1	Potri.004G233400.2	122	162	0	78	2	140	2	50
WUAT02009505.1	Potri.003G006200.7	6010	9356	5706	8248	6210	8748	5240	15714
WUAT02009509.1	Potri.008G198800.1	708	794	1226	798	714	692	650	1544
WUAT02009514.1	Potri.018G069900.3	134438	172970	228890	177254	108324	160786	144732	193832
WUAT02009519.1	Potri.013G022700.2	170	1396	192	244	762	318	1062	1430
WUAT02009523.1	Potri.015G137900.3	9642	12998	12628	12310	21014	19628	11070	13040
WUAT02009527.1	Potri.007G061861.1	4968	6960	4672	6450	9282	6478	4914	7882
WUAT02009528.1	Potri.001G312800.9	38	44	66	128	54	98	60	64
WUAT02009529.1	Potri.013G163200.1	4	18	14	14	42	40	8	60
WUAT02009532.1	Potri.013G143400.2	3898	4290	4656	4260	4390	3722	4516	4832
WUAT02009534.1	Potri.014G185948.1	1894	1812	898	1210	986	646	880	800
WUAT02009535.1	Potri.005G162400.1	104172	129324	84598	114912	83848	99092	65092	113288
WUAT02009538.1	Potri.009G044300.1	4140	3946	4020	3876	3088	3616	3988	4180
WUAT02009539.1	Potri.004G040000.2	51962	65160	49862	65692	47994	87848	61958	70854
WUAT02009541.1	Potri.004G035400.1	25446	20660	16238	14420	20702	16520	22116	25884
WUAT02009545.1	Potri.014G024100.1	38322	57532	24162	51910	37536	59602	40576	79804
WUAT02009550.1	Potri.013G141912.1	21934	15092	13846	17770	13530	19064	11806	15912
WUAT02009553.1	Potri.009G138200.1	17596	22672	19144	21032	17274	23962	22522	24934
WUAT02009554.1	Potri.002G057100.1	85644	81276	44076	76416	104190	125332	81800	194606
WUAT02009559.1	Potri.009G109900.3	5294	4530	2830	5080	3928	4568	3398	4538
WUAT02009563.1	Potri.013G142124.1	678	894	516	676	494	364	252	778
WUAT02009564.1	Potri.018G022500.1	33496	37800	31378	39750	37716	51128	34856	46432
WUAT02009568.1	Potri.002G186900.2	22660	30860	29066	31326	31412	41842	27010	32348
WUAT02009575.1	Potri.011G152200.1	133676	129500	302940	165522	158226	150644	150890	133372
WUAT02009577.1	Potri.002G009800.5	31760	30386	25940	33016	26508	35970	33848	45404
WUAT02009581.1	Potri.005G098100.2	214372	316066	314812	298694	173924	316530	258806	427974
WUAT02009586.1	Potri.005G011300.1	13466	10434	7248	7724	8944	8856	9762	8060
WUAT02009587.1	Potri.010G054300.10	28672	31002	31302	28164	23304	32760	32912	38144
WUAT02009595.1	Potri.012G090800.1	20126	21922	17708	20734	21528	23200	15462	21754
WUAT02009596.1	Potri.002G225100.1	5336	4996	3906	5806	4620	6056	3692	6244
WUAT02009600.1	Potri.011G074600.2	776	1738	532	780	974	624	582	856
WUAT02009603.1	Potri.009G054300.1	17728	14586	7338	15364	15510	22914	19956	21712
WUAT02009609.1	Potri.007G062061.1	9746	3210	28340	17284	1478	13586	6024	19902
WUAT02009610.1	Potri.001G441040.1	2	0	2	0	4	2	4	8
WUAT02009613.1	Potri.013G142232.5	4474	5000	6552	4780	10258	1546	966	3772
WUAT02009614.1	Potri.009G103700.1	1674	3152	1894	2440	2510	3598	2352	3640
WUAT02009617.1	Potri.007G062242.3	13242	14694	15092	12856	10930	13368	15596	12768
WUAT02009619.1	Potri.004G210400.4	588	534	608	498	420	492	422	848
WUAT02009623.1	Potri.006G170700.4	33048	32046	47652	36182	31670	42300	32252	44598
WUAT02009626.1	Potri.010G063800.1	11276	9784	12816	7416	14380	14160	14396	9228
WUAT02009627.1	Potri.011G113575.1	16138	23522	25506	22548	12822	16158	17790	21568
WUAT02009631.1	Potri.016G117500.5	11858	16162	14086	14254	9768	16506	18132	19820
WUAT02009634.1	Potri.011G166400.1	13672	18788	20720	19536	16208	24312	17662	22234
WUAT02009636.1	Potri.002G122600.1	41890	19342	21672	21226	16494	47348	38780	38666
WUAT02009638.1	Potri.011G075051.1	12066	11688	10350	12566	11756	14128	12310	14402
WUAT02009640.1	Potri.001G466000.2	1530	2748	1698	1474	1704	2370	1502	1926
WUAT02009641.1	Potri.008G195200.4	39296	36844	34808	42602	32824	36402	27628	26124
WUAT02009649.1	Potri.006G116000.6	22144	29202	22388	26532	20474	32578	24116	32036
WUAT02009659.1	Potri.013G140260.3	23246	24172	21484	25412	15078	20788	23408	34420
WUAT02009663.1	Potri.015G092900.1	71162	84264	76652	75878	61068	78412	69450	95036
WUAT02009667.1	Potri.015G067400.1	8638	12956	12052	12180	13686	12418	12256	14870
WUAT02009670.1	Potri.013G061200.1	656	2424	984	2232	3044	2200	950	764
WUAT02009671.1	Potri.012G031250.1	2058	5020	846	2016	1436	604	678	1436
WUAT02009674.1	Potri.010G211100.6	25004	26942	27998	30886	22728	33050	23390	35788
WUAT02009676.1	Potri.006G046900.4	34650	38980	31096	40588	29244	47632	46426	51664
WUAT02009679.1	Potri.012G099300.1	2	8	6	2	4	2	8	6
WUAT02009680.1	Potri.008G224210.1	4302	6764	4090	4714	3556	4492	5460	6308
WUAT02009681.1	Potri.007G086700.5	14280	13592	15102	14588	14792	23036	13504	27172
WUAT02009692.1	Potri.008G224210.1	760	2860	3498	2892	4748	822	1922	170
WUAT02009697.1	Potri.010G052500.1	952	1316	1230	1068	912	1490	1006	1098
WUAT02009703.1	Potri.001G129100.6	10570	7694	11566	10356	10386	14846	10924	13022
WUAT02009707.1	Potri.001G233400.10	13796	13882	13916	14900	12580	17196	12774	19282
WUAT02009708.1	Potri.011G074301.1	8700	19934	12786	18598	6952	7952	5124	8860
WUAT02009709.1	Potri.013G141700.4	2	14	8	64	12	74	20	10
WUAT02009712.1	Potri.012G031250.1	6014	6062	3918	6442	5938	7326	5724	8024
WUAT02009717.1	Potri.010G038700.15	22234	25516	24858	24236	20528	34074	27804	29380
WUAT02009718.1	Potri.019G054200.3	15558	18224	13468	16240	13378	17280	14894	15620
WUAT02009721.1	Potri.008G081700.1	105772	73134	58948	85558	71000	114508	85260	68134
WUAT02009726.1	Potri.017G033300.2	15090	18774	12420	16898	16022	21128	16762	20886
WUAT02009730.1	Potri.013G133550.2	130214	157952	144050	164088	127244	210930	152642	205700
WUAT02009731.1	Potri.013G158600.4	24534	33666	24594	33324	26700	26872	33664	32116
WUAT02009734.1	Potri.001G312800.7	4894	14462	2246	23278	7422	2144	2052	4064
WUAT02009735.1	Potri.001G351400.1	2406	2582	4504	2984	2524	3516	2048	4182
WUAT02009736.1	Potri.004G168400.1	156	110	208	116	186	136	118	202
WUAT02009738.1	Potri.004G034100.1	852	2208	228	392	930	1484	1280	1264
WUAT02009739.1	Potri.004G125150.1	10570	14090	13918	14920	10088	16442	12340	18710
WUAT02009740.1	Potri.010G200200.7	218	594	388	386	430	770	222	378
WUAT02009743.1	Potri.002G105100.1	346	392	476	376	578	498	572	732
WUAT02009744.1	Potri.013G139112.2	26966	28250	9560	17774	17844	32238	47566	26608
WUAT02009752.1	Potri.017G075200.1	11818	15014	11242	13406	10000	12902	12232	18708
WUAT02009753.1	Potri.006G148600.2	12912	17776	15662	14258	13754	16128	13460	17452
WUAT02009757.1	Potri.013G139112.1	30382	28084	35356	39380	27694	48828	49624	48798
WUAT02009762.1	Potri.014G171800.1	52760	62122	119480	60340	61082	65254	64738	93446
WUAT02009771.1	Potri.015G066000.4	628	388	1032	1258	872	890	956	2182
WUAT02009779.1	Potri.011G129350.2	6486	4082	4036	6232	2546	4144	4766	3690
WUAT02009780.1	Potri.013G143400.2	92	118	158	144	168	54	100	102
WUAT02009781.1	Potri.001G051900.1	4362	7264	2600	5008	4066	3344	3864	5438
WUAT02009785.1	Potri.002G089400.4	82	130	88	32	92	28	98	110
WUAT02009786.1	Potri.019G053100.2	22062	27212	25356	26390	20976	19010	18132	24636
WUAT02009790.1	Potri.012G066900.5	18590	24466	24654	24116	21424	30970	23130	27562
WUAT02009791.1	Potri.012G019700.1	14624	22742	55742	24504	21790	26620	12960	34978
WUAT02009793.1	Potri.005G241500.1	18028	18538	15836	19492	16098	19314	15614	18746
WUAT02009798.1	Potri.017G050400.2	4614	7784	9406	6664	5230	5610	4460	7490
WUAT02009800.1	Potri.013G143400.2	22	56	8	46	80	60	8	26
WUAT02009802.1	Potri.016G135200.1	67320	84128	100198	81442	78342	83618	66742	77294
WUAT02009807.1	Potri.018G023100.2	19242	25792	20188	21074	18800	22414	16348	28958
WUAT02009820.1	Potri.007G119300.5	22612	28342	34082	25956	28372	34146	30720	42520
WUAT02009822.1	Potri.001G283200.1	62100	65586	71622	73150	49764	71218	63252	97904
WUAT02009824.1	Potri.011G098400.1	11162	12236	14512	11830	10020	13112	12804	14152
WUAT02009827.1	Potri.007G085000.1	212	724	18	38	58	4	12	12
WUAT02009829.1	Potri.001G405500.1	40656	41952	27258	43994	30050	42168	36416	46946
WUAT02009833.1	Potri.001G312800.7	1160	1496	1100	1352	1070	1524	1480	2126
WUAT02009835.1	Potri.010G052500.1	62	262	332	190	160	80	114	22
WUAT02009838.1	Potri.007G127300.1	18130	17234	9586	17668	18394	23174	13138	16486
WUAT02009839.1	Potri.008G036500.1	5132	6816	724	3668	628	1148	1010	2018
WUAT02009841.1	Potri.013G088025.1	520	654	1018	534	1626	790	784	1552
WUAT02009845.1	Potri.001G277800.2	0	0	0	0	6	0	0	0
WUAT02009846.1	Potri.006G163301.1	2442	3958	2734	9402	2888	11902	4396	2720
WUAT02009848.1	Potri.005G118800.3	7754	10378	6972	8622	6228	8310	6546	8882
WUAT02009851.1	Potri.011G074150.1	18358	18060	9528	15730	8538	12418	12792	20204
WUAT02009852.1	Potri.010G170100.2	5394	5400	6386	6830	5928	7680	8026	8936
WUAT02009855.1	Potri.001G004800.1	2	8	6	6	4	0	4	6
WUAT02009856.1	Potri.018G019100.1	39658	53838	55750	50658	42750	59824	50056	64158
WUAT02009865.1	Potri.005G092700.8	17974	19732	16906	17314	17508	20194	16300	23870
WUAT02009868.1	Potri.002G124200.1	56806	61526	58152	62850	57260	66056	65640	73500
WUAT02009869.1	Potri.013G086100.1	8134	10890	9282	9004	4536	7670	7370	13524
WUAT02009874.1	Potri.004G190900.3	437326	319624	280480	457212	473032	553514	323678	329494
WUAT02009877.1	Potri.010G119500.1	4	22	20	4	4	4	8	28
WUAT02009878.1	Potri.010G052500.1	8268	9096	8450	8232	7924	11340	13314	11996
WUAT02009880.1	Potri.010G237900.2	31224	30022	39888	51954	27472	37088	32790	51794
WUAT02009881.1	Potri.013G044300.9	16152	12278	16890	15020	15424	16506	16696	26174
WUAT02009887.1	Potri.012G071600.7	11954	14476	13830	14880	10418	12786	12468	16146
WUAT02009888.1	Potri.013G143400.2	232	336	128	190	116	170	208	316
WUAT02009891.1	Potri.013G142336.1	30	6	30	12	8	18	4	16
WUAT02009892.1	Potri.014G077800.2	12268	14642	9944	14612	10728	40266	32948	16356
WUAT02009893.1	Potri.005G113600.4	180	204	286	276	86	234	224	144
WUAT02009897.1	Potri.012G055100.1	7174	7680	7592	6650	6002	6564	6408	9354
WUAT02009901.1	Potri.013G088800.3	3616	6910	7120	6950	4882	7720	6074	10180
WUAT02009910.1	Potri.001G215800.1	17894	22450	20626	21064	19640	23434	22316	29014
WUAT02009913.1	Potri.007G060900.1	76964	83386	63306	89430	58858	86864	63252	113140
WUAT02009914.1	Potri.006G261900.2	9948	13588	18568	13958	9946	27878	14358	27634
WUAT02009916.1	Potri.018G148800.1	25188	31294	20782	28908	20358	26388	19906	32726
WUAT02009919.1	Potri.013G139112.1	36684	33070	22508	38288	28346	35006	27948	31984
WUAT02009920.1	Potri.016G023100.9	28658	35096	35114	31524	26774	39578	27986	50830
WUAT02009923.1	Potri.006G275600.2	5022	6792	3916	5980	4808	6214	4756	8442
WUAT02009924.1	Potri.006G014800.1	38208	48484	30924	47904	44638	51866	29586	55140
WUAT02009925.1	Potri.013G138000.1	11790	12194	10410	13228	12424	19624	13520	20022
WUAT02009932.1	Potri.012G101301.1	136	164	152	158	94	314	430	346
WUAT02009933.1	Potri.016G030800.4	50060	44478	37514	57596	63364	92832	68314	57680
WUAT02009937.1	Potri.015G141700.4	24996	22388	18642	17324	22156	29882	23240	33628
WUAT02009941.1	Potri.015G065001.1	17050	15666	19038	18508	17266	25518	28448	32500
WUAT02009946.1	Potri.001G312800.7	2544	2252	1194	1196	1468	1368	6608	6978
WUAT02009948.1	Potri.008G121500.1	246	498	372	326	598	224	348	754
WUAT02009952.1	Potri.005G106000.1	2296	2216	1896	2872	2508	3118	2306	3248
WUAT02009953.1	Potri.017G077300.2	79206	99416	91508	97024	68986	88000	78320	117302
WUAT02009955.1	Potri.017G093200.2	43282	53906	42300	41022	39112	51656	47390	68062
WUAT02009956.1	Potri.001G090300.1	12612	19496	13038	16212	17440	17040	9024	13168
WUAT02009957.1	Potri.002G137000.5	4076	5506	4478	4042	3538	3658	3608	5810
WUAT02009960.1	Potri.013G142232.5	1494	1134	1264	1394	1050	858	1024	1418
WUAT02009964.1	Potri.006G158600.1	92006	113738	91642	110588	85652	120612	103754	144152
WUAT02009969.1	Potri.014G142000.4	25480	19144	13098	16504	20708	14278	12890	25422
WUAT02009971.1	Potri.005G202700.1	2962	2688	1498	2308	2362	3528	2590	2848
WUAT02009973.1	Potri.005G154836.1	4810	5968	5010	6678	3806	5094	3706	6080
WUAT02009978.1	Potri.001G095800.1	32572	65812	79290	60768	27922	52154	38752	63216
WUAT02009979.1	Potri.004G084233.1	5586	6100	2854	3652	6420	3564	3710	5572
WUAT02009980.1	Potri.008G208000.1	22566	17014	17206	15764	17768	33170	26046	29224
WUAT02009981.1	Potri.006G038400.4	248	410	702	694	254	604	292	328
WUAT02009982.1	Potri.008G112900.1	44842	47156	38890	43406	41926	44680	48194	59712
WUAT02009986.1	Potri.019G082000.5	21958	26928	18084	24310	18826	22352	11086	25520
WUAT02009987.1	Potri.007G062582.1	4	26	36	8	10	14	20	16
WUAT02009988.1	Potri.008G224138.1	8696	10670	9742	10506	8242	11458	13342	10936
WUAT02009992.1	Potri.001G409900.5	17830	15720	15228	17458	13206	17010	17092	19106
WUAT02009997.1	Potri.013G143400.2	80	66	110	50	32	80	66	188
WUAT02010000.1	Potri.005G084400.1	5960	6628	7552	7820	6314	8108	7972	8852
WUAT02010001.1	Potri.007G062482.1	32	14	6	4	28	0	18	40
WUAT02010004.1	Potri.001G222700.1	1488	1766	1420	1824	1478	2510	2092	2338
WUAT02010009.1	Potri.010G221301.1	7276	10714	11450	11860	9360	11428	11516	13348
WUAT02010014.1	Potri.008G191400.1	19358	22532	14936	22614	15728	20542	19120	23848
WUAT02010017.1	Potri.013G143400.2	48	26	40	14	40	16	6	34
WUAT02010018.1	Potri.008G221801.2	2122	1652	772	1996	848	910	2344	3086
WUAT02010019.1	Potri.007G061861.1	4	158	54	122	124	90	0	140
WUAT02010023.1	Potri.019G066200.2	30	100	88	46	96	104	120	112
WUAT02010024.1	Potri.001G294700.1	11232	11318	14182	10494	19230	33274	16742	18660
WUAT02010027.1	Potri.011G117500.1	13126	15166	10688	13206	12524	13786	13922	15972
WUAT02010029.1	Potri.009G026800.2	42	102	34	52	168	36	132	36
WUAT02010032.1	Potri.001G312800.9	1048	1198	1386	934	956	1016	1030	1250
WUAT02010034.1	Potri.001G312800.9	1698	2560	2568	2682	2446	3776	2572	3488
WUAT02010036.1	Potri.001G458600.2	11266	13186	6756	13144	9578	12770	10908	17670
WUAT02010037.1	Potri.013G057900.2	11950	5478	3388	4116	4578	6592	6594	6420
WUAT02010041.1	Potri.005G172200.3	940	1354	1820	1550	1462	1896	1192	2100
WUAT02010045.1	Potri.001G030900.5	5910	7152	5424	6632	6622	11512	6852	12462
WUAT02010054.1	Potri.012G071600.7	236240	272864	138242	261602	189150	165164	146214	158600
WUAT02010058.1	Potri.003G100600.1	1820	1574	1816	1416	1582	1594	1454	3182
WUAT02010059.1	Potri.013G142232.6	1752	1338	1194	1890	1310	2034	1390	1996
WUAT02010061.1	Potri.004G219300.2	5008	4932	4990	6218	5198	5182	6036	7484
WUAT02010064.1	Potri.013G143400.2	5234	8666	6848	8582	5350	8014	5936	8678
WUAT02010065.1	Potri.017G099500.2	12	6	0	2	0	8	4	12
WUAT02010067.1	Potri.015G131100.5	6506	8492	18188	11948	12756	17650	12376	12696
