Gene_ID	explevel_log	subject_id
WUAT02010225.1	9.23712039025558	Potri.010G052500.1
WUAT02010226.1	10.5725163420038	Potri.004G167500.1
WUAT02010229.1	10.017241659041	Potri.013G143400.2
WUAT02010230.1	7.99012498260036	Potri.002G090400.2
WUAT02010232.1	8.46968757931179	Potri.008G038600.1
WUAT02010234.1	9.8916130156959	Potri.006G164050.1
WUAT02010235.1	10.0941180929944	Potri.010G033800.2
WUAT02010236.1	9.49816839296246	Potri.004G125000.12
WUAT02010238.1	6.93388607199271	Potri.003G197101.1
WUAT02010240.1	2.64049534258758	Potri.013G137077.1
WUAT02010244.1	3.64278364418686	Potri.018G111600.3
WUAT02010249.1	7.23328180666712	Potri.001G001500.5
WUAT02010252.1	10.7420619818773	Potri.013G142332.1
WUAT02010255.1	11.0184189486504	Potri.009G131200.2
WUAT02010257.1	8.25428713027664	Potri.013G143400.2
WUAT02010261.1	9.21742779806013	Potri.014G185948.1
WUAT02010265.1	4.80626598967537	Potri.001G312800.7
WUAT02010266.1	5.71101364996725	Potri.013G138000.1
WUAT02010279.1	12.3810090873332	Potri.009G085100.2
WUAT02010283.1	5.3430157915835	Potri.005G161366.1
WUAT02010285.1	7.34102136573803	Potri.006G243300.3
WUAT02010288.1	8.86166820085117	Potri.007G062061.1
WUAT02010290.1	6.39044907338143	Potri.012G031250.1
WUAT02010291.1	8.15309788855139	Potri.012G105900.4
WUAT02010293.1	10.8007079076336	Potri.001G342800.1
WUAT02010294.1	10.1653906099325	Potri.003G006200.7
WUAT02010295.1	7.11317132752035	Potri.015G061001.5
WUAT02010301.1	10.3783922491414	Potri.013G143400.2
WUAT02010306.1	10.1054678444076	Potri.005G108300.3
WUAT02010311.1	10.7144847483119	Potri.016G061700.4
WUAT02010315.1	7.30452824238556	Potri.013G143400.2
WUAT02010317.1	8.82509304543471	Potri.019G014100.1
WUAT02010318.1	1.78802820444591	Potri.013G133550.2
WUAT02010319.1	11.1832651852869	Potri.013G132100.1
WUAT02010324.1	9.48743874673556	Potri.017G085400.7
WUAT02010325.1	4.18108058059938	Potri.007G061941.1
WUAT02010329.1	8.52139427938616	Potri.014G136300.1
WUAT02010330.1	10.9830380623072	Potri.014G072600.2
WUAT02010331.1	5.50219880276429	Potri.019G100901.1
WUAT02010333.1	9.83431621455178	Potri.016G061700.4
WUAT02010335.1	0.745511249561553	Potri.010G052500.1
WUAT02010337.1	10.2359944367717	Potri.006G041500.1
WUAT02010342.1	11.4203795297905	Potri.002G038000.3
WUAT02010343.1	5.21479504682583	Potri.001G441040.1
WUAT02010348.1	10.4242533954222	Potri.005G107600.7
WUAT02010349.1	9.7766193320792	Potri.013G021200.10
WUAT02010351.1	10.7667843401824	Potri.011G154500.1
WUAT02010352.1	8.1449496602423	Potri.010G052500.1
WUAT02010360.1	11.3564612547609	Potri.008G047900.1
WUAT02010364.1	7.88538644884164	Potri.013G113500.1
WUAT02010367.1	2.89500624856812	Potri.007G061861.1
WUAT02010369.1	8.20068473260831	Potri.001G312800.9
WUAT02010372.1	4.58659537830177	Potri.001G312800.7
WUAT02010373.1	10.1805070894286	Potri.008G121000.3
WUAT02010377.1	9.4324592681778	Potri.010G204300.1
WUAT02010378.1	8.64031363845086	Potri.013G083000.1
WUAT02010387.1	9.28578905243718	Potri.006G154200.1
WUAT02010389.1	5.46153857172394	Potri.010G141000.1
WUAT02010392.1	10.4806271385784	Potri.003G201200.4
WUAT02010393.1	9.64948640091943	Potri.010G160700.3
WUAT02010394.1	8.8354801201284	Potri.010G093200.3
WUAT02010396.1	12.3436199262153	Potri.011G132600.1
WUAT02010397.1	10.5485419663357	Potri.017G128300.2
WUAT02010400.1	4.4905671641845	Potri.006G229300.1
WUAT02010401.1	8.34105775630218	Potri.004G032800.2
WUAT02010402.1	11.8012112156647	Potri.006G259400.7
WUAT02010405.1	12.2649236151653	Potri.001G320400.2
WUAT02010410.1	10.2068333309962	Potri.002G110700.5
WUAT02010414.1	7.87768877455597	Potri.013G142232.5
WUAT02010415.1	9.49856615399945	Potri.015G096300.1
WUAT02010418.1	9.31450172719975	Potri.001G206700.1
WUAT02010430.1	7.62844428979169	Potri.011G074150.1
WUAT02010432.1	8.34536465037073	Potri.003G198301.2
WUAT02010434.1	9.25966443243954	Potri.008G117000.1
WUAT02010436.1	9.04857075771693	Potri.015G096000.4
WUAT02010437.1	8.79779430782414	Potri.013G162700.1
WUAT02010438.1	9.9579644545157	Potri.001G042600.1
WUAT02010441.1	10.0527485939761	Potri.014G154900.1
WUAT02010443.1	9.57491943654883	Potri.003G111600.3
WUAT02010445.1	9.39677447529983	Potri.013G068400.16
WUAT02010446.1	8.62398310989399	Potri.001G312800.9
WUAT02010450.1	7.38801533722597	Potri.009G134300.12
WUAT02010453.1	8.49774634051568	Potri.004G084233.1
WUAT02010455.1	9.63832563852747	Potri.017G013500.1
WUAT02010459.1	9.15785357772316	Potri.008G145600.1
WUAT02010462.1	1.31891305514746	Potri.007G062582.1
WUAT02010465.1	2.90487695552469	Potri.002G208251.1
WUAT02010468.1	9.80881291057811	Potri.008G130400.1
WUAT02010469.1	9.48276189513058	Potri.016G144100.3
WUAT02010472.1	11.3680634905574	Potri.015G131100.5
WUAT02010473.1	7.95056065430591	Potri.005G212700.1
WUAT02010474.1	8.50589222648815	Potri.004G032800.2
WUAT02010477.1	10.0770071195058	Potri.013G143400.2
WUAT02010483.1	7.85182649454838	Potri.001G412700.1
WUAT02010485.1	8.00534010269758	Potri.T077590.1
WUAT02010486.1	8.51754068283258	Potri.006G241000.6
WUAT02010487.1	10.1269063130342	Potri.005G087300.1
WUAT02010489.1	8.05828134688849	Potri.005G109000.1
WUAT02010492.1	7.02475470900586	Potri.001G342933.1
WUAT02010495.1	6.51366699420253	Potri.016G014000.1
WUAT02010496.1	1.90845766749578	Potri.014G185948.1
WUAT02010500.1	10.7174937684619	Potri.010G052500.1
WUAT02010503.1	11.0168046991373	Potri.006G181900.3
WUAT02010513.1	11.4751323439384	Potri.001G267900.2
WUAT02010522.1	11.405384014567	Potri.002G226800.3
WUAT02010526.1	10.8028369087429	Potri.005G200000.6
WUAT02010527.1	8.67833837019571	Potri.001G302000.4
WUAT02010528.1	6.95016100418886	Potri.008G083200.6
WUAT02010531.1	11.5545348010087	Potri.013G027600.2
WUAT02010536.1	10.3999307534686	Potri.016G059700.3
WUAT02010539.1	4.81027025186096	Potri.010G231500.1
WUAT02010540.1	10.0614722332728	Potri.009G149100.1
WUAT02010542.1	7.73042518179585	Potri.014G176500.1
WUAT02010545.1	11.466094920752	Potri.014G170300.8
WUAT02010549.1	7.80541354037505	Potri.013G163000.1
WUAT02010550.1	8.17520016274239	Potri.007G062081.1
WUAT02010551.1	7.56977799578423	Potri.007G062302.2
WUAT02010552.1	8.07384223498846	Potri.013G067400.1
WUAT02010553.1	9.61279226735099	Potri.013G140260.3
WUAT02010557.1	11.2531960865639	Potri.001G087800.3
WUAT02010560.1	2.74443548733286	Potri.019G103500.1
WUAT02010567.1	7.69994322045956	Potri.016G053500.1
WUAT02010568.1	7.45383588999849	Potri.007G108200.1
WUAT02010571.1	10.172340995527	Potri.018G146300.1
WUAT02010572.1	8.85107610508283	Potri.010G022000.6
WUAT02010573.1	9.2268226191905	Potri.004G098700.1
WUAT02010576.1	11.0199969210273	Potri.012G088300.6
WUAT02010579.1	1.27271362419398	Potri.014G185948.1
WUAT02010581.1	11.0194575638461	Potri.002G232600.2
WUAT02010587.1	10.4285247054364	Potri.013G133550.2
WUAT02010590.1	8.86955171554094	Potri.010G208400.1
WUAT02010594.1	9.7650863217528	Potri.009G170100.2
WUAT02010595.1	3.15433750382127	Potri.013G142232.5
WUAT02010599.1	6.52417983822965	Potri.005G047550.1
WUAT02010603.1	8.89708332890216	Potri.009G143200.2
WUAT02010608.1	8.90055705522842	Potri.008G146100.1
WUAT02010612.1	10.0670045279279	Potri.007G061781.1
WUAT02010614.1	4.13373101164883	Potri.013G133550.2
WUAT02010615.1	7.56028356606902	Potri.013G141700.3
WUAT02010617.1	7.70681516823694	Potri.001G312800.9
WUAT02010618.1	9.13784816632249	Potri.016G088600.1
WUAT02010619.1	6.09394347732104	Potri.015G056501.3
WUAT02010621.1	11.0651665225507	Potri.018G066200.1
WUAT02010622.1	10.9398943753898	Potri.016G080600.1
WUAT02010628.1	1.41753093402141	Potri.013G139112.2
WUAT02010629.1	7.21091065876551	Potri.007G001300.1
WUAT02010630.1	7.85856761204844	Potri.013G143400.2
WUAT02010635.1	7.76749192702605	Potri.018G025000.3
WUAT02010639.1	9.82347595492012	Potri.008G048900.6
WUAT02010644.1	8.89817281913698	Potri.013G133550.2
WUAT02010645.1	7.13903050647099	Potri.014G185948.1
WUAT02010649.1	10.5520457559918	Potri.006G017400.1
WUAT02010657.1	10.2334424637266	Potri.008G219000.4
WUAT02010661.1	8.77874442652869	Potri.013G141912.1
WUAT02010666.1	10.4624699829914	Potri.003G131300.1
WUAT02010668.1	10.8094332551748	Potri.001G216900.2
WUAT02010676.1	2.28165318642391	Potri.006G260100.4
WUAT02010680.1	7.05149389274863	Potri.001G312800.7
WUAT02010684.1	8.75691058983449	Potri.013G031700.2
WUAT02010685.1	8.69557757436805	Potri.002G224000.2
WUAT02010693.1	10.9278801638056	Potri.010G137400.2
WUAT02010696.1	1.72727747579109	Potri.003G014176.1
WUAT02010698.1	8.0245255817035	Potri.004G145500.11
WUAT02010699.1	5.26926816700392	Potri.001G441040.1
WUAT02010702.1	9.13399253265326	Potri.006G103400.3
WUAT02010704.1	3.17810075478471	Potri.013G074950.1
WUAT02010707.1	10.3908335278245	Potri.005G082901.1
WUAT02010711.1	7.03479246743655	Potri.003G060300.3
WUAT02010713.1	8.22290871877026	Potri.001G335200.1
WUAT02010720.1	11.7565818022861	Potri.001G012200.7
WUAT02010721.1	9.74337832401276	Potri.013G138201.1
WUAT02010724.1	9.3341361538688	Potri.007G033000.5
WUAT02010729.1	8.05105552536882	Potri.007G061981.1
WUAT02010733.1	9.24121793714436	Potri.014G177700.1
WUAT02010738.1	9.15613199755488	Potri.001G312800.7
WUAT02010739.1	7.07712818057667	Potri.012G031250.1
WUAT02010742.1	9.72398324270235	Potri.002G089800.2
WUAT02010743.1	10.0618005494677	Potri.T124307.2
WUAT02010747.1	9.92240841625479	Potri.010G236100.4
WUAT02010748.1	9.47345149061883	Potri.014G052400.1
WUAT02010749.1	9.82040165986013	Potri.004G209800.15
WUAT02010760.1	5.30967830231269	Potri.003G045500.1
WUAT02010761.1	10.8945055138999	Potri.015G048300.1
WUAT02010762.1	10.1120589006678	Potri.019G083000.1
WUAT02010765.1	11.5419447657257	Potri.001G052500.1
WUAT02010774.1	8.57239472293368	Potri.004G084800.9
WUAT02010775.1	9.23346847888591	Potri.005G195300.1
WUAT02010778.1	6.49583224719229	Potri.013G029300.2
WUAT02010779.1	6.02701919494127	Potri.007G061861.1
WUAT02010781.1	5.4884079893506	Potri.001G312800.9
WUAT02010783.1	9.2027869270392	Potri.013G133550.2
WUAT02010788.1	10.7508542668444	Potri.013G004600.3
WUAT02010789.1	8.78432037889182	Potri.009G078000.2
WUAT02010790.1	4.74470196932868	Potri.006G154500.1
WUAT02010792.1	11.8650557499462	Potri.001G472700.1
WUAT02010797.1	10.6359729664012	Potri.012G058400.2
WUAT02010801.1	10.7243557377639	Potri.001G165000.1
WUAT02010803.1	9.84701604608567	Potri.010G081800.1
WUAT02010805.1	11.9671866503818	Potri.015G060300.1
WUAT02010806.1	5.80604396899715	Potri.013G137077.1
WUAT02010810.1	8.38475386130755	Potri.014G150300.1
WUAT02010812.1	1.43089622246218	Potri.018G068200.2
WUAT02010814.1	10.468743255352	Potri.019G087700.1
WUAT02010815.1	11.6261527180494	Potri.013G144700.1
WUAT02010819.1	10.9495504027023	Potri.004G084900.1
WUAT02010823.1	8.36876043470599	Potri.013G162300.1
WUAT02010832.1	7.70833503557512	Potri.017G083200.6
WUAT02010833.1	10.9194215158616	Potri.004G174700.8
WUAT02010834.1	8.71737265920104	Potri.005G213300.6
WUAT02010836.1	4.97393064593504	Potri.007G115300.1
WUAT02010844.1	3.99766550045958	Potri.017G029900.1
WUAT02010846.1	10.7072111997593	Potri.005G024100.1
WUAT02010851.1	6.75674264895204	Potri.011G074750.3
WUAT02010855.1	7.52251770387183	Potri.013G143400.2
WUAT02010857.1	9.71104980379792	Potri.010G080700.6
WUAT02010859.1	10.3012084599784	Potri.004G140301.1
WUAT02010860.1	7.52236386212329	Potri.007G061861.1
WUAT02010864.1	11.8914815991646	Potri.005G169100.6
WUAT02010866.1	1.98885494434312	Potri.013G140260.3
WUAT02010868.1	8.53133847802769	Potri.013G108600.4
WUAT02010869.1	9.53250587761335	Potri.018G132000.1
WUAT02010877.1	8.59535670253517	Potri.015G003000.9
WUAT02010878.1	8.84772178724411	Potri.001G144700.1
WUAT02010882.1	10.34755019649	Potri.013G141700.4
WUAT02010886.1	10.3853370317378	Potri.004G035600.3
WUAT02010891.1	10.7751514671474	Potri.006G193700.1
WUAT02010892.1	9.48227913168571	Potri.010G042200.5
WUAT02010894.1	11.0282598397868	Potri.002G048300.6
WUAT02010896.1	9.11675961078187	Potri.014G140500.2
WUAT02010904.1	8.6132851657828	Potri.011G074401.1
WUAT02010905.1	11.3267271891557	Potri.003G151300.2
WUAT02010906.1	8.74937423914816	Potri.013G074650.1
WUAT02010909.1	7.41255852914801	Potri.010G052500.1
WUAT02010920.1	7.86851372577218	Potri.014G083800.1
WUAT02010923.1	7.64773907487494	Potri.001G158000.4
WUAT02010924.1	7.74040384287548	Potri.009G073300.1
WUAT02010927.1	11.1677118014763	Potri.001G258900.3
WUAT02010928.1	9.97399901284883	Potri.008G096000.9
WUAT02010933.1	9.25386971453293	Potri.001G060800.1
WUAT02010937.1	9.93438935860538	Potri.011G111400.2
WUAT02010940.1	10.2079869187272	Potri.012G055100.1
WUAT02010943.1	2.41844848483512	Potri.001G152150.1
WUAT02010945.1	9.82561757254568	Potri.006G253500.5
WUAT02010954.1	10.1640858984662	Potri.001G417300.1
WUAT02010955.1	5.24667300131708	Potri.013G143400.2
WUAT02010959.1	7.88583352984086	Potri.013G142124.1
WUAT02010963.1	10.2290940596	Potri.013G143400.2
WUAT02010967.1	9.05694606860006	Potri.006G062200.1
WUAT02010971.1	7.95596944293627	Potri.011G074901.1
WUAT02010972.1	9.94603425623411	Potri.001G189500.6
WUAT02010977.1	9.925684912004	Potri.006G109700.6
WUAT02010981.1	10.1042163665695	Potri.001G342933.1
WUAT02010990.1	10.9488867804657	Potri.012G031250.1
WUAT02010994.1	7.58859271151358	Potri.012G110800.1
WUAT02010995.1	8.4468711105446	Potri.001G346200.1
WUAT02010997.1	8.36414736923938	Potri.018G040200.2
WUAT02010999.1	8.92325525982174	Potri.010G217700.1
WUAT02011001.1	7.59114864980042	Potri.018G150600.2
WUAT02011004.1	5.87996013096384	Potri.004G125150.1
WUAT02011006.1	7.39621004453181	Potri.019G054000.1
WUAT02011008.1	10.3686102111263	Potri.008G186900.11
WUAT02011012.1	10.3102930291474	Potri.014G147100.1
WUAT02011013.1	10.027172504871	Potri.005G108500.1
WUAT02011018.1	3.11553713454276	Potri.013G143400.2
WUAT02011020.1	10.7774254383632	Potri.017G081100.3
WUAT02011022.1	9.44247937314933	Potri.003G062600.2
WUAT02011031.1	8.22922316173282	Potri.004G084800.9
WUAT02011040.1	4.97724853267523	Potri.013G133550.2
WUAT02011044.1	6.24700552259261	Potri.019G068200.1
WUAT02011045.1	5.82543918923803	Potri.016G061900.2
WUAT02011047.1	7.79570590744404	Potri.005G041101.3
WUAT02011049.1	7.29215288084686	Potri.012G086400.3
WUAT02011050.1	9.82951644725683	Potri.003G123200.1
WUAT02011053.1	9.89870238611406	Potri.006G244900.2
WUAT02011062.1	8.60487269297476	Potri.001G458700.1
WUAT02011064.1	9.22194365470719	Potri.013G128100.3
WUAT02011066.1	9.15347045736053	Potri.003G202300.3
WUAT02011071.1	9.19560983068573	Potri.009G037600.1
WUAT02011076.1	10.4620979542383	Potri.012G061900.11
WUAT02011077.1	9.68630761154934	Potri.007G094900.6
WUAT02011081.1	8.11610791577496	Potri.009G083100.1
WUAT02011083.1	9.4697814552889	Potri.008G060200.1
WUAT02011085.1	9.32675719504647	Potri.012G071600.7
WUAT02011094.1	9.11052547253671	Potri.002G176100.2
WUAT02011095.1	7.676252002809	Potri.011G074100.1
WUAT02011097.1	8.33113539160693	Potri.009G090300.2
WUAT02011102.1	11.7302635109305	Potri.009G041400.7
WUAT02011103.1	7.68727192480777	Potri.001G275604.1
WUAT02011106.1	7.53909178580121	Potri.013G067500.1
WUAT02011108.1	8.02250367623807	Potri.004G137100.2
WUAT02011111.1	7.79078083031119	Potri.013G138201.1
WUAT02011114.1	9.6173992949392	Potri.018G003100.1
WUAT02011116.1	8.00170815136259	Potri.013G066640.1
WUAT02011117.1	11.9514261921834	Potri.013G128600.5
WUAT02011125.1	9.96583251260884	Potri.001G027400.1
WUAT02011126.1	7.04521891178764	Potri.001G312800.7
WUAT02011129.1	10.1479379907827	Potri.012G078600.1
WUAT02011130.1	8.15937416764405	Potri.013G013900.4
WUAT02011138.1	9.08430412784214	Potri.013G133550.1
WUAT02011139.1	8.41917422485624	Potri.009G038001.2
WUAT02011143.1	10.9677854389852	Potri.010G222000.7
WUAT02011144.1	9.41694154339283	Potri.019G116866.1
WUAT02011148.1	10.5363234703619	Potri.012G111800.2
WUAT02011152.1	8.5053234984825	Potri.016G110900.1
WUAT02011156.1	12.3694208260229	Potri.017G090800.3
WUAT02011157.1	6.21147228175043	Potri.014G185804.1
WUAT02011158.1	7.14602922056497	Potri.001G312800.7
WUAT02011160.1	2.30623949144467	Potri.001G312800.7
WUAT02011161.1	11.0637693109672	Potri.002G205700.1
WUAT02011163.1	6.15284740628734	Potri.014G169100.2
WUAT02011170.1	7.7035152574927	Potri.007G062602.1
WUAT02011171.1	8.56292754088907	Potri.008G046500.1
WUAT02011174.1	8.96125652185702	Potri.005G239900.1
WUAT02011179.1	9.60828918846874	Potri.001G312800.9
WUAT02011185.1	9.61353966329195	Potri.003G120600.1
WUAT02011188.1	9.51879537525038	Potri.003G072300.10
WUAT02011190.1	9.62131165435654	Potri.005G066600.4
WUAT02011191.1	10.6804892501396	Potri.004G049400.1
WUAT02011196.1	11.1857432375684	Potri.019G082500.3
WUAT02011202.1	8.03368558833665	Potri.001G312800.7
WUAT02011206.1	10.7737741807095	Potri.005G203000.4
WUAT02011209.1	11.1335638797084	Potri.010G059550.1
WUAT02011211.1	10.2518699134032	Potri.016G087900.1
WUAT02011214.1	8.266464346187	Potri.008G147700.1
WUAT02011216.1	10.3346802078927	Potri.002G114200.1
WUAT02011217.1	9.25208111873933	Potri.010G173600.3
WUAT02011221.1	10.1411624440135	Potri.010G153000.2
WUAT02011226.1	8.03059795431324	Potri.006G130900.3
WUAT02011233.1	11.6384527243146	Potri.001G312800.7
WUAT02011238.1	7.90532869629555	Potri.001G042700.1
WUAT02011239.1	5.8134668344864	Potri.011G159000.1
WUAT02011240.1	11.054778957852	Potri.007G060600.1
WUAT02011242.1	11.2806891436088	Potri.011G122400.2
WUAT02011251.1	9.44558450508693	Potri.003G074500.1
WUAT02011252.1	2.73764711090892	Potri.010G044700.2
WUAT02011256.1	8.38725899345303	Potri.007G061921.2
WUAT02011260.1	8.24150736161637	Potri.007G062001.1
WUAT02011261.1	5.70325102115364	Potri.008G221801.2
WUAT02011262.1	11.3276033166793	Potri.017G090600.3
WUAT02011268.1	6.80428917355507	Potri.013G070200.1
WUAT02011269.1	10.0933061973488	Potri.005G119700.2
WUAT02011271.1	10.0344918408192	Potri.011G136700.4
WUAT02011278.1	9.01423885376109	Potri.001G001500.5
WUAT02011279.1	9.30176182246789	Potri.013G162800.1
WUAT02011282.1	9.43926848000941	Potri.004G125150.1
WUAT02011291.1	10.3908700029158	Potri.005G120800.2
WUAT02011293.1	10.8513061314751	Potri.005G154836.1
WUAT02011300.1	5.6785522190296	Potri.013G139670.1
WUAT02011305.1	9.64136774201311	Potri.010G115000.3
WUAT02011308.1	3.61688569932673	Potri.001G312800.9
WUAT02011310.1	9.6552013435506	Potri.018G098500.1
WUAT02011314.1	9.19967939830998	Potri.018G090700.5
WUAT02011319.1	10.2833992643081	Potri.006G049300.3
WUAT02011324.1	4.25717614432892	Potri.013G036300.1
WUAT02011325.1	8.03086713463211	Potri.017G099100.1
WUAT02011326.1	8.03054839353876	Potri.009G144900.1
WUAT02011327.1	11.117212287732	Potri.001G266400.6
WUAT02011328.1	6.97050047401541	Potri.018G098500.1
WUAT02011332.1	9.99556189240033	Potri.008G052700.5
WUAT02011337.1	10.7790041661443	Potri.014G185804.1
WUAT02011341.1	8.16579156839005	Potri.013G133550.2
WUAT02011344.1	1.53463369089524	Potri.017G140800.1
WUAT02011347.1	11.2942757804848	Potri.005G160700.4
WUAT02011351.1	4.2845109852146	Potri.011G074201.1
WUAT02011352.1	9.32910432814002	Potri.016G116600.4
WUAT02011354.1	8.58201916115658	Potri.001G208900.7
WUAT02011355.1	10.1032798709587	Potri.010G254400.4
WUAT02011359.1	10.4580598400855	Potri.013G142124.1
WUAT02011360.1	8.48132561927731	Potri.013G000600.1
WUAT02011364.1	3.19052534571216	Potri.018G076600.3
WUAT02011368.1	6.39851187903982	Potri.006G249100.1
WUAT02011373.1	6.71973965568842	Potri.012G106500.1
WUAT02011377.1	10.9853356322308	Potri.006G067500.1
WUAT02011379.1	10.0160445362086	Potri.001G149600.1
WUAT02011381.1	8.28640067415898	Potri.003G201200.4
WUAT02011382.1	11.186558281728	Potri.004G125150.1
WUAT02011386.1	9.62347404096958	Potri.018G034700.1
WUAT02011389.1	10.5306013717704	Potri.011G145000.1
WUAT02011390.1	8.60414807349697	Potri.013G138000.1
WUAT02011391.1	8.58135553501319	Potri.014G090400.1
WUAT02011392.1	6.29361455723816	Potri.011G076700.1
WUAT02011393.1	6.61837917717159	Potri.001G222700.1
WUAT02011395.1	9.1939131305965	Potri.012G031250.1
WUAT02011396.1	3.89018347712609	Potri.002G089500.1
WUAT02011399.1	7.09359852760082	Potri.013G142201.1
WUAT02011400.1	6.40080754238547	Potri.013G142100.1
WUAT02011404.1	9.58967186003866	Potri.016G002700.2
WUAT02011407.1	4.56468676455422	Potri.013G133550.2
WUAT02011408.1	5.58737200836105	Potri.007G062622.1
WUAT02011409.1	9.07299417494943	Potri.013G143400.2
WUAT02011412.1	7.49889191419276	Potri.006G170400.2
WUAT02011413.1	7.09792873539232	Potri.013G143400.2
WUAT02011418.1	8.87475082843206	Potri.001G336300.1
WUAT02011422.1	9.86272363802705	Potri.018G026000.1
WUAT02011423.1	9.70694150561838	Potri.003G148800.1
WUAT02011426.1	9.58162292049005	Potri.004G174700.8
WUAT02011427.1	7.87813049147651	Potri.003G151100.1
WUAT02011431.1	10.5041334245632	Potri.014G052300.2
WUAT02011432.1	9.56553889454483	Potri.003G134000.3
WUAT02011435.1	9.93449287115701	Potri.010G059100.1
WUAT02011436.1	9.57060609857531	Potri.007G123000.8
WUAT02011444.1	10.5728821462284	Potri.001G026800.1
WUAT02011445.1	8.71485881029801	Potri.001G343700.1
WUAT02011446.1	4.86538648874088	Potri.003G201200.4
WUAT02011448.1	8.5450645281407	Potri.010G157700.3
WUAT02011449.1	9.77949642292171	Potri.001G312800.7
WUAT02011451.1	4.34188787943818	Potri.013G143400.2
WUAT02011453.1	9.58223095031049	Potri.002G241200.7
WUAT02011455.1	6.86062157780981	Potri.004G167500.1
WUAT02011457.1	6.33842916232033	Potri.004G047800.2
WUAT02011458.1	7.52716061103465	Potri.018G045100.5
WUAT02011461.1	3.76095177473674	Potri.001G026300.1
WUAT02011467.1	9.86233115053955	Potri.005G022700.1
WUAT02011471.1	10.12410939524	Potri.005G121000.1
WUAT02011476.1	11.3248415952689	Potri.013G143400.2
WUAT02011480.1	10.9016817840725	Potri.002G170200.1
WUAT02011491.1	9.64183913232914	Potri.006G139300.4
WUAT02011494.1	9.15237476486574	Potri.006G244500.1
WUAT02011498.1	10.9315426694752	Potri.013G022000.1
WUAT02011499.1	8.79611385270632	Potri.011G137700.1
WUAT02011503.1	9.74266351510994	Potri.001G145900.6
WUAT02011507.1	5.3187778032603	Potri.008G221801.2
WUAT02011512.1	9.90579179508315	Potri.017G067804.1
WUAT02011516.1	11.4301398380125	Potri.004G024632.1
WUAT02011517.1	7.95558820000078	Potri.013G057900.2
WUAT02011519.1	6.61117721024492	Potri.001G378500.1
WUAT02011521.1	11.623217761598	Potri.013G162800.1
WUAT02011523.1	5.97083385633435	Potri.013G138000.1
WUAT02011525.1	4.26973869595644	Potri.005G240601.1
WUAT02011526.1	11.5182459157278	Potri.014G122300.1
WUAT02011528.1	5.6595353284135	Potri.011G030012.1
WUAT02011529.1	10.8840569673199	Potri.003G171200.1
WUAT02011536.1	4.17903654741187	Potri.001G312800.9
WUAT02011539.1	9.36691328537445	Potri.011G074067.1
WUAT02011543.1	11.6478681438341	Potri.009G090700.1
WUAT02011545.1	3.70873086238525	Potri.012G031250.1
WUAT02011546.1	8.47360714343863	Potri.017G118801.1
WUAT02011547.1	10.9496099793637	Potri.008G019800.1
WUAT02011548.1	11.1312586000159	Potri.017G033200.3
WUAT02011552.1	9.30389037850945	Potri.005G083000.1
WUAT02011553.1	9.08360267177403	Potri.011G074600.2
WUAT02011557.1	8.97248525972064	Potri.018G006000.4
WUAT02011560.1	6.9253922877228	Potri.004G121000.1
WUAT02011562.1	9.48074933947511	Potri.010G187800.2
WUAT02011566.1	11.5239227736085	Potri.005G114300.7
WUAT02011567.1	4.26220756039295	Potri.001G312800.7
WUAT02011577.1	4.88536624225701	Potri.003G094700.1
WUAT02011579.1	9.31685975332448	Potri.013G018000.1
WUAT02011580.1	11.0067312539525	Potri.002G262300.4
WUAT02011581.1	4.84007771610355	Potri.017G061950.1
WUAT02011583.1	6.20567909647578	Potri.005G049800.5
WUAT02011584.1	10.7274142138735	Potri.003G201200.4
WUAT02011588.1	11.3999872365308	Potri.001G298200.1
WUAT02011592.1	4.84815937437764	Potri.004G125150.1
WUAT02011593.1	9.99058617110019	Potri.011G166700.5
WUAT02011594.1	8.22409364706501	Potri.013G162800.1
WUAT02011597.1	8.50662962659605	Potri.005G118100.1
WUAT02011598.1	8.94537407195426	Potri.008G123600.10
WUAT02011602.1	10.0957739535095	Potri.012G039000.2
WUAT02011604.1	7.29226923138924	Potri.014G180200.9
WUAT02011610.1	6.07062189862083	Potri.001G222700.1
WUAT02011611.1	10.0858104593171	Potri.006G072900.5
WUAT02011615.1	11.5663949064168	Potri.011G073900.2
WUAT02011616.1	8.46648171107185	Potri.001G069501.2
WUAT02011617.1	4.03875434071059	Potri.013G141912.1
WUAT02011620.1	10.8142061836033	Potri.010G098600.1
WUAT02011629.1	6.05823620453583	Potri.010G052500.1
WUAT02011633.1	9.99200036529655	Potri.016G060500.1
WUAT02011638.1	10.9316426464987	Potri.003G113500.4
WUAT02011639.1	6.76012200636263	Potri.008G131400.1
WUAT02011642.1	11.2192262397392	Potri.001G343600.4
WUAT02011647.1	10.8254115304434	Potri.008G090000.2
WUAT02011649.1	1.09439882478539	Potri.013G162700.1
WUAT02011653.1	5.1910233480503	Potri.015G115701.2
WUAT02011656.1	10.7842754406334	Potri.017G018500.3
WUAT02011663.1	5.47245288834717	Potri.013G143400.2
WUAT02011670.1	5.03406891477479	Potri.013G133550.2
WUAT02011673.1	3.80406548279615	Potri.011G073900.2
WUAT02011675.1	10.5980369323894	Potri.009G042600.2
WUAT02011683.1	9.45784632164388	Potri.010G077400.1
WUAT02011684.1	8.29629537878543	Potri.005G107200.1
WUAT02011687.1	9.0502257537562	Potri.010G052500.1
