Gene_ID	subject_id	H_T1_Rep1	H_T1_Rep2	H_T1_Rep3	H_T1_Rep4	H_T2_Rep1	H_T2_Rep2	H_T2_Rep3	H_T2_Rep4
WUAT02010781.1	Potri.001G312800.9	118	274	282	258	338	226	160	284
WUAT02010783.1	Potri.013G133550.2	7546	10544	8916	9506	8652	11100	11262	12420
WUAT02010788.1	Potri.013G004600.3	34290	52802	42320	53564	41174	46036	47490	58182
WUAT02010789.1	Potri.009G078000.2	4350	3684	8126	4926	9402	7928	7556	6620
WUAT02010790.1	Potri.006G154500.1	256	46	52	166	86	154	100	44
WUAT02010792.1	Potri.001G472700.1	128980	137062	137050	171478	127696	143574	142820	152632
WUAT02010797.1	Potri.012G058400.2	31394	46634	32090	50610	36332	44184	45270	49396
WUAT02010801.1	Potri.001G165000.1	53522	15782	48760	27388	83636	48196	48560	34986
WUAT02010803.1	Potri.010G081800.1	14254	16552	18758	20070	17624	23474	21196	20584
WUAT02010805.1	Potri.015G060300.1	131758	82694	154776	118666	179452	195048	185522	227914
WUAT02010806.1	Potri.013G137077.1	114	60	334	76	504	648	394	610
WUAT02010810.1	Potri.014G150300.1	4630	3004	4170	5008	4324	4474	5104	4462
WUAT02010812.1	Potri.018G068200.2	8	2	4	0	10	4	2	2
WUAT02010814.1	Potri.019G087700.1	26932	32390	37416	44044	39462	32652	31578	38426
WUAT02010815.1	Potri.013G144700.1	96684	56210	178258	76112	114470	133876	115960	123374
WUAT02010819.1	Potri.004G084900.1	46756	33246	52088	40768	72380	53738	63462	98952
WUAT02010823.1	Potri.013G162300.1	2982	5554	3922	5332	3602	4376	4138	4726
WUAT02010832.1	Potri.017G083200.6	2062	2224	1318	2362	2238	2670	2688	2386
WUAT02010833.1	Potri.004G174700.8	35382	53240	52244	59252	55546	62082	61276	67832
WUAT02010834.1	Potri.005G213300.6	5012	4674	5402	7992	7126	8124	6656	4266
WUAT02010836.1	Potri.007G115300.1	106	36	136	314	254	136	82	116
WUAT02010844.1	Potri.017G029900.1	52	16	62	56	90	52	52	58
WUAT02010846.1	Potri.005G024100.1	40042	42788	40880	43082	47846	50300	47826	45098
WUAT02010851.1	Potri.011G074750.3	984	354	454	1474	1480	1320	502	356
WUAT02010855.1	Potri.013G143400.2	900	1190	3030	1394	2640	1484	2094	2118
WUAT02010857.1	Potri.010G080700.6	10458	25710	12650	17762	11106	19928	19048	15726
WUAT02010859.1	Potri.004G140301.1	24984	24598	28582	29208	25650	28776	39776	38910
WUAT02010860.1	Potri.007G061861.1	1600	2130	2480	1950	1498	908	2062	2070
WUAT02010864.1	Potri.005G169100.6	117284	85900	93200	102506	131232	141602	233120	292778
WUAT02010866.1	Potri.013G140260.3	0	10	4	12	10	6	18	0
WUAT02010868.1	Potri.013G108600.4	5022	3594	4850	5142	5888	5474	5364	5352
WUAT02010869.1	Potri.018G132000.1	9404	11976	13456	12204	15696	17438	15220	15972
WUAT02010877.1	Potri.015G003000.9	4224	6314	4222	5164	5724	5016	6108	6662
WUAT02010878.1	Potri.001G144700.1	4566	7644	5466	6838	5558	8768	8740	8796
WUAT02010882.1	Potri.013G141700.4	27116	39292	22712	39782	26956	30832	29556	33886
WUAT02010886.1	Potri.004G035600.3	21322	41824	47238	33126	25898	29232	24512	34116
WUAT02010891.1	Potri.006G193700.1	45606	30894	51704	55718	43678	52156	48778	56678
WUAT02010892.1	Potri.010G042200.5	14070	7686	13100	12394	16418	14146	14024	13246
WUAT02010894.1	Potri.002G048300.6	37926	50536	57584	80318	59576	61754	63566	90532
WUAT02010896.1	Potri.014G140500.2	9170	7284	7296	11306	7968	10612	11032	8708
WUAT02010904.1	Potri.011G074401.1	4494	4188	5280	4840	6394	5318	6728	7152
WUAT02010905.1	Potri.003G151300.2	38520	27026	35680	24478	150460	69936	253734	86292
WUAT02010906.1	Potri.013G074650.1	4362	8548	4882	7306	3602	6852	6886	8484
WUAT02010909.1	Potri.010G052500.1	1038	862	2144	1980	1786	1888	1832	1918
WUAT02010920.1	Potri.014G083800.1	2536	2518	2284	2968	1724	3510	2670	2798
WUAT02010923.1	Potri.001G158000.4	1464	1118	1498	2402	2132	2578	3284	2720
WUAT02010924.1	Potri.009G073300.1	922	2582	2120	3236	1512	2844	2616	2954
WUAT02010927.1	Potri.001G258900.3	47662	89592	60630	81352	57166	71926	75266	86984
WUAT02010928.1	Potri.008G096000.9	17894	16664	22962	23388	23460	20922	24056	23296
WUAT02010933.1	Potri.001G060800.1	6220	7828	7092	14688	8194	12066	16414	13424
WUAT02010937.1	Potri.011G111400.2	23508	13204	17422	21366	22906	22210	23502	21334
WUAT02010940.1	Potri.012G055100.1	12402	75926	16146	38792	16766	14448	20732	18196
WUAT02010943.1	Potri.001G152150.1	16	20	18	6	0	8	14	4
WUAT02010945.1	Potri.006G253500.5	13976	20842	16564	19898	14566	19278	21064	22880
WUAT02010954.1	Potri.001G417300.1	24554	22046	23108	28554	26594	26438	29136	28138
WUAT02010955.1	Potri.013G143400.2	170	68	242	174	234	286	156	198
WUAT02010959.1	Potri.013G142124.1	1364	3354	2762	3376	2366	3194	2612	2388
WUAT02010963.1	Potri.013G143400.2	18376	22596	32850	22648	32060	31276	28160	34988
WUAT02010967.1	Potri.006G062200.1	7884	6542	7782	11610	8912	8768	10312	7312
WUAT02010971.1	Potri.011G074901.1	2826	2528	3162	3350	2502	2534	2816	3094
WUAT02010972.1	Potri.001G189500.6	36748	13922	15176	16792	21690	22330	15844	21616
WUAT02010977.1	Potri.006G109700.6	19094	15478	16500	21578	21326	22664	24308	24090
WUAT02010981.1	Potri.001G342933.1	18780	18774	25546	28588	30326	25858	22718	26288
WUAT02010990.1	Potri.012G031250.1	70926	16748	69576	40286	82760	61112	52004	58988
WUAT02010994.1	Potri.012G110800.1	2032	1774	1236	178	2836	3568	1028	3100
WUAT02010995.1	Potri.001G346200.1	3850	4682	3860	5352	3636	4806	5930	5524
WUAT02010997.1	Potri.018G040200.2	4168	3186	3688	3820	5256	4758	5020	4548
WUAT02010999.1	Potri.010G217700.1	3618	2720	10238	5060	11838	9734	8528	9136
WUAT02011001.1	Potri.018G150600.2	2006	2542	1812	3026	878	3330	438	1754
WUAT02011004.1	Potri.004G125150.1	106	332	320	202	164	566	566	696
WUAT02011006.1	Potri.019G054000.1	1360	1234	1564	2198	1334	1764	1868	1882
WUAT02011008.1	Potri.008G186900.11	23776	29982	30178	36804	24566	41450	34710	35936
WUAT02011012.1	Potri.014G147100.1	28120	31742	24104	38662	25908	28444	31674	32704
WUAT02011013.1	Potri.005G108500.1	18240	20198	24800	24924	25030	21050	20510	26900
WUAT02011018.1	Potri.013G143400.2	28	28	8	10	24	12	22	48
WUAT02011020.1	Potri.017G081100.3	27360	37856	57976	38986	56564	53872	47000	67534
WUAT02011022.1	Potri.003G062600.2	10760	5444	13992	12234	15860	17348	12954	13234
WUAT02011031.1	Potri.004G084800.9	4548	3140	3504	3534	3820	3592	3890	3784
WUAT02011040.1	Potri.013G133550.2	48	120	202	204	88	78	190	260
WUAT02011044.1	Potri.019G068200.1	324	582	294	870	500	454	572	614
WUAT02011045.1	Potri.016G061900.2	342	186	382	378	676	216	210	302
WUAT02011047.1	Potri.005G041101.3	1648	2172	3260	2498	2396	2598	2340	2580
WUAT02011049.1	Potri.012G086400.3	608	710	2392	1214	2890	1492	968	1512
WUAT02011050.1	Potri.003G123200.1	17904	17778	16842	20622	17852	18860	18934	20026
WUAT02011053.1	Potri.006G244900.2	17818	19144	17222	24952	21864	21040	17880	19804
WUAT02011062.1	Potri.001G458700.1	4936	6998	4128	5104	4284	5484	7552	5170
WUAT02011064.1	Potri.013G128100.3	10180	8738	9438	10866	9562	9306	12276	10750
WUAT02011066.1	Potri.003G202300.3	8442	5484	7688	9594	8510	10352	14468	12310
WUAT02011071.1	Potri.009G037600.1	8132	7766	9824	10106	10334	10880	10978	11388
WUAT02011076.1	Potri.012G061900.11	25580	30916	40508	34982	39190	37878	34816	36748
WUAT02011077.1	Potri.007G094900.6	12562	19994	10606	17430	11388	16640	22018	19348
WUAT02011081.1	Potri.009G083100.1	16652	924	246	4136	266	726	1228	170
WUAT02011083.1	Potri.008G060200.1	15318	10894	4390	16326	5294	6938	23696	23006
WUAT02011085.1	Potri.012G071600.7	10596	10012	8806	13234	12582	9698	14310	11102
WUAT02011094.1	Potri.002G176100.2	6030	9088	11466	10570	8486	7664	8724	10658
WUAT02011095.1	Potri.011G074100.1	2656	1784	2508	1758	1114	2682	2122	2526
WUAT02011097.1	Potri.009G090300.2	3736	3036	5590	3924	4234	4522	4610	3476
WUAT02011102.1	Potri.009G041400.7	99336	80886	77300	72474	169624	103754	272636	133518
WUAT02011103.1	Potri.001G275604.1	1606	1612	1988	2104	2408	2810	2312	2822
WUAT02011106.1	Potri.013G067500.1	1700	1186	3012	2170	1538	1816	1304	2302
WUAT02011108.1	Potri.004G137100.2	2960	3062	2368	2838	3274	3070	3396	3450
WUAT02011111.1	Potri.013G138201.1	1362	2746	2304	2868	1632	2702	2998	3002
WUAT02011114.1	Potri.018G003100.1	14964	12716	15668	13484	13576	15470	18684	15646
WUAT02011116.1	Potri.013G066640.1	3302	2898	2730	3842	2528	2564	3038	2946
WUAT02011117.1	Potri.013G128600.5	150506	171166	113986	194910	135950	156790	150684	169906
WUAT02011125.1	Potri.001G027400.1	20248	25608	18282	24754	18676	20632	22024	19646
WUAT02011126.1	Potri.001G312800.7	542	680	1558	268	1514	1974	1096	1634
WUAT02011129.1	Potri.012G078600.1	22758	22174	25148	28696	22278	33010	25788	25410
WUAT02011130.1	Potri.013G013900.4	3950	3034	2868	3702	2646	4336	4106	3364
WUAT02011138.1	Potri.013G133550.1	11502	6096	4484	10574	9632	9734	6872	11962
WUAT02011139.1	Potri.009G038001.2	4094	3934	4006	4118	4662	5062	5124	5448
WUAT02011143.1	Potri.010G222000.7	55376	43628	55896	56752	59816	62786	65796	65862
WUAT02011144.1	Potri.019G116866.1	11894	13248	8742	14878	10644	12610	13686	13060
WUAT02011148.1	Potri.012G111800.2	31786	34230	34714	39016	38086	40420	39030	45792
WUAT02011152.1	Potri.016G110900.1	4040	5736	3970	6944	5164	3490	5186	5172
WUAT02011156.1	Potri.017G090800.3	200828	227252	203776	336638	215480	204840	234164	276978
WUAT02011157.1	Potri.014G185804.1	114	248	246	1310	722	630	550	348
WUAT02011158.1	Potri.001G312800.7	434	4370	878	806	488	1684	558	588
WUAT02011160.1	Potri.001G312800.7	6	10	14	14	14	10	6	6
WUAT02011161.1	Potri.002G205700.1	55410	54776	49620	64906	69128	73044	71456	76502
WUAT02011163.1	Potri.014G169100.2	648	440	342	408	622	392	464	392
WUAT02011170.1	Potri.007G062602.1	1310	1296	1146	9602	1758	1070	1136	1222
WUAT02011171.1	Potri.008G046500.1	3534	5250	4936	5586	4946	4440	6144	7508
WUAT02011174.1	Potri.005G239900.1	6192	2568	9574	2502	14154	13936	6442	7006
WUAT02011179.1	Potri.001G312800.9	11090	14176	13212	15502	12400	13710	20344	20130
WUAT02011185.1	Potri.003G120600.1	8564	14632	12126	14786	15208	16230	19456	20694
WUAT02011188.1	Potri.003G072300.10	10038	10548	11930	13802	17120	14726	14280	17688
WUAT02011190.1	Potri.005G066600.4	12010	11088	16914	17322	14766	16536	16818	16174
WUAT02011191.1	Potri.004G049400.1	37328	40686	36686	48296	45568	45328	44322	51996
WUAT02011196.1	Potri.019G082500.3	55560	70400	75206	79262	65736	79984	70026	83614
WUAT02011202.1	Potri.001G312800.7	1982	2582	3156	3818	2986	2858	4162	3466
WUAT02011206.1	Potri.005G203000.4	45648	42966	40372	54424	45858	48744	47158	58844
WUAT02011209.1	Potri.010G059550.1	76262	44874	39826	52988	79442	91854	116752	48526
WUAT02011211.1	Potri.016G087900.1	27478	29360	21960	29646	25352	27882	32824	32906
WUAT02011214.1	Potri.008G147700.1	3614	2964	3482	5380	3798	2736	4928	4542
WUAT02011216.1	Potri.002G114200.1	22924	17074	29200	29630	44294	36338	32572	37198
WUAT02011217.1	Potri.010G173600.3	9536	11932	7208	13646	9384	11672	10710	9638
WUAT02011221.1	Potri.010G153000.2	21298	21872	25718	27336	27088	26976	27784	25694
WUAT02011226.1	Potri.006G130900.3	2282	2628	1876	2202	3102	4108	4878	3912
WUAT02011233.1	Potri.001G312800.7	99234	124338	93798	135634	103758	96426	129980	127718
WUAT02011238.1	Potri.001G042700.1	1054	2586	2876	4906	2002	2178	3582	3034
WUAT02011239.1	Potri.011G159000.1	216	286	254	510	276	446	374	372
WUAT02011240.1	Potri.007G060600.1	67748	47990	75904	102426	46248	75472	54024	35564
WUAT02011242.1	Potri.011G122400.2	68492	68276	75872	83654	83476	89614	79280	88586
WUAT02011251.1	Potri.003G074500.1	10022	11698	10176	11494	11284	13990	16414	17302
WUAT02011252.1	Potri.010G044700.2	2	60	0	20	2	8	14	16
WUAT02011256.1	Potri.007G061921.2	3244	4196	4032	5650	4412	4382	4586	4954
WUAT02011260.1	Potri.007G062001.1	3706	4700	3206	7636	2754	2356	3192	2852
WUAT02011261.1	Potri.008G221801.2	208	360	230	144	382	236	382	466
WUAT02011262.1	Potri.017G090600.3	62614	113610	53782	99858	53166	97956	79648	109704
WUAT02011268.1	Potri.013G070200.1	410	1116	726	1102	872	898	1018	1182
WUAT02011269.1	Potri.005G119700.2	26750	15714	27616	22466	29632	24084	22552	23690
WUAT02011271.1	Potri.011G136700.4	15744	13518	27680	15906	31322	25164	27666	26696
WUAT02011278.1	Potri.001G001500.5	10132	6810	6226	9672	7108	7110	12040	6654
WUAT02011279.1	Potri.013G162800.1	7132	8946	12634	9040	12566	9798	13736	14550
WUAT02011282.1	Potri.004G125150.1	12382	9878	10876	13454	11488	12848	15198	15166
WUAT02011291.1	Potri.005G120800.2	32698	26656	23540	32444	33212	34036	39028	40742
WUAT02011293.1	Potri.005G154836.1	36914	73006	50762	67630	43836	43782	46104	50278
WUAT02011300.1	Potri.013G139670.1	166	264	284	396	262	410	322	272
WUAT02011305.1	Potri.010G115000.3	12796	7516	13874	8638	16738	17602	27024	20836
WUAT02011308.1	Potri.001G312800.9	36	18	36	28	68	32	40	40
WUAT02011310.1	Potri.018G098500.1	14202	11724	14236	13558	17150	19750	16306	18602
WUAT02011314.1	Potri.018G090700.5	9170	9592	8776	12826	9798	8740	9718	10820
WUAT02011319.1	Potri.006G049300.3	21016	39396	22950	39454	26192	30744	30730	24246
WUAT02011324.1	Potri.013G036300.1	68	68	70	74	34	86	74	94
WUAT02011325.1	Potri.017G099100.1	2912	2368	2524	3948	3402	3114	3982	2514
WUAT02011326.1	Potri.009G144900.1	2410	754	3492	522	3708	5450	3042	5576
WUAT02011327.1	Potri.001G266400.6	40278	47220	77648	57666	88534	86716	67970	77634
WUAT02011328.1	Potri.018G098500.1	732	1588	668	1466	1692	660	848	836
WUAT02011332.1	Potri.008G052700.5	17486	19588	20488	22446	21890	23256	25402	26254
WUAT02011337.1	Potri.014G185804.1	45922	43432	42068	47852	49800	58220	51392	45902
WUAT02011341.1	Potri.013G133550.2	2860	3500	3278	3652	3838	3152	3528	4462
WUAT02011344.1	Potri.017G140800.1	2	6	2	12	6	2	4	4
WUAT02011347.1	Potri.005G160700.4	42792	33192	154176	58918	71552	110006	95588	80828
WUAT02011351.1	Potri.011G074201.1	34	48	42	140	154	44	52	80
WUAT02011352.1	Potri.016G116600.4	7116	12940	10002	14076	10078	11170	12024	13608
WUAT02011354.1	Potri.001G208900.7	4402	6214	4666	5864	4410	5596	5848	5818
WUAT02011355.1	Potri.010G254400.4	16298	28932	20222	23382	19060	29200	30386	29728
WUAT02011359.1	Potri.013G142124.1	37492	28770	23994	43424	29036	35908	45422	36730
WUAT02011360.1	Potri.013G000600.1	3686	4584	4134	6072	4776	4488	5470	5788
WUAT02011364.1	Potri.018G076600.3	18	18	14	62	18	18	42	10
WUAT02011368.1	Potri.006G249100.1	1228	198	496	1792	192	366	206	310
WUAT02011373.1	Potri.012G106500.1	956	404	738	788	770	1184	988	840
WUAT02011377.1	Potri.006G067500.1	65694	39172	59402	44230	64196	65244	73368	59996
WUAT02011379.1	Potri.001G149600.1	21328	19780	18736	23820	20782	25212	27078	23254
WUAT02011381.1	Potri.003G201200.4	3224	4442	3322	4056	3550	4152	4422	4746
WUAT02011382.1	Potri.004G125150.1	52542	94464	54502	105526	55274	73044	70524	75672
WUAT02011386.1	Potri.018G034700.1	10698	18212	14200	18186	13752	16442	13780	16130
WUAT02011389.1	Potri.011G145000.1	25890	40782	37298	50502	38216	37996	36522	33866
WUAT02011390.1	Potri.013G138000.1	4402	2302	5552	5642	6736	6142	5742	7792
WUAT02011391.1	Potri.014G090400.1	3950	5708	5046	6452	4610	6324	5400	5428
WUAT02011392.1	Potri.011G076700.1	578	172	766	434	1060	400	266	612
WUAT02011393.1	Potri.001G222700.1	1442	440	348	954	940	850	248	668
WUAT02011395.1	Potri.012G031250.1	8348	9074	9660	11282	9712	9474	10212	11324
WUAT02011396.1	Potri.002G089500.1	42	34	30	76	72	62	42	38
WUAT02011399.1	Potri.013G142201.1	1106	1224	700	2002	1214	1092	1180	1214
WUAT02011400.1	Potri.013G142100.1	528	374	602	576	650	754	718	658
WUAT02011404.1	Potri.016G002700.2	14380	14576	12856	13418	16302	16874	14060	14086
WUAT02011407.1	Potri.013G133550.2	34	12	86	12	436	106	18	60
WUAT02011408.1	Potri.007G062622.1	330	332	206	518	162	238	130	208
WUAT02011409.1	Potri.013G143400.2	8232	7132	8870	10364	8602	9630	7576	9540
WUAT02011412.1	Potri.006G170400.2	1544	1908	1428	2082	1836	2146	1742	1820
WUAT02011413.1	Potri.013G143400.2	2866	240	240	2360	1610	132	1960	134
WUAT02011418.1	Potri.001G336300.1	4944	3706	9872	4210	10126	7702	9836	7022
WUAT02011422.1	Potri.018G026000.1	17702	17150	16696	21996	20056	18836	21080	20812
WUAT02011423.1	Potri.003G148800.1	15114	16676	12260	18188	14926	16614	19106	19372
WUAT02011426.1	Potri.004G174700.8	6336	15666	13206	16616	13164	19878	17540	15440
WUAT02011427.1	Potri.003G151100.1	1550	3358	2706	2030	2052	2390	4146	2996
WUAT02011431.1	Potri.014G052300.2	36562	60398	25156	84634	10778	23732	26228	23954
WUAT02011432.1	Potri.003G134000.3	13684	12084	13408	14104	14014	14802	16316	16074
WUAT02011435.1	Potri.010G059100.1	22048	18698	18252	21658	16000	19846	24152	24780
WUAT02011436.1	Potri.007G123000.8	11420	13922	15308	14234	17942	13684	14512	13574
WUAT02011444.1	Potri.001G026800.1	29712	40614	34956	40902	43004	40438	45130	39122
WUAT02011445.1	Potri.001G343700.1	3494	7742	4544	7216	5448	6012	7024	7866
WUAT02011446.1	Potri.003G201200.4	92	50	82	140	126	112	280	190
WUAT02011448.1	Potri.010G157700.3	3966	6682	4376	6430	4090	4212	4998	6554
WUAT02011449.1	Potri.001G312800.7	14590	8798	20216	16944	21800	19386	21706	19152
WUAT02011451.1	Potri.013G143400.2	40	70	96	100	56	62	114	86
WUAT02011453.1	Potri.002G241200.7	13224	13736	12248	15692	13772	14388	16834	16768
WUAT02011455.1	Potri.004G167500.1	542	678	974	846	822	990	1746	1188
WUAT02011457.1	Potri.004G047800.2	220	502	418	1012	466	482	588	992
WUAT02011458.1	Potri.018G045100.5	770	1888	2192	1714	1830	1746	2120	2806
WUAT02011461.1	Potri.001G026300.1	22	44	42	40	44	44	76	36
WUAT02011467.1	Potri.005G022700.1	19160	7322	22316	10806	31676	17050	27608	17460
WUAT02011471.1	Potri.005G121000.1	26248	17688	28098	15680	11894	38868	28970	32758
WUAT02011476.1	Potri.013G143400.2	57134	135404	80944	73340	35162	112926	104670	60424
WUAT02011480.1	Potri.002G170200.1	43284	95246	51188	66922	38684	45432	51648	36760
WUAT02011491.1	Potri.006G139300.4	11284	21344	12376	19294	11106	16874	15772	15572
WUAT02011494.1	Potri.006G244500.1	7864	5514	7912	8886	8952	12446	14706	10430
WUAT02011498.1	Potri.013G022000.1	60404	40980	39332	50630	71398	57764	72046	56050
WUAT02011499.1	Potri.011G137700.1	5474	4662	7300	6940	7236	7690	7706	6156
WUAT02011503.1	Potri.001G145900.6	13444	13706	16646	17550	17854	16434	20662	21204
WUAT02011507.1	Potri.008G221801.2	126	34	386	100	260	296	100	342
WUAT02011512.1	Potri.017G067804.1	14464	17060	21878	20796	19892	21950	21884	23738
WUAT02011516.1	Potri.004G024632.1	32764	71378	80532	40430	22934	140146	215320	159050
WUAT02011517.1	Potri.013G057900.2	3268	2256	2438	2538	4012	2414	3080	2678
WUAT02011519.1	Potri.001G378500.1	778	1110	800	202	264	920	906	880
WUAT02011521.1	Potri.013G162800.1	84806	109636	102778	113598	104268	111848	138754	134916
WUAT02011523.1	Potri.013G138000.1	134	286	372	666	660	304	712	60
WUAT02011525.1	Potri.005G240601.1	136	52	38	130	36	86	40	48
WUAT02011526.1	Potri.014G122300.1	108862	20950	153366	65448	143704	116510	76924	114794
WUAT02011528.1	Potri.011G030012.1	266	352	124	384	386	226	296	268
WUAT02011529.1	Potri.003G171200.1	47812	49444	51496	52442	39060	64638	69100	54712
WUAT02011536.1	Potri.001G312800.9	36	44	74	24	28	66	122	142
WUAT02011539.1	Potri.011G074067.1	9212	6388	15690	12516	12846	14878	11756	10790
WUAT02011543.1	Potri.009G090700.1	99982	132820	82520	145540	100360	108708	125380	125182
WUAT02011545.1	Potri.012G031250.1	42	18	56	48	28	60	28	48
WUAT02011546.1	Potri.017G118801.1	7116	2016	5774	3720	6218	4550	4938	3360
WUAT02011547.1	Potri.008G019800.1	32264	17568	91374	47046	46276	156438	29650	39832
WUAT02011548.1	Potri.017G033200.3	62688	61348	57418	83590	72006	77086	64978	69666
WUAT02011552.1	Potri.005G083000.1	7398	9990	11814	13980	12640	12038	9662	10912
WUAT02011553.1	Potri.011G074600.2	8812	8830	7350	8462	8252	9484	10454	8840
WUAT02011557.1	Potri.018G006000.4	6174	5716	7868	8224	7986	8514	8394	10928
WUAT02011560.1	Potri.004G121000.1	612	880	682	1474	634	1228	1664	1188
WUAT02011562.1	Potri.010G187800.2	8686	10498	11480	11986	15080	13372	17028	18252
WUAT02011566.1	Potri.005G114300.7	57876	138768	94804	126812	81796	105082	92144	116562
WUAT02011567.1	Potri.001G312800.7	40	72	118	64	22	200	18	32
WUAT02011577.1	Potri.003G094700.1	22	138	114	78	96	36	404	206
WUAT02011579.1	Potri.013G018000.1	9990	10352	8152	12476	11756	11838	12172	12908
WUAT02011580.1	Potri.002G262300.4	44246	66040	52810	72406	50598	65068	64812	70358
WUAT02011581.1	Potri.017G061950.1	20	106	68	166	136	148	194	216
WUAT02011583.1	Potri.005G049800.5	318	512	486	580	428	586	406	692
WUAT02011584.1	Potri.003G201200.4	31120	71488	30346	73540	33192	41854	43126	41934
WUAT02011588.1	Potri.001G298200.1	71348	122854	90344	135950	59426	78702	74146	81086
WUAT02011592.1	Potri.004G125150.1	116	144	62	76	172	128	180	144
WUAT02011593.1	Potri.011G166700.5	17128	10080	24956	14386	32128	29900	27650	19334
WUAT02011594.1	Potri.013G162800.1	3790	2582	3248	3718	4010	3658	4700	4310
WUAT02011597.1	Potri.005G118100.1	5974	3024	5428	3456	5676	4768	5648	5380
WUAT02011598.1	Potri.008G123600.10	10640	2120	9230	4824	11230	7760	7188	7760
WUAT02011602.1	Potri.012G039000.2	32674	13108	21650	21640	27784	23376	25538	27492
WUAT02011604.1	Potri.014G180200.9	724	672	1440	1324	1640	2112	1814	2342
WUAT02011610.1	Potri.001G222700.1	50	1600	386	64	110	470	272	390
WUAT02011611.1	Potri.006G072900.5	19530	23858	25960	28902	22742	23580	20544	27394
WUAT02011615.1	Potri.011G073900.2	98384	65678	123028	88230	138714	116394	112620	100476
WUAT02011616.1	Potri.001G069501.2	3424	6412	3932	5622	4514	4428	4226	5558
WUAT02011617.1	Potri.013G141912.1	44	26	24	100	82	80	56	54
WUAT02011620.1	Potri.010G098600.1	44132	33538	48500	43926	55702	54466	60396	60072
WUAT02011629.1	Potri.010G052500.1	902	166	92	694	432	240	490	384
WUAT02011633.1	Potri.016G060500.1	17500	21628	17760	24890	20672	23484	24342	26090
WUAT02011638.1	Potri.003G113500.4	44036	62410	49822	68810	53618	55088	52054	63550
WUAT02011639.1	Potri.008G131400.1	590	678	906	1324	688	746	1156	928
WUAT02011642.1	Potri.001G343600.4	69824	55094	69468	77144	89806	72672	72910	92406
WUAT02011647.1	Potri.008G090000.2	72202	38130	35000	54146	40784	47632	60610	52502
WUAT02011649.1	Potri.013G162700.1	6	0	0	2	4	0	12	0
WUAT02011653.1	Potri.015G115701.2	114	222	48	468	364	86	42	110
WUAT02011656.1	Potri.017G018500.3	46000	42274	41102	50380	58796	49190	48786	50150
WUAT02011663.1	Potri.013G143400.2	102	186	226	234	278	326	246	346
WUAT02011670.1	Potri.013G133550.2	280	182	64	142	68	104	134	236
WUAT02011673.1	Potri.011G073900.2	70	38	48	36	22	36	52	52
WUAT02011675.1	Potri.009G042600.2	35828	34108	36144	42316	39826	43444	42618	48208
WUAT02011683.1	Potri.010G077400.1	8756	14406	11752	15592	8964	14210	14650	15200
WUAT02011684.1	Potri.005G107200.1	3128	4284	3540	3334	4766	3936	4238	4920
WUAT02011687.1	Potri.010G052500.1	6506	7052	7404	10108	8352	8780	10532	10324
WUAT02011688.1	Potri.001G255950.1	3480	3708	2702	3858	4098	4622	7120	4384
WUAT02011689.1	Potri.005G195400.1	10698	10028	8858	8714	9862	11530	14644	11604
WUAT02011690.1	Potri.002G073450.1	1592	894	520	724	1524	812	1068	430
WUAT02011692.1	Potri.005G150450.2	33938	37026	27894	43062	30264	34078	42634	46716
WUAT02011699.1	Potri.007G062522.1	8652	8456	7970	12908	8522	8902	8228	8594
WUAT02011701.1	Potri.007G087200.7	39526	49756	75506	62712	72530	71362	70950	77976
WUAT02011702.1	Potri.013G142124.1	3406	832	1860	1724	3022	1958	1748	1246
WUAT02011703.1	Potri.002G159400.1	908	300	124	782	550	234	226	70
WUAT02011710.1	Potri.013G133550.2	1372	6192	4042	3012	3572	4672	2510	6296
WUAT02011711.1	Potri.001G106951.1	37008	5466	300	32928	220	1090	1742	80
WUAT02011719.1	Potri.007G026500.1	8732	7108	8800	12166	7978	9746	6864	9808
WUAT02011721.1	Potri.013G162200.1	66	64	40	104	44	50	106	108
WUAT02011723.1	Potri.010G073300.2	17352	20872	20354	28512	18220	23316	26318	26354
WUAT02011725.1	Potri.011G029100.1	1034	310	1556	524	1778	1320	1402	812
WUAT02011726.1	Potri.015G082283.2	2348	3660	3144	5302	3334	2570	3934	2490
WUAT02011728.1	Potri.005G154350.1	8934	8114	8258	7150	9742	11124	9452	7266
WUAT02011734.1	Potri.004G115500.6	2014	2052	1350	2264	1528	1842	2542	2646
WUAT02011737.1	Potri.009G102201.1	5716	4244	3860	5610	4662	5466	4868	5084
WUAT02011743.1	Potri.001G343900.2	4492	3390	3886	5384	4690	3994	5442	4918
WUAT02011746.1	Potri.006G163301.1	160	150	178	296	396	158	194	240
WUAT02011748.1	Potri.011G147500.2	21168	30650	24246	31392	23238	27110	29300	29600
WUAT02011749.1	Potri.013G133550.2	6190	6938	5358	9854	4074	9050	10298	6650
WUAT02011751.1	Potri.013G068200.1	8966	10280	26640	19998	17360	36958	29152	66832
WUAT02011755.1	Potri.008G055500.7	400	252	270	344	246	220	304	222
WUAT02011758.1	Potri.015G082283.2	15832	12994	18586	17634	21128	19006	16592	19144
WUAT02011759.1	Potri.013G134700.5	27766	54076	16482	42742	16290	26256	31476	27704
WUAT02011760.1	Potri.006G225500.2	6154	5018	7688	7160	9362	7612	9238	10038
WUAT02011762.1	Potri.016G119900.11	36992	39734	39000	46846	43940	56406	74756	63594
