Gene_ID	subject_id	G_T1_Rep1	G_T1_Rep2	G_T1_Rep3	G_T1_Rep4	G_T2_Rep1	G_T2_Rep2	G_T2_Rep3	G_T2_Rep4
WUAT02014303.1	Potri.003G131200.1	472	1320	624	876	800	602	326	438
WUAT02014306.1	Potri.008G054700.4	4506	7802	5168	7964	3856	3510	2190	5356
WUAT02014307.1	Potri.005G099200.2	4460	3146	1984	4998	3182	2512	1834	2782
WUAT02014308.1	Potri.015G106400.1	13596	16548	10858	22420	12760	11670	13408	12292
WUAT02014316.1	Potri.001G305600.1	898	1780	1274	1844	3578	1900	1962	1556
WUAT02014317.1	Potri.003G139100.1	149052	159192	139014	204020	210402	157648	217136	143892
WUAT02014325.1	Potri.007G062122.1	5062	7306	8052	9208	15596	6826	9098	14190
WUAT02014326.1	Potri.013G162700.1	0	2	6	14	2	0	0	2
WUAT02014329.1	Potri.014G128200.1	13702	17308	13094	19880	19552	12594	16574	16008
WUAT02014333.1	Potri.013G142232.6	19832	39774	57124	32114	38208	27896	25376	85384
WUAT02014334.1	Potri.010G000301.1	7794	15062	6070	14428	9024	8196	7866	7110
WUAT02014337.1	Potri.005G156900.1	23472	32704	21314	34686	24780	20968	18418	22100
WUAT02014338.1	Potri.013G133550.2	24574	38862	16930	30298	18260	16974	18410	19188
WUAT02014343.1	Potri.018G000500.2	5108	8518	4760	11854	4968	4434	5284	4836
WUAT02014356.1	Potri.019G028700.1	7618	11120	7018	12632	10460	7766	9398	9086
WUAT02014360.1	Potri.005G075700.2	9210	13280	6786	12438	5566	5274	7528	6516
WUAT02014361.1	Potri.008G224210.1	1660	5492	966	4860	910	2154	2058	5390
WUAT02014362.1	Potri.007G062582.1	32040	56118	40690	65618	33554	28486	29524	39178
WUAT02014364.1	Potri.014G114000.3	1336	398	44	266	108	6	86	758
WUAT02014369.1	Potri.013G143400.2	728	1334	1542	686	790	710	1100	1256
WUAT02014374.1	Potri.013G141912.1	9870	18270	11464	24254	44738	19506	34644	29038
WUAT02014375.1	Potri.008G224210.1	102	132	74	110	164	102	120	46
WUAT02014387.1	Potri.002G257100.4	24960	39842	24738	44248	39192	40328	50428	59886
WUAT02014389.1	Potri.003G048150.1	1242	4108	5150	3192	28706	36362	55046	42800
WUAT02014393.1	Potri.003G141400.2	374	634	274	658	292	274	452	242
WUAT02014396.1	Potri.003G092300.1	36222	43202	30954	56030	29988	26422	32024	42916
WUAT02014398.1	Potri.016G144100.3	35364	15574	16072	36410	11280	11394	10940	8686
WUAT02014400.1	Potri.014G012200.1	8520	12556	12960	15128	25016	23282	31572	29964
WUAT02014401.1	Potri.007G062061.1	280	624	268	1206	334	644	506	1002
WUAT02014402.1	Potri.007G083500.1	16960	28386	27050	28764	24202	30974	32134	36242
WUAT02014405.1	Potri.006G033500.1	3560	11090	3146	9274	5788	13494	6822	10982
WUAT02014407.1	Potri.011G105700.1	3670	3308	2696	5294	2730	1578	2078	2498
WUAT02014409.1	Potri.007G062542.1	35862	66130	51464	61314	32794	34862	37468	60152
WUAT02014410.1	Potri.016G015100.4	29696	53506	53298	59884	43116	22332	27112	56124
WUAT02014417.1	Potri.010G077100.1	478	1626	804	1376	1242	1288	1232	1348
WUAT02014419.1	Potri.010G044700.2	27102	27578	20862	38254	15826	14928	16292	13824
WUAT02014422.1	Potri.001G317500.3	910	1534	1456	1500	1270	1162	1774	2434
WUAT02014423.1	Potri.014G130800.1	21776	38034	25470	36182	42310	35588	40052	44856
WUAT02014424.1	Potri.010G052500.1	168	236	214	358	218	434	382	258
WUAT02014427.1	Potri.010G202000.1	9158	10784	9664	10628	10558	6280	7676	10738
WUAT02014428.1	Potri.015G112900.2	33456	45170	32426	53958	25206	26708	30620	37490
WUAT02014432.1	Potri.014G075100.1	20	28	4	34	22	0	20	34
WUAT02014433.1	Potri.014G167800.1	2332	3974	4984	4226	6562	5900	6318	10530
WUAT02014435.1	Potri.002G060400.1	634	750	200	1302	39402	2224	324	352
WUAT02014436.1	Potri.010G052500.1	1034	2340	1410	1664	1486	1286	1708	1220
WUAT02014437.1	Potri.001G237200.6	714	1970	1220	1478	4202	1866	1790	1254
WUAT02014441.1	Potri.006G163301.1	51360	78178	44818	80678	42268	48486	54226	60712
WUAT02014443.1	Potri.013G133550.2	4	108	6	12	18	84	0	8
WUAT02014446.1	Potri.001G162800.1	41404	55750	21752	62394	49336	38864	37868	22082
WUAT02014447.1	Potri.010G202700.1	0	10	4	56	140	6	6	2
WUAT02014449.1	Potri.013G138100.2	706	1034	1618	750	2762	1652	2156	4100
WUAT02014450.1	Potri.013G143400.2	292	398	228	476	560	452	428	482
WUAT02014457.1	Potri.001G459700.1	32898	24400	20592	26292	23416	11694	11556	12690
WUAT02014458.1	Potri.013G162800.1	236	152	174	170	184	440	312	302
WUAT02014459.1	Potri.006G237500.5	32390	48538	27760	55506	14956	19402	23212	19908
WUAT02014464.1	Potri.001G312800.7	12012	22598	17544	28440	25622	31864	47552	38738
WUAT02014467.1	Potri.013G140850.2	26	4	128	10	242	6	48	134
WUAT02014468.1	Potri.010G093700.3	11462	20088	14456	17646	61604	23192	23006	25816
WUAT02014470.1	Potri.005G049800.5	6	72	20	10	6	34	2	18
WUAT02014473.1	Potri.015G144100.1	72226	123460	91666	118576	79504	101802	107132	115376
WUAT02014477.1	Potri.012G013900.2	7538	11362	8862	12814	11248	12710	13314	15684
WUAT02014481.1	Potri.002G103066.1	3816	5750	3602	4832	3270	3420	3792	6014
WUAT02014482.1	Potri.003G038700.2	60928	59316	49626	85424	40714	37448	44284	55398
WUAT02014490.1	Potri.011G009700.7	11218	22466	21438	16136	20398	16920	20112	26354
WUAT02014491.1	Potri.011G084150.1	8170	22020	21544	15182	25282	22816	40860	42836
WUAT02014494.1	Potri.004G179000.6	4390	7060	6996	7326	4220	5106	4626	6266
WUAT02014496.1	Potri.013G142232.6	3146	4502	3266	5060	5104	5126	7170	6132
WUAT02014500.1	Potri.013G029300.2	9510	12172	8618	11142	15350	11700	13096	14558
WUAT02014503.1	Potri.013G162300.1	4	42	20	20	4	0	30	28
WUAT02014504.1	Potri.001G206600.2	31478	31418	22136	32222	18950	17998	18402	18712
WUAT02014509.1	Potri.016G141200.1	23968	31614	29370	41686	31142	32530	29090	44676
WUAT02014513.1	Potri.017G035700.2	3962	4576	5576	4408	8306	10546	11700	14630
WUAT02014514.1	Potri.011G075051.1	304	238	120	494	140	118	230	160
WUAT02014515.1	Potri.001G441040.1	10520	21242	30264	9120	8222	5940	1694	7056
WUAT02014518.1	Potri.016G098100.1	3374	4512	2888	5050	3644	3794	3870	4008
WUAT02014519.1	Potri.001G354000.1	10554	15400	9360	15692	10280	7850	8336	12252
WUAT02014522.1	Potri.013G143400.2	164	326	334	252	300	300	498	430
WUAT02014523.1	Potri.013G142232.6	7842	13154	13400	12058	8108	7196	8858	10174
WUAT02014524.1	Potri.001G161400.8	21058	44692	22994	44068	18892	10720	9866	23678
WUAT02014526.1	Potri.013G143400.2	3178	2956	2796	3970	2864	1954	1900	5992
WUAT02014536.1	Potri.015G034900.2	73844	132750	92956	130308	108424	128090	125096	138598
WUAT02014538.1	Potri.009G007800.7	57426	87902	54428	96408	94240	69576	77384	79128
WUAT02014541.1	Potri.001G347100.1	28214	52310	38424	50752	31222	44866	48390	60934
WUAT02014544.1	Potri.008G111200.1	2	2	4	4	10	0	0	28
WUAT02014545.1	Potri.014G195500.2	27682	44236	35602	53994	48482	39640	54836	63492
WUAT02014546.1	Potri.007G062582.1	8	4	14	16	44	70	2	8
WUAT02014547.1	Potri.006G038400.4	2446	5002	3660	5722	4012	4586	4390	3770
WUAT02014554.1	Potri.013G133550.2	2974	7212	7692	7774	17196	16194	24684	39146
WUAT02014555.1	Potri.002G028200.1	6934	9602	3160	8388	3320	3772	5738	6736
WUAT02014558.1	Potri.014G109100.3	1810	2842	2838	2794	16654	3040	3214	8374
WUAT02014563.1	Potri.003G150450.4	5302	6960	4244	6868	11452	8858	10700	11866
WUAT02014568.1	Potri.005G190101.1	14702	13794	39156	117116	87366	18832	18074	51584
WUAT02014572.1	Potri.004G185700.2	10436	9604	6846	16714	6510	4944	4178	6040
WUAT02014579.1	Potri.013G143400.2	1346	2048	1034	1926	5430	2910	3176	2668
WUAT02014581.1	Potri.013G142972.1	15848	25534	14556	31622	11554	13048	8784	18248
WUAT02014585.1	Potri.003G214500.1	28572	60490	29342	75244	107116	67232	52358	54370
WUAT02014586.1	Potri.005G214650.1	5614	7014	4754	8942	4968	5926	6466	5610
WUAT02014591.1	Potri.008G180700.12	15446	25220	18740	26750	25618	24862	35276	39768
WUAT02014596.1	Potri.007G062102.1	1034	2324	1696	1734	6540	6060	9560	4588
WUAT02014599.1	Potri.016G119700.1	8786	10498	7646	13348	7780	8142	6496	10000
WUAT02014603.1	Potri.007G062442.1	380	258	298	538	294	264	378	362
WUAT02014604.1	Potri.011G095100.2	518	1554	1156	696	932	1840	1936	1314
WUAT02014611.1	Potri.002G256200.2	9760	12314	8544	17448	10760	9390	10748	12022
WUAT02014612.1	Potri.013G142972.1	412	1200	456	1490	410	682	674	750
WUAT02014617.1	Potri.013G143400.2	580	636	290	546	1218	3044	4206	428
WUAT02014618.1	Potri.001G278800.8	21874	40870	30052	39976	27364	34582	32912	34472
WUAT02014622.1	Potri.013G162300.1	35898	50066	43450	45788	26058	30502	32346	77552
WUAT02014626.1	Potri.004G124100.1	4700	7250	4190	8498	4158	2870	4976	3914
WUAT02014630.1	Potri.013G163300.2	14	20	16	20	160	42	198	34
WUAT02014631.1	Potri.013G138900.1	938	1334	886	1176	1260	734	1520	1082
WUAT02014635.1	Potri.004G232900.1	12878	16930	13736	21800	27862	22154	27898	23492
WUAT02014639.1	Potri.013G032100.1	2	8	14	8	12	8	12	16
WUAT02014644.1	Potri.010G055000.1	52798	56234	46784	61682	54124	27918	39476	46416
WUAT02014645.1	Potri.001G420200.2	45918	59914	31934	69192	24580	21070	23260	27732
WUAT02014649.1	Potri.006G110000.1	29860	32686	29750	40586	96120	42062	30984	32896
WUAT02014653.1	Potri.011G074600.2	29302	34428	38476	28112	42646	35744	35536	35592
WUAT02014659.1	Potri.011G112700.7	74	52	38	46	70	26	360	56
WUAT02014662.1	Potri.013G141700.4	10406	13786	9886	12624	12774	7328	9012	16732
WUAT02014665.1	Potri.013G141700.2	66	124	198	86	72	76	36	200
WUAT02014666.1	Potri.007G062302.1	25844	37826	31474	39098	34692	23740	28300	38118
WUAT02014669.1	Potri.013G133550.2	0	0	0	0	0	0	0	0
WUAT02014671.1	Potri.004G125150.1	5920	11906	7534	10334	8118	8182	9864	8384
WUAT02014672.1	Potri.014G169600.4	9336	10802	8812	10290	8404	7776	9982	11492
WUAT02014673.1	Potri.001G317600.1	92	184	338	272	52	26	76	64
WUAT02014678.1	Potri.004G113500.1	3554	4468	1894	4424	1550	1274	1242	1866
WUAT02014683.1	Potri.017G012400.4	8924	12498	9554	13116	10964	9590	12462	20220
WUAT02014689.1	Potri.003G043300.6	20776	32900	30300	31980	38902	47226	41610	46398
WUAT02014690.1	Potri.008G195900.9	696	2180	1480	1488	1796	1726	1576	2328
WUAT02014695.1	Potri.003G107501.2	148	166	270	384	490	20	130	132
WUAT02014699.1	Potri.001G312800.9	10	0	8	0	0	14	0	12
WUAT02014701.1	Potri.007G062302.2	8	8	2	22	0	2	0	8
WUAT02014703.1	Potri.009G107800.3	13412	14046	10818	19412	8466	7222	9268	10684
WUAT02014704.1	Potri.005G236000.1	640	1578	1810	1550	1712	1232	2194	2974
WUAT02014707.1	Potri.004G227600.1	31216	37048	26190	39900	30422	23864	28358	34416
WUAT02014708.1	Potri.003G019000.6	4320	8902	5986	7474	6326	6566	8232	7746
WUAT02014710.1	Potri.017G005900.1	4	0	2	0	2	0	12	0
WUAT02014720.1	Potri.012G074800.6	76004	91116	79050	114980	51996	62534	56780	68396
WUAT02014721.1	Potri.001G312800.9	8	4	24	34	148	60	26	54
WUAT02014723.1	Potri.013G143400.2	4	0	0	4	0	0	0	0
WUAT02014725.1	Potri.013G137900.3	3624	5222	1348	3814	18680	4386	2838	6662
WUAT02014729.1	Potri.013G133550.2	1818	3012	2000	3498	824	1442	1310	5184
WUAT02014730.1	Potri.007G020100.1	98	68	104	366	302	114	200	342
WUAT02014731.1	Potri.010G052500.1	6428	17828	15120	9066	7370	10446	6530	6558
WUAT02014735.1	Potri.007G073100.1	17558	17208	17582	19336	8192	10678	9132	12760
WUAT02014738.1	Potri.007G000700.5	6730	11216	9856	11748	8606	9872	12564	16978
WUAT02014739.1	Potri.017G078900.3	71632	98338	66826	104986	51384	54028	54042	64758
WUAT02014747.1	Potri.004G144300.1	32106	16242	27198	21152	9672	5832	8302	22740
WUAT02014748.1	Potri.005G180300.1	4968	7562	7612	8352	11296	10556	10326	13440
WUAT02014752.1	Potri.005G108500.1	576	686	500	966	1462	582	1048	664
WUAT02014755.1	Potri.009G156200.1	6006	10810	8538	9788	13488	11248	10996	12336
WUAT02014761.1	Potri.007G066400.2	5600	11112	4508	10042	9238	9086	10706	10010
WUAT02014762.1	Potri.015G141100.1	854	1210	886	2426	1362	2176	3258	1828
WUAT02014766.1	Potri.013G143400.2	384	406	322	448	120	206	250	208
WUAT02014769.1	Potri.013G142232.5	1116	1870	846	3174	1078	848	754	882
WUAT02014770.1	Potri.003G074800.1	2942	6650	4468	5882	3040	3316	4078	3954
WUAT02014775.1	Potri.013G133550.2	68	192	138	204	316	146	200	244
WUAT02014777.1	Potri.013G027300.5	6524	13338	12094	11092	14768	22752	28054	18864
WUAT02014779.1	Potri.005G096900.4	14866	18884	8180	24142	24788	12628	16640	12466
WUAT02014782.1	Potri.015G010400.4	30	16	4	48	30	70	20	44
WUAT02014783.1	Potri.003G079000.1	28690	41888	33310	41226	39330	32078	33228	41972
WUAT02014788.1	Potri.015G037000.7	12862	25202	24112	31688	61246	35736	38388	53274
WUAT02014792.1	Potri.013G139112.2	3122	4780	4208	4468	3134	3702	4232	5152
WUAT02014793.1	Potri.012G091500.2	113428	133282	79372	166694	27290	32614	25696	51732
WUAT02014797.1	Potri.007G126501.2	14352	22278	13650	21562	14552	14186	16102	15328
WUAT02014801.1	Potri.007G020100.1	5080	5320	5168	6848	6692	4428	6656	7320
WUAT02014802.1	Potri.005G024800.1	5024	5792	4152	7244	75254	12212	7118	4944
WUAT02014806.1	Potri.013G010900.2	43338	71632	69048	70952	50772	54078	76688	106228
WUAT02014807.1	Potri.008G179500.5	32202	29900	24538	46058	9768	9456	10078	13686
WUAT02014810.1	Potri.013G133550.2	14	500	14	616	28	490	16	8
WUAT02014814.1	Potri.017G068600.4	1574	2120	1224	2974	1102	1346	1054	1202
WUAT02014815.1	Potri.015G017100.3	29622	40870	27346	44320	36772	32758	40932	40350
WUAT02014819.1	Potri.009G123800.3	16056	28736	25564	26264	17794	24906	21452	24618
WUAT02014820.1	Potri.018G077766.8	70	212	44	848	126	350	116	106
WUAT02014824.1	Potri.018G107700.2	20448	23668	18766	31422	22128	16108	16286	22676
WUAT02014825.1	Potri.006G148600.2	46	32	10	26	14	12	8	32
WUAT02014826.1	Potri.002G133100.2	6	0	14	52	2	4	28	0
WUAT02014827.1	Potri.011G046600.1	304	158	142	716	136	166	54	834
WUAT02014828.1	Potri.007G062522.1	44492	24100	38374	29634	3036	1960	716	16422
WUAT02014829.1	Potri.008G081600.2	18860	18322	17000	26872	9632	4838	3646	8142
WUAT02014830.1	Potri.011G074700.2	12756	10304	23090	14232	12620	4922	5226	15298
WUAT02014832.1	Potri.006G259600.3	1228	1750	1340	2204	1560	1576	2310	2126
WUAT02014833.1	Potri.001G211700.1	8466	17016	10130	18026	14664	15734	17102	21028
WUAT02014834.1	Potri.011G075200.2	17330	15992	10616	26890	10954	8952	12344	11450
WUAT02014837.1	Potri.013G142232.6	230	426	328	350	334	292	298	534
WUAT02014838.1	Potri.010G100200.2	2716	4456	3084	5070	3018	2828	2382	2594
WUAT02014842.1	Potri.015G012000.9	2738	4358	5216	5284	2286	1754	2098	2144
WUAT02014846.1	Potri.008G132100.1	27168	28504	26712	38364	26830	29440	31436	43234
WUAT02014851.1	Potri.010G052500.1	45788	63198	33126	61476	48714	31154	30368	34732
WUAT02014854.1	Potri.006G224800.2	10124	9522	7116	11026	3596	3816	4112	6610
WUAT02014856.1	Potri.011G058000.1	6848	8486	7618	9028	10400	9986	17160	17524
WUAT02014857.1	Potri.016G079500.1	16280	20280	15628	24672	26394	16426	21950	15046
WUAT02014859.1	Potri.002G068900.1	4498	5912	4820	6416	4028	4464	4334	5436
WUAT02014860.1	Potri.013G138000.1	7898	12368	8280	12444	8958	8642	8144	10250
WUAT02014865.1	Potri.013G142232.6	434	3060	380	1134	842	1000	792	672
WUAT02014866.1	Potri.013G150800.4	834	968	494	1588	2804	20	2006	2790
WUAT02014869.1	Potri.002G018700.1	33194	47070	33426	54264	47622	37430	39556	44020
WUAT02014870.1	Potri.011G074150.1	2070	3082	2524	3598	3256	1690	2584	5832
WUAT02014872.1	Potri.006G046500.3	1584	3062	2422	3322	3304	2882	3730	2878
WUAT02014874.1	Potri.005G049800.5	11598	17498	12730	23100	152734	49828	28738	23366
WUAT02014876.1	Potri.013G139112.2	0	10	2	0	2	0	4	0
WUAT02014878.1	Potri.013G142124.1	3484	5278	4384	5302	6918	8014	7228	8736
WUAT02014880.1	Potri.012G115100.1	42	96	12	46	32	24	42	72
WUAT02014881.1	Potri.013G143400.2	96	34	26	112	154	10	52	70
WUAT02014882.1	Potri.013G143400.2	154830	110756	98236	204064	57674	46282	39228	76476
WUAT02014884.1	Potri.005G212400.3	5188	8710	3632	6264	6582	4702	6560	5998
WUAT02014887.1	Potri.013G140850.2	7236	15202	14850	13020	5874	6048	3714	9150
WUAT02014888.1	Potri.012G100400.1	14286	22296	11542	26436	13932	11622	15794	17576
WUAT02014890.1	Potri.007G020100.1	10	24	22	60	4	22	4	10
WUAT02014892.1	Potri.005G251600.2	16152	22836	30512	20518	37700	47096	56350	80964
WUAT02014893.1	Potri.015G044750.1	5604	11058	8486	12162	19944	17482	17930	11378
WUAT02014896.1	Potri.008G224210.1	42064	68246	84830	62666	44168	72702	70602	104752
WUAT02014899.1	Potri.001G200400.3	6306	11728	7590	10404	7330	8868	8180	8806
WUAT02014901.1	Potri.014G185948.1	200	290	168	194	126	134	62	170
WUAT02014905.1	Potri.001G189500.6	43560	89880	70898	85530	55906	52074	47694	56738
WUAT02014907.1	Potri.009G139700.1	107844	157722	89722	201496	67502	52386	49796	66878
WUAT02014908.1	Potri.015G090300.3	3496	3888	2980	4520	3826	2642	3600	3484
WUAT02014909.1	Potri.004G161300.2	7312	8876	5318	11160	8576	4780	8094	6218
WUAT02014910.1	Potri.011G125200.5	5802	8034	7850	8930	8900	7542	7328	12866
WUAT02014914.1	Potri.014G162200.1	34008	41226	25694	47740	59484	53766	63296	39916
WUAT02014917.1	Potri.011G046600.1	1318	1752	13594	680	550	11238	6958	34292
WUAT02014919.1	Potri.004G025800.1	12	56	142	34	36	44	258	250
WUAT02014923.1	Potri.003G056700.6	76324	137800	103480	118186	120084	180954	200500	258710
WUAT02014927.1	Potri.006G190900.2	8026	13838	8968	11426	11898	11360	14316	14568
WUAT02014928.1	Potri.002G229200.6	676	648	684	1090	618	680	600	982
WUAT02014932.1	Potri.010G210900.1	3108	5110	3084	4116	1832	2802	2082	2546
WUAT02014933.1	Potri.013G163200.1	2684	610	1210	3652	230	64	52	914
WUAT02014935.1	Potri.017G110300.5	8804	8640	7826	11912	12150	5840	9380	18216
WUAT02014936.1	Potri.004G194600.1	204	374	226	394	214	194	386	260
WUAT02014937.1	Potri.013G143400.2	4728	7368	1982	8884	7922	4718	5950	3640
WUAT02014941.1	Potri.013G143400.2	42040	59282	56004	61778	39438	51892	52556	61864
WUAT02014942.1	Potri.011G074301.1	162	74	62	274	234	120	174	166
WUAT02014947.1	Potri.014G027100.1	1080	1288	1140	1584	160	310	50	588
WUAT02014950.1	Potri.013G129600.2	42164	54246	39040	66700	52770	37792	47744	44876
WUAT02014951.1	Potri.005G169100.5	2668	4424	1162	4918	1534	1204	1262	2374
WUAT02014957.1	Potri.006G078900.1	264	1458	1768	3582	660	824	320	6164
WUAT02014958.1	Potri.015G090100.1	4496	7730	4502	10272	4730	4876	4780	3912
WUAT02014959.1	Potri.008G224210.1	4888	6452	7414	8320	6274	5876	6892	6658
WUAT02014963.1	Potri.013G136466.1	33838	50402	25386	63382	28142	22856	24700	25668
WUAT02014964.1	Potri.001G095200.3	19382	24986	18370	27280	22522	13860	20388	20092
WUAT02014968.1	Potri.005G168700.2	29922	48968	37468	42160	51646	62988	68108	66296
WUAT02014969.1	Potri.011G085200.3	1192	2274	1162	2086	2282	1912	1750	2038
WUAT02014972.1	Potri.005G154836.1	450	570	314	1550	5842	3656	1346	3644
WUAT02014977.1	Potri.016G075000.1	18048	22754	16692	26078	28222	19998	28074	20354
WUAT02014981.1	Potri.018G034500.1	21468	34752	24128	32760	37300	32458	37466	41200
WUAT02014982.1	Potri.013G143400.2	658	754	684	800	2800	1664	2762	2098
WUAT02014990.1	Potri.006G114700.1	21742	45758	26630	40828	38524	38290	37134	58842
WUAT02014995.1	Potri.001G213900.4	20522	31980	25128	34414	29736	21424	17848	38220
WUAT02014999.1	Potri.001G106951.1	244	194	206	228	296	414	676	578
WUAT02015004.1	Potri.013G141700.4	6408	11034	6690	10420	13362	10346	10768	13380
WUAT02015005.1	Potri.003G112900.4	640	2812	828	1290	4734	2556	4354	1988
WUAT02015010.1	Potri.009G022400.1	222	224	248	198	324	364	140	382
WUAT02015012.1	Potri.001G347900.2	2776	5258	3312	6114	2974	3980	3246	3632
WUAT02015013.1	Potri.010G027900.6	11146	20102	14804	19158	14210	14302	15096	15732
WUAT02015015.1	Potri.005G228500.1	3652	4898	4598	5378	2568	3506	3136	4740
WUAT02015018.1	Potri.012G031250.1	10364	15070	10518	16074	11326	12818	10376	10730
WUAT02015026.1	Potri.019G014344.1	252	546	448	306	398	430	404	614
WUAT02015027.1	Potri.006G036500.1	2936	4708	2554	5398	5148	3738	5510	3990
WUAT02015029.1	Potri.005G226900.1	19982	21964	18248	30614	20820	13722	12822	19516
WUAT02015031.1	Potri.006G224600.4	12460	26320	16392	25208	2178	2844	1642	3440
WUAT02015032.1	Potri.013G143400.2	124	62	46	168	32	4	44	22
WUAT02015034.1	Potri.002G091200.1	40	50	24	60	54	24	16	36
WUAT02015035.1	Potri.001G424500.3	17794	22472	22486	25100	12614	16164	17502	28462
WUAT02015037.1	Potri.010G176400.2	6116	7812	6212	15622	15710	10910	11326	7426
WUAT02015040.1	Potri.007G062582.1	3450	6908	3214	6438	4398	3534	3962	3788
WUAT02015041.1	Potri.007G112600.1	1046	4066	3516	3668	6010	5568	9562	7516
WUAT02015048.1	Potri.006G052100.3	10940	20832	8510	29800	31514	20168	29644	15564
WUAT02015049.1	Potri.004G186400.1	13240	20618	14148	23434	17152	16492	17610	17406
WUAT02015050.1	Potri.014G170800.5	352	764	784	732	530	326	218	350
WUAT02015051.1	Potri.009G013000.1	12548	22068	17958	19584	30034	28260	38142	31226
WUAT02015054.1	Potri.012G031250.1	108	142	96	174	100	116	70	136
WUAT02015055.1	Potri.017G131000.1	36	36	52	54	86	122	36	58
WUAT02015057.1	Potri.001G312800.9	8	4	2	16	12	26	28	18
WUAT02015059.1	Potri.002G128000.1	2646	3438	2388	3424	3368	1730	1364	2832
WUAT02015063.1	Potri.013G143400.2	1204	2728	1890	2626	2756	3174	2324	2944
WUAT02015065.1	Potri.005G233900.1	14742	16622	8224	27298	13216	9340	11326	13490
WUAT02015069.1	Potri.011G101451.1	654	696	744	1010	582	788	786	812
WUAT02015071.1	Potri.004G161400.1	4922	7464	4170	7184	5604	2814	2690	3298
WUAT02015073.1	Potri.008G202100.1	63744	36544	56618	60870	48080	29528	36088	46560
WUAT02015076.1	Potri.013G133550.2	454	396	620	628	870	240	762	734
WUAT02015085.1	Potri.001G023500.1	53422	52846	28856	72306	17466	20600	26644	42764
WUAT02015086.1	Potri.008G066400.5	46172	53514	51682	47964	45234	62928	62642	50052
WUAT02015090.1	Potri.015G147200.1	13696	24050	23572	22520	19254	23168	21490	28226
WUAT02015093.1	Potri.013G162400.1	8268	13590	5578	12846	17102	17878	24572	17840
WUAT02015094.1	Potri.011G075051.1	5548	8726	6634	8168	6406	6532	6590	8106
WUAT02015098.1	Potri.005G101700.1	4162	6944	3644	6292	3370	3588	3912	4576
WUAT02015103.1	Potri.001G312800.8	3024	8202	6536	6886	8040	3790	3730	7370
WUAT02015104.1	Potri.012G096300.7	28018	43004	29934	45766	36416	38468	38078	40700
WUAT02015107.1	Potri.010G062000.1	2230	2376	1488	2554	2266	1844	1480	2434
WUAT02015109.1	Potri.008G112300.2	46256	29168	27540	35724	4368	6940	6842	13066
WUAT02015118.1	Potri.016G090800.9	55636	90636	91788	81338	82124	106372	105096	131942
WUAT02015121.1	Potri.009G058800.1	50260	57916	35108	100398	41158	29382	33504	30144
WUAT02015122.1	Potri.015G095500.1	122	234	208	460	246	240	424	224
WUAT02015124.1	Potri.013G064501.1	296	894	512	422	752	828	796	570
WUAT02015130.1	Potri.013G133550.2	22864	30042	25174	29064	22364	24302	27258	30764
WUAT02015133.1	Potri.009G066000.1	3978	5328	3012	6268	13646	3904	5008	5944
WUAT02015134.1	Potri.016G011500.1	46	188	146	692	830	226	178	3688
WUAT02015136.1	Potri.008G061300.1	19536	20152	15738	27884	12564	10724	11680	13504
WUAT02015139.1	Potri.002G079400.2	34584	46058	22596	31438	113312	39094	31994	10282
WUAT02015151.1	Potri.003G094700.1	2	12	22	16	30	96	142	64
WUAT02015157.1	Potri.010G204300.1	30542	22736	20332	37036	25192	17942	16616	25638
WUAT02015159.1	Potri.001G123400.4	5756	11154	10400	11338	7610	11442	8828	10546
WUAT02015160.1	Potri.003G015400.2	1546	2144	1328	3132	1376	848	1382	1570
WUAT02015161.1	Potri.013G143400.2	1890	1150	830	962	2454	1236	1920	978
WUAT02015162.1	Potri.012G061300.1	16930	24574	17016	29148	28078	19906	25192	25932
WUAT02015163.1	Potri.008G128500.1	4836	11772	10544	7620	16294	11782	31990	50072
WUAT02015165.1	Potri.013G142232.5	118	78	168	46	28	86	86	428
WUAT02015176.1	Potri.006G273300.2	4	6	10	0	20	6	0	4
WUAT02015179.1	Potri.005G102100.1	69690	74960	68538	91322	48932	52492	55950	71626
WUAT02015180.1	Potri.013G142124.1	10458	14748	9254	12246	9788	8378	10542	12018
WUAT02015181.1	Potri.015G115701.2	0	6	6	10	6	46	28	32
WUAT02015182.1	Potri.015G033600.1	528	188	296	750	30	30	8	58
WUAT02015184.1	Potri.013G142232.6	4894	7684	6350	9884	4022	5616	4536	4758
WUAT02015197.1	Potri.013G142124.1	135654	242940	235570	184596	212746	200510	222260	228314
WUAT02015201.1	Potri.003G131200.1	5344	12870	4074	13990	72212	29968	34752	15520
WUAT02015202.1	Potri.017G059400.1	943062	694754	635076	1228072	275282	322518	183880	660758
WUAT02015203.1	Potri.010G134700.1	6566	6664	2882	8090	3568	2402	2416	3030
WUAT02015206.1	Potri.009G084500.3	2270	5080	2150	6006	2586	3358	3654	3336
WUAT02015207.1	Potri.010G187800.2	36	30	18	30	82	34	22	174
WUAT02015211.1	Potri.013G139112.2	17086	32396	18790	29412	14970	12080	9042	15596
WUAT02015215.1	Potri.013G138490.1	30226	71760	82098	43786	156218	175400	89974	101754
WUAT02015224.1	Potri.002G128100.1	20138	45916	40876	36214	28162	30524	25250	38976
WUAT02015225.1	Potri.011G113575.1	3984	5102	4516	5508	7462	5056	5172	9914
WUAT02015229.1	Potri.007G128300.5	32226	18664	20120	42066	32782	13886	12252	23238
