Gene_ID	subject_id	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4
WUAT02011170.1	Potri.007G062602.1	15354	2812	2562	6192	37240	10120	6226	7538
WUAT02011171.1	Potri.008G046500.1	3040	4470	3480	4538	3142	2738	2460	3458
WUAT02011174.1	Potri.005G239900.1	7786	6410	702	8106	10234	2754	12108	8916
WUAT02011179.1	Potri.001G312800.9	11152	12246	10698	12170	14752	12432	15458	14160
WUAT02011185.1	Potri.003G120600.1	7618	12522	10416	9524	10310	7550	6494	8948
WUAT02011188.1	Potri.003G072300.10	9852	13958	8428	11300	11110	6724	11584	8010
WUAT02011190.1	Potri.005G066600.4	9470	13550	9140	17150	13480	12176	12624	20028
WUAT02011191.1	Potri.004G049400.1	35960	47312	34718	42916	38706	37652	36152	40562
WUAT02011196.1	Potri.019G082500.3	56120	59520	58048	60238	57918	51854	63336	69958
WUAT02011202.1	Potri.001G312800.7	1652	2634	1650	2748	2828	1794	2228	2940
WUAT02011206.1	Potri.005G203000.4	40864	48896	39054	45638	53338	45458	48964	46272
WUAT02011209.1	Potri.010G059550.1	110250	102038	68122	90498	385686	667864	522456	393592
WUAT02011211.1	Potri.016G087900.1	27476	30936	28624	30256	35738	34478	30884	25248
WUAT02011214.1	Potri.008G147700.1	2342	2100	3648	4270	5238	4606	3838	4286
WUAT02011216.1	Potri.002G114200.1	26698	30262	22394	28344	41342	36080	32830	40044
WUAT02011217.1	Potri.010G173600.3	12428	11846	8154	14472	9574	13216	10448	15302
WUAT02011221.1	Potri.010G153000.2	19580	23708	17702	28328	23950	21304	22172	27776
WUAT02011226.1	Potri.006G130900.3	1658	2162	2344	1896	1688	1392	1972	1780
WUAT02011233.1	Potri.001G312800.7	78408	107674	87170	122102	153512	167008	127272	145370
WUAT02011238.1	Potri.001G042700.1	1198	2780	1360	3850	2458	2682	2830	2918
WUAT02011239.1	Potri.011G159000.1	214	308	300	820	480	358	488	616
WUAT02011240.1	Potri.007G060600.1	50366	49930	40032	52014	45336	50580	46362	143670
WUAT02011242.1	Potri.011G122400.2	53976	78504	57846	74382	72200	58136	60020	75532
WUAT02011251.1	Potri.003G074500.1	10846	11038	10170	11150	13612	12270	12522	15140
WUAT02011252.1	Potri.010G044700.2	24	14	8	32	6	8	12	54
WUAT02011256.1	Potri.007G061921.2	3792	4124	3780	3556	4006	3110	3700	4310
WUAT02011260.1	Potri.007G062001.1	4590	3230	3372	5686	10278	6904	9970	11396
WUAT02011261.1	Potri.008G221801.2	156	476	194	238	110	164	374	408
WUAT02011262.1	Potri.017G090600.3	35940	86150	81796	60492	45312	28254	38134	30248
WUAT02011268.1	Potri.013G070200.1	464	778	664	634	818	410	824	888
WUAT02011269.1	Potri.005G119700.2	21434	25188	12268	28938	15788	11328	15582	11426
WUAT02011271.1	Potri.011G136700.4	10226	21022	12540	23078	15164	9572	7758	8800
WUAT02011278.1	Potri.001G001500.5	20364	12692	14106	21724	55786	72250	79442	42678
WUAT02011279.1	Potri.013G162800.1	5180	11220	7362	8674	8916	7218	4902	7280
WUAT02011282.1	Potri.004G125150.1	9692	11076	10042	14048	15116	16326	10226	11162
WUAT02011291.1	Potri.005G120800.2	37070	32760	26588	42852	32222	31030	25990	19056
WUAT02011293.1	Potri.005G154836.1	41806	43900	44592	49940	45134	49354	55232	69288
WUAT02011300.1	Potri.013G139670.1	166	278	206	238	228	258	244	314
WUAT02011305.1	Potri.010G115000.3	13788	16568	9986	14460	38548	18914	18950	20418
WUAT02011308.1	Potri.001G312800.9	6	38	24	22	12	26	12	24
WUAT02011310.1	Potri.018G098500.1	12534	15732	11660	16696	16218	10250	12868	11094
WUAT02011314.1	Potri.018G090700.5	7742	9566	9392	8488	10442	9374	10960	11070
WUAT02011319.1	Potri.006G049300.3	19640	30620	21578	31240	47862	24298	36196	38788
WUAT02011324.1	Potri.013G036300.1	38	62	42	80	32	36	46	76
WUAT02011325.1	Potri.017G099100.1	2656	3332	2276	3608	3784	4150	4330	5396
WUAT02011326.1	Potri.009G144900.1	772	3010	356	1258	2054	948	4306	2896
WUAT02011327.1	Potri.001G266400.6	27666	61038	43912	56466	47434	24930	31864	30620
WUAT02011328.1	Potri.018G098500.1	510	520	290	900	1124	784	526	958
WUAT02011332.1	Potri.008G052700.5	15146	18628	16012	20896	16742	13694	14994	14456
WUAT02011337.1	Potri.014G185804.1	31040	43880	35114	50030	49000	38348	39996	36972
WUAT02011341.1	Potri.013G133550.2	2020	2958	2690	3658	4472	3124	2402	2390
WUAT02011344.1	Potri.017G140800.1	6	4	8	0	6	4	6	0
WUAT02011347.1	Potri.005G160700.4	20724	82186	31196	69580	25316	30054	48930	24248
WUAT02011351.1	Potri.011G074201.1	26	60	40	20	116	22	14	4
WUAT02011352.1	Potri.016G116600.4	8208	10530	9132	9704	10576	7852	10162	11954
WUAT02011354.1	Potri.001G208900.7	3842	4192	3724	4986	5296	4258	5858	6436
WUAT02011355.1	Potri.010G254400.4	21232	25594	22176	22040	25288	25126	25926	25178
WUAT02011359.1	Potri.013G142124.1	54576	33312	33350	41210	115196	79406	114202	197308
WUAT02011360.1	Potri.013G000600.1	3150	5060	2920	7204	5944	5210	4330	5908
WUAT02011364.1	Potri.018G076600.3	22	32	20	18	20	14	64	48
WUAT02011368.1	Potri.006G249100.1	198	482	354	258	1650	940	2158	588
WUAT02011373.1	Potri.012G106500.1	340	636	320	896	666	656	392	522
WUAT02011377.1	Potri.006G067500.1	42174	47444	48690	103662	67944	51234	55538	58558
WUAT02011379.1	Potri.001G149600.1	18212	19476	17720	20864	18814	18880	18254	20474
WUAT02011381.1	Potri.003G201200.4	2756	3624	3364	3038	3946	3654	3554	3450
WUAT02011382.1	Potri.004G125150.1	55132	63222	67302	66848	47594	61254	59132	73274
WUAT02011386.1	Potri.018G034700.1	9516	18350	11108	12658	14802	14854	13456	10280
WUAT02011389.1	Potri.011G145000.1	23078	42658	26346	35558	25248	27722	23522	28302
WUAT02011390.1	Potri.013G138000.1	6354	4784	2596	6490	6464	3230	2824	1518
WUAT02011391.1	Potri.014G090400.1	6334	6594	4316	6476	5296	10238	13014	12186
WUAT02011392.1	Potri.011G076700.1	276	426	228	370	448	274	282	240
WUAT02011393.1	Potri.001G222700.1	792	638	686	546	1808	1022	814	712
WUAT02011395.1	Potri.012G031250.1	8854	8830	7162	9398	9960	8658	9420	11110
WUAT02011396.1	Potri.002G089500.1	14	82	40	48	60	58	4	34
WUAT02011399.1	Potri.013G142201.1	802	1084	1210	1356	1492	1440	1066	1492
WUAT02011400.1	Potri.013G142100.1	260	570	232	800	278	488	362	358
WUAT02011404.1	Potri.016G002700.2	11236	13038	14118	13410	17490	15578	13854	14508
WUAT02011407.1	Potri.013G133550.2	0	126	22	20	8	8	6	0
WUAT02011408.1	Potri.007G062622.1	472	262	296	338	1574	1128	1040	1580
WUAT02011409.1	Potri.013G143400.2	4848	9396	6856	7342	9938	9132	6868	8160
WUAT02011412.1	Potri.006G170400.2	1570	1582	958	2258	1514	1158	2042	1628
WUAT02011413.1	Potri.013G143400.2	430	66	1804	488	706	1082	606	2172
WUAT02011418.1	Potri.001G336300.1	1888	7988	3570	6306	2968	1448	1372	414
WUAT02011422.1	Potri.018G026000.1	14640	15102	15448	19382	23268	19872	19456	29710
WUAT02011423.1	Potri.003G148800.1	15924	16602	14116	16390	17688	18164	15504	16390
WUAT02011426.1	Potri.004G174700.8	6394	14088	9760	13588	15384	6754	13090	13552
WUAT02011427.1	Potri.003G151100.1	2216	1746	1848	2042	3662	1754	2900	3036
WUAT02011431.1	Potri.014G052300.2	125980	32924	56918	53500	211786	192022	212840	309244
WUAT02011432.1	Potri.003G134000.3	11444	14904	12438	15054	17046	16838	14834	16572
WUAT02011435.1	Potri.010G059100.1	14020	15550	19852	21580	24170	13422	17710	17398
WUAT02011436.1	Potri.007G123000.8	7244	11542	10402	12424	8336	8050	7958	8588
WUAT02011444.1	Potri.001G026800.1	19334	36240	28610	26858	27702	23698	20592	23972
WUAT02011445.1	Potri.001G343700.1	3762	5796	4216	5494	5398	4996	4928	4476
WUAT02011446.1	Potri.003G201200.4	196	192	128	134	132	114	246	260
WUAT02011448.1	Potri.010G157700.3	4458	3896	4702	5982	5070	4448	5524	6662
WUAT02011449.1	Potri.001G312800.7	10934	17460	11006	24620	11146	14314	13958	21922
WUAT02011451.1	Potri.013G143400.2	26	98	54	36	60	36	90	116
WUAT02011453.1	Potri.002G241200.7	10864	15066	11592	14320	12972	13032	10520	10970
WUAT02011455.1	Potri.004G167500.1	726	950	456	782	414	482	996	1120
WUAT02011457.1	Potri.004G047800.2	288	532	386	382	402	280	478	472
WUAT02011458.1	Potri.018G045100.5	1796	1030	1360	2128	3054	3084	2290	2578
WUAT02011461.1	Potri.001G026300.1	18	68	76	34	40	20	40	44
WUAT02011467.1	Potri.005G022700.1	9536	14322	9418	19856	16186	2756	3018	1244
WUAT02011471.1	Potri.005G121000.1	21664	21782	26684	16176	24156	8926	15044	17454
WUAT02011476.1	Potri.013G143400.2	40744	63576	39120	60218	71098	101372	76578	198362
WUAT02011480.1	Potri.002G170200.1	37950	50422	32766	39992	55016	53980	60128	71138
WUAT02011491.1	Potri.006G139300.4	10484	13310	16220	12372	10760	10542	13626	15818
WUAT02011494.1	Potri.006G244500.1	10334	9020	7664	13486	12042	15674	14674	22936
WUAT02011498.1	Potri.013G022000.1	51824	49188	36608	60334	85534	111422	84334	142786
WUAT02011499.1	Potri.011G137700.1	6478	6434	5118	7628	7460	6402	4866	8536
WUAT02011503.1	Potri.001G145900.6	16438	18700	11926	17548	17220	18470	14592	15660
WUAT02011507.1	Potri.008G221801.2	58	206	238	48	102	242	684	114
WUAT02011512.1	Potri.017G067804.1	9972	18872	14928	18576	15958	11104	11940	13356
WUAT02011516.1	Potri.004G024632.1	62264	126214	41004	69108	45142	217184	513956	204674
WUAT02011517.1	Potri.013G057900.2	5360	2460	2370	3782	6196	3214	6954	3302
WUAT02011519.1	Potri.001G378500.1	222	540	588	316	390	282	1556	924
WUAT02011521.1	Potri.013G162800.1	68104	109310	84946	104846	99540	57716	84818	94640
WUAT02011523.1	Potri.013G138000.1	106	392	64	582	720	838	294	42
WUAT02011525.1	Potri.005G240601.1	74	116	76	100	14	54	66	94
WUAT02011526.1	Potri.014G122300.1	166914	132638	28240	98762	89868	26196	28986	28792
WUAT02011528.1	Potri.011G030012.1	304	286	576	788	1684	3242	1784	908
WUAT02011529.1	Potri.003G171200.1	40806	44112	50542	55308	48386	59502	49956	57264
WUAT02011536.1	Potri.001G312800.9	48	66	58	60	36	22	18	48
WUAT02011539.1	Potri.011G074067.1	7610	9078	9458	12124	12498	6340	8770	22980
WUAT02011543.1	Potri.009G090700.1	125990	140674	126058	124416	211898	209792	184960	200890
WUAT02011545.1	Potri.012G031250.1	16	32	24	28	22	26	14	46
WUAT02011546.1	Potri.017G118801.1	4600	4774	2908	6334	5980	3640	3194	4416
WUAT02011547.1	Potri.008G019800.1	145684	81340	167742	61192	43246	185118	78348	338246
WUAT02011548.1	Potri.017G033200.3	50430	70198	60996	75246	55380	58796	46596	57776
WUAT02011552.1	Potri.005G083000.1	5396	11012	8602	10692	7732	6014	6052	5110
WUAT02011553.1	Potri.011G074600.2	6000	7026	7474	7844	8440	7594	6860	9522
WUAT02011557.1	Potri.018G006000.4	5634	8224	5830	6598	5230	5104	4474	4442
WUAT02011560.1	Potri.004G121000.1	232	454	624	840	868	344	828	1062
WUAT02011562.1	Potri.010G187800.2	12076	11692	9678	10534	15064	10092	17956	11378
WUAT02011566.1	Potri.005G114300.7	56254	98598	77842	80106	93260	52234	87026	94206
WUAT02011567.1	Potri.001G312800.7	26	222	6	38	38	56	40	22
WUAT02011577.1	Potri.003G094700.1	106	80	168	128	80	68	414	502
WUAT02011579.1	Potri.013G018000.1	8314	11752	9098	9936	9372	13510	8590	7946
WUAT02011580.1	Potri.002G262300.4	41202	52802	45606	50868	53582	40382	54162	56264
WUAT02011581.1	Potri.017G061950.1	122	190	172	156	204	116	86	36
WUAT02011583.1	Potri.005G049800.5	394	498	446	460	444	382	318	350
WUAT02011584.1	Potri.003G201200.4	36498	36154	44398	44520	38266	42590	55484	73066
WUAT02011588.1	Potri.001G298200.1	65214	67868	80090	69984	54096	63120	69678	91424
WUAT02011592.1	Potri.004G125150.1	44	110	44	46	220	32	26	54
WUAT02011593.1	Potri.011G166700.5	14102	19740	14294	21098	12966	3688	2472	1804
WUAT02011594.1	Potri.013G162800.1	2636	2388	2442	2456	2538	2190	4142	3544
WUAT02011597.1	Potri.005G118100.1	5172	4510	3358	5464	6776	3818	4882	6666
WUAT02011598.1	Potri.008G123600.10	11896	9350	3234	11374	4730	2018	2474	1846
WUAT02011602.1	Potri.012G039000.2	21098	20950	13180	23076	17630	15842	16578	24424
WUAT02011604.1	Potri.014G180200.9	520	1418	636	1836	746	538	474	342
WUAT02011610.1	Potri.001G222700.1	448	578	1294	60	1148	1566	34	144
WUAT02011611.1	Potri.006G072900.5	16684	25080	20310	23050	18376	16768	19584	24046
WUAT02011615.1	Potri.011G073900.2	82906	96644	75270	106930	79390	50874	60016	64288
WUAT02011616.1	Potri.001G069501.2	3564	4380	3788	5030	7044	6022	10506	8368
WUAT02011617.1	Potri.013G141912.1	628	24	14	350	286	582	116	440
WUAT02011620.1	Potri.010G098600.1	42270	49808	33568	56702	48572	42336	36234	33338
WUAT02011629.1	Potri.010G052500.1	2716	198	616	1026	4604	2838	3210	4426
WUAT02011633.1	Potri.016G060500.1	21492	20440	15656	18816	23902	17940	18806	19624
WUAT02011638.1	Potri.003G113500.4	41346	60848	51484	50768	44888	55164	45538	51150
WUAT02011639.1	Potri.008G131400.1	682	1072	732	842	1062	876	760	846
WUAT02011642.1	Potri.001G343600.4	71162	76720	64764	94042	66102	71254	57528	56336
WUAT02011647.1	Potri.008G090000.2	40180	41662	40826	112976	50590	65440	50414	50254
WUAT02011649.1	Potri.013G162700.1	2	10	6	2	16	0	10	4
WUAT02011653.1	Potri.015G115701.2	68	68	124	334	326	200	192	198
WUAT02011656.1	Potri.017G018500.3	46708	52366	38306	57158	89712	77720	64706	83660
WUAT02011663.1	Potri.013G143400.2	124	294	168	292	114	130	108	156
WUAT02011670.1	Potri.013G133550.2	98	118	150	166	198	110	76	148
WUAT02011673.1	Potri.011G073900.2	34	14	66	44	62	8	66	66
WUAT02011675.1	Potri.009G042600.2	30702	36396	32002	31458	26434	25650	20386	23114
WUAT02011683.1	Potri.010G077400.1	9588	13008	12404	14886	14664	19254	17922	24774
WUAT02011684.1	Potri.005G107200.1	5444	3388	3164	3068	3498	3616	5622	7580
WUAT02011687.1	Potri.010G052500.1	7156	7702	5642	9346	7808	9772	6366	8382
WUAT02011688.1	Potri.001G255950.1	4344	3846	2946	4464	7548	6072	9678	11136
WUAT02011689.1	Potri.005G195400.1	7026	8016	7176	7438	7018	5910	9778	12110
WUAT02011690.1	Potri.002G073450.1	278	830	288	1574	700	668	366	750
WUAT02011692.1	Potri.005G150450.2	38060	28848	30332	28394	32232	32918	35654	41936
WUAT02011699.1	Potri.007G062522.1	6346	8748	7112	8570	8102	5206	5722	5554
WUAT02011701.1	Potri.007G087200.7	25920	55088	46116	63966	33168	17806	25824	19222
WUAT02011702.1	Potri.013G142124.1	1304	1466	1868	2286	860	600	960	1274
WUAT02011703.1	Potri.002G159400.1	170	450	244	648	52	290	364	332
WUAT02011710.1	Potri.013G133550.2	2454	4366	2974	3936	5840	4680	5846	12010
WUAT02011711.1	Potri.001G106951.1	78828	21610	40122	68950	45018	22130	34712	19892
WUAT02011719.1	Potri.007G026500.1	7952	8728	7708	9324	8478	8084	7414	12454
WUAT02011721.1	Potri.013G162200.1	106	112	88	70	100	52	42	38
WUAT02011723.1	Potri.010G073300.2	17376	20686	18268	29652	24896	28966	28430	47910
WUAT02011725.1	Potri.011G029100.1	1290	628	366	1272	524	32	52	42
WUAT02011726.1	Potri.015G082283.2	1728	2340	3618	3998	3270	2876	3038	4018
WUAT02011728.1	Potri.005G154350.1	4064	8614	4706	7010	4870	3164	2762	3878
WUAT02011734.1	Potri.004G115500.6	1640	1848	1382	2158	2176	1770	1994	2518
WUAT02011737.1	Potri.009G102201.1	3724	4128	4274	4484	5682	5444	4702	4448
WUAT02011743.1	Potri.001G343900.2	2736	3708	3408	3122	5088	3678	3076	4294
WUAT02011746.1	Potri.006G163301.1	138	178	94	98	160	188	498	204
WUAT02011748.1	Potri.011G147500.2	21402	22036	25288	25712	31396	31670	27948	34864
WUAT02011749.1	Potri.013G133550.2	4640	7530	7356	7002	7786	9046	5944	7872
WUAT02011751.1	Potri.013G068200.1	13740	26682	15220	7348	9376	1768	2848	4376
WUAT02011755.1	Potri.008G055500.7	528	268	210	462	378	862	276	496
WUAT02011758.1	Potri.015G082283.2	12956	16952	12926	18758	17798	15242	12718	15802
WUAT02011759.1	Potri.013G134700.5	15714	23186	32634	21400	37136	29194	21324	44986
WUAT02011760.1	Potri.006G225500.2	5546	7838	5496	9436	4936	5120	4238	3296
WUAT02011762.1	Potri.016G119900.11	31574	51642	37552	50262	41728	34720	33820	36662
WUAT02011763.1	Potri.019G091000.1	824	182	264	240	346	1192	3344	350
WUAT02011764.1	Potri.010G183832.1	22036	35956	23368	45508	22902	14590	19672	12598
WUAT02011767.1	Potri.011G155600.1	600	798	630	980	1556	398	756	774
WUAT02011769.1	Potri.011G056800.1	23502	24290	20094	28426	28450	26098	25686	27772
WUAT02011770.1	Potri.001G191100.1	16668	19926	14582	21698	19590	19994	15766	14240
WUAT02011771.1	Potri.008G183600.3	8	2	20	2	6	6	4	6
WUAT02011772.1	Potri.012G113700.1	7326	8550	7340	9106	9800	7150	6776	11034
WUAT02011773.1	Potri.017G143049.1	23070	31298	24738	26336	30256	25868	28378	30202
WUAT02011774.1	Potri.010G052500.1	22	22	50	48	62	36	94	156
WUAT02011782.1	Potri.010G065100.1	12328	15044	12628	14298	20700	17768	17938	16262
WUAT02011791.1	Potri.010G052500.1	2578	1836	1314	1682	2872	2328	2356	2320
WUAT02011792.1	Potri.019G006500.1	1258	2532	1524	2708	2220	1240	1586	1098
WUAT02011795.1	Potri.018G021000.1	37394	45038	37270	44024	45394	38362	39594	41038
WUAT02011796.1	Potri.001G312800.7	24	140	44	96	128	44	38	110
WUAT02011797.1	Potri.005G070700.6	9598	22798	12644	20358	5388	6270	6546	9324
WUAT02011800.1	Potri.001G359700.6	9142	10744	10446	10752	11010	10166	12374	13096
WUAT02011802.1	Potri.004G125150.1	24	30	58	32	122	24	32	62
WUAT02011809.1	Potri.013G133550.2	3656	6230	5086	6688	7888	6500	6680	9558
WUAT02011813.1	Potri.001G344000.1	7164	6358	3848	6622	5300	6902	9308	4232
WUAT02011814.1	Potri.004G003200.1	17360	17504	13484	16760	13558	8656	9144	8572
WUAT02011816.1	Potri.008G128600.1	2370	5060	3282	5856	2396	1904	1476	1350
WUAT02011818.1	Potri.007G061721.1	53938	71596	54382	73752	81248	45256	75236	104326
WUAT02011819.1	Potri.002G259600.4	11948	21776	22714	9736	36146	30284	81568	33078
WUAT02011824.1	Potri.001G342300.5	9764	10778	7770	12170	9646	7816	7644	7654
WUAT02011825.1	Potri.008G058600.6	3272	8118	3542	7548	6724	5726	5274	4078
WUAT02011827.1	Potri.003G085901.1	15628	16416	16664	26322	15270	15564	14486	13068
WUAT02011833.1	Potri.009G027900.1	14070	15308	12804	19680	13912	15046	9914	13990
WUAT02011836.1	Potri.011G062100.1	25208	10632	9518	23448	47350	31654	41064	44318
WUAT02011838.1	Potri.006G208600.1	10470	14688	11272	12390	12874	10612	9784	10444
WUAT02011857.1	Potri.003G040700.1	584	3520	3376	574	850	478	1258	1698
WUAT02011858.1	Potri.008G035300.11	28972	27864	24832	32490	36114	23594	26608	22504
WUAT02011863.1	Potri.014G046300.5	29236	32340	26164	38538	32892	36580	30848	32474
WUAT02011864.1	Potri.005G107066.1	346	380	332	476	664	790	778	1518
WUAT02011866.1	Potri.006G081300.5	9088	8158	7782	11032	11972	12250	10498	13108
WUAT02011869.1	Potri.013G036300.1	1176	2288	1998	2726	1436	1598	1530	2726
WUAT02011872.1	Potri.008G147700.1	2528	5926	5082	5446	5908	4080	5530	6590
WUAT02011873.1	Potri.013G163000.1	7454	10308	5804	10770	5772	7544	7072	6222
WUAT02011877.1	Potri.011G075051.1	3672	3590	3414	5512	4826	4612	4518	5312
WUAT02011881.1	Potri.003G000500.10	5582	11006	8188	10698	10846	6932	8402	8734
WUAT02011890.1	Potri.005G068900.3	5216	5290	3160	3604	4450	3526	3038	3876
WUAT02011894.1	Potri.018G049600.1	8472	2554	4658	7282	7852	5264	3082	1922
WUAT02011898.1	Potri.011G076800.2	3166	3656	1616	2088	3080	1758	1778	1736
WUAT02011899.1	Potri.015G039000.4	41704	55804	17858	61230	32046	21156	18320	20468
WUAT02011907.1	Potri.016G091200.2	17794	20200	16206	20710	21290	19342	15654	16464
WUAT02011909.1	Potri.002G059000.3	11562	21984	15272	20778	14012	12474	14430	17536
WUAT02011913.1	Potri.007G020100.1	18280	16310	20852	18568	19332	17614	21730	28892
WUAT02011915.1	Potri.004G052100.1	1392	2328	2092	1406	716	164	376	310
WUAT02011916.1	Potri.003G034900.12	4056	8756	8466	5402	3350	3228	4068	3546
WUAT02011917.1	Potri.019G112300.2	3502	4624	3538	4376	5198	3230	8414	17080
WUAT02011921.1	Potri.011G072691.1	2406	1390	2192	2020	2560	3174	4766	6590
WUAT02011922.1	Potri.001G465900.1	710	1524	1388	2736	1508	646	292	2092
WUAT02011924.1	Potri.001G312800.9	0	2	0	0	2	4	0	0
WUAT02011927.1	Potri.008G043100.1	28582	8670	15012	38036	38010	29074	24800	24408
WUAT02011935.1	Potri.014G185804.1	7042	7982	5424	9290	10858	11892	10788	10034
WUAT02011940.1	Potri.003G128500.1	37756	60176	48294	49930	57182	45752	46336	62094
WUAT02011944.1	Potri.017G115500.1	17444	20860	16942	20560	29878	20606	18302	17942
WUAT02011947.1	Potri.013G142232.6	78	66	42	4	2	14	2	30
WUAT02011948.1	Potri.007G062242.1	76738	92594	75380	104570	65028	12686	20808	6808
WUAT02011949.1	Potri.010G052500.1	546	748	444	636	946	738	612	582
WUAT02011953.1	Potri.007G033801.2	16448	13958	10836	18342	17262	22468	17628	19124
WUAT02011954.1	Potri.012G031250.1	26	30	0	6	20	22	18	38
WUAT02011958.1	Potri.016G094100.3	24	10	24	30	22	24	318	120
WUAT02011959.1	Potri.010G052500.1	1296	1728	2010	2564	10686	6792	5588	3734
WUAT02011962.1	Potri.013G133550.2	73108	97790	58896	113494	64278	51608	63090	69556
WUAT02011965.1	Potri.002G072100.1	52280	100284	72548	52242	170926	95458	53136	41638
WUAT02011967.1	Potri.002G132300.1	18288	27154	20436	27946	22370	21570	24526	25804
WUAT02011968.1	Potri.011G143900.3	25776	35284	27750	31004	32108	25950	30964	35742
WUAT02011975.1	Potri.014G095700.3	4014	3880	3084	4404	7278	4122	4414	2960
WUAT02011976.1	Potri.003G086400.5	5908	8712	7764	8648	8496	6758	5890	7098
WUAT02011980.1	Potri.008G070600.4	13720	8848	9258	14088	33088	20690	21382	22844
WUAT02011988.1	Potri.007G034900.11	3538	8920	5360	8034	8412	3072	8232	7992
WUAT02011989.1	Potri.013G142972.1	7280	9234	7378	12052	10146	9354	8736	9320
WUAT02011990.1	Potri.005G045500.4	2106	2934	1856	2336	2542	2900	2704	3066
WUAT02011993.1	Potri.003G134900.8	6336	12434	8864	7568	14626	12332	9456	10528
WUAT02011994.1	Potri.013G142124.1	98	326	248	314	166	106	236	908
WUAT02011998.1	Potri.008G050200.3	47968	48994	43564	55128	46580	51480	43308	39264
WUAT02011999.1	Potri.013G143400.2	7844	7950	5910	8864	6968	8128	6552	7950
WUAT02012002.1	Potri.013G140850.2	4030	2872	4022	3694	6410	5936	4998	6808
WUAT02012003.1	Potri.002G055800.2	58274	60872	66880	75948	57158	66424	49058	57110
WUAT02012008.1	Potri.006G058700.1	37008	40006	72734	31170	31782	40620	35728	35456
WUAT02012012.1	Potri.014G003600.5	306	508	280	386	770	486	482	734
WUAT02012015.1	Potri.013G137900.3	44	18	2	44	14	62	0	172
WUAT02012016.1	Potri.008G097400.1	12338	17820	14862	13390	11998	11984	13514	13104
WUAT02012025.1	Potri.014G160000.1	35458	50232	35126	54162	39156	38106	28058	28278
WUAT02012026.1	Potri.013G162700.1	1880	2242	1750	2372	4088	2772	3024	2050
WUAT02012028.1	Potri.018G075000.5	1514	956	266	1780	4326	2240	3736	8472
WUAT02012030.1	Potri.009G012400.2	436	250	282	218	186	292	512	718
WUAT02012032.1	Potri.001G335300.1	3236	4132	3334	5720	3942	3502	3254	4622
WUAT02012035.1	Potri.010G023800.1	11494	14684	12418	15754	17942	15702	12606	15718
WUAT02012038.1	Potri.010G206600.1	2898	3766	2658	3970	4028	3474	3202	2994
WUAT02012039.1	Potri.013G160000.1	32944	43844	31162	41208	34878	30908	34046	38442
WUAT02012040.1	Potri.013G143400.2	5144	7256	6272	7606	8822	6860	10912	9610
WUAT02012053.1	Potri.006G016300.4	20402	19648	14474	24310	20642	20008	15790	14884
WUAT02012061.1	Potri.013G011600.4	25898	39820	31434	34278	20316	14928	16418	15400
WUAT02012067.1	Potri.013G130300.1	3264	3806	3602	3274	2758	2530	2732	2364
WUAT02012070.1	Potri.002G035900.1	38350	41584	42866	41006	43520	30732	39640	39302
WUAT02012079.1	Potri.012G002600.10	3592	4714	2906	4112	9870	5628	5350	11306
WUAT02012080.1	Potri.006G000700.8	22164	28700	26122	29050	29378	25790	23342	33060
WUAT02012084.1	Potri.013G144600.1	442	724	484	732	348	400	480	490
WUAT02012085.1	Potri.009G040700.2	1168	1822	1534	3266	2936	2578	2602	2752
WUAT02012087.1	Potri.001G440900.1	5218	6226	4478	5692	6476	5414	5588	5964
WUAT02012088.1	Potri.009G124500.1	28882	47650	35654	53722	38188	32104	33104	43634
WUAT02012089.1	Potri.003G032100.4	32616	40518	29762	48496	38528	34044	36396	37428
WUAT02012093.1	Potri.002G032100.2	17348	27688	19318	20970	24256	21924	14318	24774
WUAT02012094.1	Potri.014G185948.1	994	1036	3574	1538	1160	994	940	1110
WUAT02012097.1	Potri.008G221801.2	2806	3300	1512	4790	3940	5378	3796	5066
WUAT02012099.1	Potri.013G139112.1	50	22	14	552	24	16	48	52
WUAT02012106.1	Potri.001G219200.1	42570	52632	37102	53434	48462	33638	35336	39650
WUAT02012110.1	Potri.002G113300.1	81400	137690	146204	96380	104700	79642	72502	86514
WUAT02012111.1	Potri.002G209900.6	9674	15798	11010	14938	11414	11466	11694	13010
WUAT02012113.1	Potri.002G166200.1	17190	17662	26628	13412	11624	15740	22804	30424
WUAT02012114.1	Potri.011G028400.1	66	18	30	18	146	48	60	194
WUAT02012115.1	Potri.006G048800.1	10980	18210	15108	22098	13358	13300	11550	13148
WUAT02012123.1	Potri.006G113300.1	66408	89980	67800	94046	94806	66776	49782	61282
WUAT02012124.1	Potri.006G225700.1	57610	79564	68252	74668	75348	79560	74372	82718
WUAT02012125.1	Potri.014G090100.2	4018	7164	5650	6558	6780	4412	5492	5510
WUAT02012128.1	Potri.015G142000.1	7934	10126	7444	10352	6702	3124	6176	4062
WUAT02012129.1	Potri.011G027700.2	96574	154018	111938	170916	175936	142108	132490	139438
WUAT02012141.1	Potri.008G014100.1	6562	7856	7774	7270	7208	6200	8412	9162
WUAT02012142.1	Potri.009G012400.2	4624	9144	5910	9746	5598	4562	4180	4542
WUAT02012146.1	Potri.008G133400.13	27368	29378	23032	30338	18234	14852	23448	20788
